"","Unnamed..0","tissue","endometriosis","severity","p220174_at","p239433_at","LRRC8E"
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.415427245648,7.11087223098924,6.26314973831862
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49491168930525,5.5385583594315,5.01673502436837
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8688157975116,5.59315469779882,5.23098524765521
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.81303477211078,6.17372636836918,5.49338057023998
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.7153458975002,6.96499760671741,6.34017175210881
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28710127918604,7.38887126499593,6.83798627209099
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34521802304754,7.99829037343314,7.67175419824034
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.10025250240212,6.50514388214622,5.80269819227417
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32058377835201,7.98238865412628,7.15148621623914
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.55985653366456,6.75427899789259,6.15706776577857
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.2194223078792,6.5729572004606,5.8961897541699
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85778245512841,7.53665281928997,6.69721763720919
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.9930647229426,8.94778743859984,8.47042608077122
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.23308065877826,6.52106198014783,5.87707131946305
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16393514218363,9.34109181017379,8.75251347617871
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11429493744932,7.62962217278473,6.87195855511703
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.16217183568384,7.29770058648872,6.72993621108628
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.11496362505698,6.89186792825494,6.00341577665596
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00341335891177,8.17267538627491,7.58804437259334
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.39172306008782,8.33111960556873,7.86142133282828
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.66235234071938,8.13363958309241,7.3979959619059
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.33037314564015,8.37766211747387,7.85401763155701
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36491791575029,8.88225766096746,8.12358778835888
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.7082667706913,9.15133154716241,8.42979915892685
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99866899411112,7.83892414030367,6.91879656720739
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.41509949065627,7.96728601285533,7.1911927517558
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.948577332438,8.38178315318873,7.66518024281337
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50531561514543,7.80543463593844,7.15537512554194
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79631364555189,8.01228152479638,7.40429758517413
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.19233206091028,7.59443048943616,6.89338127517322
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47732190916382,6.81213130289401,6.14472660602891
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12002928770811,8.48793363702589,7.803981462367
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06834565011674,8.70645939314481,7.88740252163077
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.81688213022769,9.07794476138084,8.44741344580427
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00403742718543,7.95912795945142,7.48158269331843
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.68014647404932,7.51877434214002,6.09946040809467
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.97893926990508,7.98592155940937,7.48243041465722
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.83693487722506,7.52728434624256,6.68210961173381
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89889084321953,7.85500757370837,7.37694920846395
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69017986654265,7.51428736500165,7.10223361577215
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96548769539373,7.07818903022262,6.52183836280818
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.34994710541411,7.69716078283519,7.02355394412465
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09780411255114,5.67897754623007,5.38839082939061
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.9188899156892,7.74599181684673,6.83244086626796
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00086972009107,7.35461654114341,6.67774313061724
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52829522913297,6.02897199257797,5.77863361085547
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64767947156831,5.07807300801625,4.86287623979228
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.72996870487803,4.50950518563705,4.61973694525754
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55770272360319,5.29360527758183,4.92565400059251
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.11712004731421,4.95535797672709,4.03623901202065
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.16437057966246,5.08069862531707,4.62253460248976
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.2118922259266,5.67897754623007,4.94543488607833
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10191278578369,6.99274091597384,6.04732685087876
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.17952217101624,5.33016705706769,4.75484461404196
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.46630191519809,6.25630153303335,5.36130172411572
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.64789009302515,6.11203972028624,5.37996490665569
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76954461198352,8.18123573459055,7.47539017328703
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.68550073892932,6.70129947402668,6.193400106478
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.47758627488581,5.78080191020014,5.12919409254297
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.41442673656914,6.2506264891459,5.83252661285752
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09780411255114,6.48456039426153,5.79118225340634
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.76893435942367,6.24927075287935,5.50910255615151
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.33291050117491,5.99555035712126,5.16423042914808
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.33510493507444,5.67897754623007,5.00704124065225
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.86422923404044,5.55565502011238,4.70994212707641
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.00395364183922,5.5603293647081,5.28214150327366
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.07683281360141,7.20783740428972,6.14233510894556
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.2715136826352,5.88507019463909,5.07829193863715
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71670788702192,7.14640859359736,6.43155824030964
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.02707996799125,6.3586318518592,5.69285590992522
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.49696203126756,5.87421194237383,5.1855869868207
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.64410686928223,6.47100458212682,5.55755572570452
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38057169372729,6.04831241212526,5.71444205292627
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.13146728756529,6.85200655799192,5.99173692277861
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.21214339862827,5.9977423898495,5.10494289423889
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.32551796937555,6.12146006762069,5.22348901849812
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09780411255114,6.40649722143641,5.75215066699378
