"","Unnamed..0","tissue","endometriosis","severity","p203900_at","p215364_s_at","SZT2"
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.0543854317128,7.47620463265809,7.26529503218545
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51355603386368,5.94977160610072,5.7316638199822
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27335412051329,6.57687689571597,6.42511550811463
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52509500572459,6.65085267635313,6.58797384103886
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.9448807972803,5.49011563698325,5.21749821713177
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28605424235431,6.09367423008394,6.18986423621913
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.91994193553078,6.70196231018924,6.31095212286001
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20947912096519,6.73039663667716,6.46993787882117
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.80897891484005,5.79861799328144,5.80379845406075
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.81989157437268,6.76654888916748,6.29322023177008
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50705693433044,6.58352222406451,6.54528957919748
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.86843856861151,6.67248669704872,6.27046263283012
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.51138146167434,7.22030085095666,6.8658411563155
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.38347387947722,6.74236013494837,6.5629170072128
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.12972137585387,5.40329353162776,5.26650745374081
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.27476076768161,6.73254184111018,6.50365130439589
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.12190676422207,6.48836917120573,6.3051379677139
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58025579464036,5.75731233536101,5.66878406500068
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92638419557059,6.57638574149833,6.25138496853446
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.33446891423024,6.65171554814492,6.49309223118758
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04880618831223,6.76506269746935,6.40693444289079
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.98551093919246,6.27645926829777,6.13098510374511
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.76968842210861,6.21036573863017,5.99002708036939
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.88973746146165,5.93911104674989,5.91442425410577
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.10164794619687,7.74761476155176,7.42463135387431
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33794984571406,6.9743300094656,6.65613992758983
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.18123533647028,4.58085727976576,4.88104630811802
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.48601341374803,5.20258519270016,5.3442993032241
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.88800202911237,6.00536199352532,5.94668201131885
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5804067399236,6.18223932658258,5.88132303325309
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81635976050471,5.88761104994736,5.85198540522603
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.75559322799152,5.81486597069344,5.78522959934248
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.51355603386368,5.69173282201672,5.6026444279402
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.3137171620673,6.33818769910724,5.82595243058727
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44959192825198,5.5094198053599,5.47950586680594
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.35502056374421,5.14681925961268,5.25091991167844
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.51355603386368,5.37953765494666,5.44654684440517
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.24166137470028,5.64837919308462,5.44502028389245
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.88802604679949,6.06413736679719,5.97608170679834
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.86509902850294,5.63869168064961,5.25189535457628
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.10135594087509,5.30547430478584,5.20341512283047
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7587626660176,7.3113306611389,7.03504666357825
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47745685670934,6.5681863574088,6.52282160705907
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.36235790153169,6.36260788250818,6.36248289201994
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.513469943396,6.72549276662313,6.61948135500957
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.0204710660453,7.68835541152209,7.35441323878369
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.35055968987463,6.74710311835683,6.54883140411573
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.193446890828,6.39352936287085,6.29348812684943
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.73184935186719,7.0448278809087,6.88833861638795
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.71866843679868,7.58539453508626,7.15203148594247
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51355603386368,6.27248004083059,5.89301803734713
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.74826818017339,7.12566434231605,6.93696626124472
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80569355246974,6.07785190477716,5.94177272862345
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.10057999628125,6.48106209526953,6.29082104577539
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.65645752424094,6.8444473011095,6.75045241267522
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.17896624897767,5.9729294176518,5.57594783331474
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1768141998003,6.47596530220872,6.32638975100451
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.48121256817225,6.85155720297237,6.66638488557231
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1353696981795,5.40329353162776,5.76933161490363
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.40985781017999,6.92273941851405,6.66629861434702
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.9302572488809,6.51537549760079,6.22281637324084
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96160523175292,6.71758238289523,6.33959380732407
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82258154991011,7.50645790224337,7.16451972607674
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14759275863101,6.47897886020193,6.31328580941647
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.71861329384115,7.02284343980598,6.87072836682357
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4852127299134,6.521462044256,6.5033373870847
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.30181522785226,7.94860516249061,7.62521019517144
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.7429342921138,5.91746579670796,5.83020004441088
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.87863513024622,7.25440725027717,7.0665211902617
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.36704764301112,6.2604616733544,6.31375465818276
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4035072881825,6.98801844094493,6.69576286456372
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5706034623964,6.79410239581514,6.68235292910577
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24060570622209,5.40329353162776,5.82194961892493
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.03885095410547,7.12508253267096,6.58196674338821
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27048123122339,6.98512932521385,6.62780527821862
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52001645697404,6.31928090800386,6.41964868248895
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81545141751284,5.9119347081693,5.86369306284107
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.06361821170497,5.99519659032816,6.02940740101656
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47001692121044,6.46606577377387,6.46804134749216
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.61208120465236,6.39110062564051,6.50159091514644
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.71118324146049,6.44632803674958,6.57875563910503
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.56356200070978,6.05315911245676,5.80836055658327
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.4847580250607,5.99328664101506,6.23902233303788
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.32123655309369,6.33646929210384,6.32885292259876
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.67362149947124,5.13714187923194,5.40538168935159
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29272041563456,6.39995655712044,6.3463384863775
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36503530275463,6.62988338482866,6.49745934379165
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.28030873952442,5.71565157020232,5.99798015486337
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75212180913071,6.47583867575186,6.61398024244128
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.21415463359463,5.76983593411611,5.99199528385537
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.95832323683775,4.8436737497324,4.90099849328507
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.42508395134702,5.44515803928201,5.43512099531451
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.25545495200592,5.69988024471894,5.47766759836243
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27449748501629,6.15401190435658,6.21425469468643
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.70684705291597,6.25141826639707,5.97913265965652
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99705187922957,5.76204714803891,5.87954951363424
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.94071859278204,5.79101486895893,5.86586673087048
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.46723220546257,5.40013177544386,5.43368199045321
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.89887551451716,5.7906465119424,5.84476101322978
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.68274175993523,5.65576835436519,5.66925505715021
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.12671318842733,6.47907175147075,6.30289246994904
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51355603386368,5.49234072220311,5.50294837803339
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.70923774756646,5.7220765121262,5.71565712984633
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76554111678324,6.09219397349595,5.92886754513959
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.46833099586277,5.73441712025914,5.60137405806096
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28624108360177,5.93638620476804,5.61131364418491
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.61416338509164,5.81274014976389,5.71345176742776
