"","Unnamed..0","tissue","endometriosis","severity","p226634_at","p226631_at","EEF1AKMT2"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.69099241093288,6.29753472140628,4.49426356616958
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,6.89114416413082,4.98618392075422
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23855378963286,6.73543763709522,4.48699571336404
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,6.38598180239002,4.73360273988382
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08971801081797,6.28743988457021,4.68857894769409
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.69865070896874,6.19153075982095,4.44509073439484
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,5.49754148724732,4.28938258231247
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.8474571375863,6.39554522832503,4.62150118295567
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,6.87816258133093,4.97969312935427
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.57533728666199,6.55752243716995,4.56642986191597
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.7879750883958,6.20665927256089,4.49731718047834
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.91992963082374,6.38598180239002,4.65295571660688
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.7879750883958,6.54941583808556,4.66869546324068
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.57533728666199,5.05166727883241,3.8135022827472
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,5.49067827664686,3.86335309599774
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.48130584711233,7.54106304956324,6.01118444833778
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.57533728666199,6.38731888931136,4.48132808798668
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.77870492148715,6.44263600612064,4.6106704638039
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.08122367737762,7.01375277068105,5.04748822402934
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.46345756270637,6.89114416413082,5.1773008634186
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.78511926170018,5.8833487616691,4.33423401168464
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.17769470316518,7.29569778424548,5.23669624370533
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.57533728666199,5.6522546396716,4.11379596316679
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.5532569967671,6.19879603811011,4.37602651743861
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08971801081797,7.28736595610827,5.18854198346312
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.57533728666199,6.27526909514083,4.42530319090141
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.91762418748886,7.77763110079679,5.84762764414283
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.7879750883958,6.7298406322877,4.75890786034175
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.57533728666199,6.74078067998155,4.65805898332177
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.57533728666199,6.27523043261667,4.42528385963933
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.80436603015194,6.44263554406066,4.6235007871063
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.57533728666199,5.62617104158172,4.10075416412186
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.51084806715093,6.89114416413082,4.70099611564087
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.08122367737762,6.67613810629925,4.87868089183844
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.08122367737762,7.14948312812133,5.11535340274947
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,6.89134959286839,4.986286635123
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.9584194630818,8.44828580750506,7.20335263529343
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.93729542984675,6.89114416413082,4.91421979698879
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.42569689830607,6.94285024728232,5.1842735727942
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45940933448389,7.55531093169351,6.0073601330887
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08971801081797,7.17263492608423,5.1311764684511
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.73327236358211,6.55008661693762,4.64167949025987
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08122367737762,6.98142841531255,5.03132604634509
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.96177381694448,7.41200269265277,5.18688825479862
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.89483994214947,7.81197114865097,5.35340554540022
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.81780046992962,7.89641458946198,6.3571075296958
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.96309537301134,6.92666899001661,4.94488218151398
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.1285824805475,6.96063800881917,5.54461024468334
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.07524160093462,8.96207734592893,7.01865947343178
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59550365051816,8.86223965690553,7.22887165371185
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.05382291855278,8.69075870370491,6.87229081112885
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38216668223555,8.58084009718391,6.98150338970973
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94436813694261,8.50187228454989,6.72312021074625
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.20832846763161,9.00807325570718,7.10820086166939
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09869512638847,8.71570651542459,6.90720082090653
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.32121861360068,8.94493316343093,7.1330758885158
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.70585305777429,8.17742334305973,6.44163820041701
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26048915245284,8.91258883722158,7.08653899483721
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.93493253339691,8.20878620005382,6.57185936672536
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.14699925278664,8.22815691781878,6.68757808530271
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.00245524032031,7.18921167636509,6.0958334583427
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.82055475179994,8.97147964317096,7.39601719748545
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.91538500696482,9.43411322551761,7.67474911624122
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08122367737762,6.65811402698047,4.86966885217904
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.32773874393582,6.92882419364543,5.12828146879063
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.50160811958747,8.17784449226952,6.33972630592849
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.7879750883958,6.89134959286839,4.83966234063209
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.57533728666199,6.3156888597195,4.44551307319075
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.82145559928285,5.76509112029554,4.29327335978919
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69115496857129,8.09406018897482,5.89260757877306
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.57533728666199,6.99262565136663,4.78398146901431
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.7879750883958,6.3367495279831,4.56236230818945
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.66853638158687,6.29643272438966,4.48248455298826
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.57533728666199,6.03834518837385,4.30684123751792
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.93392816016147,6.89935610889018,4.91664213452582
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.59625441498132,6.65633292367618,4.62629366932875
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.06103291433137,6.98941329401165,5.02522310417151
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.57533728666199,6.56761050268357,4.57147389467278
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,6.64688825456904,4.44145808495883
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08122367737762,6.8926994182315,4.98696154780456
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.7879750883958,6.40957832035636,4.59877670437608
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08971801081797,7.26525210985102,5.1774850603345
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.93284167191985,7.82817426214948,5.88050796703466
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.79180654904701,7.17134113705574,5.48157384305138
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08122367737762,6.77719297842536,4.92920832790149
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.83560663458419,6.89134959286839,4.86347811372629
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08122367737762,6.89134959286839,4.986286635123
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.62717603939247,7.15663427105855,5.39190515522551
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.60060236880596,6.34290734391148,4.47175485635872
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.01825916128895,7.67934177663278,5.84880046896087
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.65768277124712,7.00267232296101,4.83017754710407
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.83142940405038,6.54235372791336,4.68689156598187
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.97727234761147,6.89134959286839,4.93431097023993
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.89555275965659,7.05202312342944,4.97378794154301
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.57533728666199,7.00737213012567,4.79135470839383
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.7879750883958,6.89114416413082,4.83955962626331
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.0720473039236,6.81064746830345,4.94134738611352
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.78241570731723,6.31803944090719,4.55022757411221
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.08971801081797,7.30903145152839,5.19937473117318
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.08971801081797,6.46837852448656,4.77904826765227
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.65802051991204,6.91306193477793,5.28554122734498
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.80359269700776,8.36725426525997,7.08542348113386
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.96577748930464,7.99006532369452,6.47792140649958
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.67500793408822,7.49554867744426,5.58527830576624
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.01207355902059,8.1694386315532,6.5907560952869
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.58534116989023,7.93569821210107,6.26051969099565
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.2545432453545,7.62412978306856,5.93933651421153
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.49282273738322,8.05529334050899,5.77405803894611
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.72436338885196,8.29206406007347,6.50821372446272
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08971801081797,7.54783999090132,5.31877900085964
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.203061823979,8.19099762464464,6.69702972431182
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.26251754279007,7.70037961134428,5.48144857706717
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77544756233991,8.61262317836665,7.19403537035328
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.019195375251,8.22321492086626,6.12120514805863
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.26167012659784,8.18512374033975,6.22339693346879
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.66792982705972,8.36231967083784,6.51512474894878
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.94509025032979,7.90147589412407,5.42328307222693
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09992807435288,7.63551879550277,5.36772343492783
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.41852765413418,8.11799287883542,6.2682602664848
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.08971801081797,7.4699593739588,5.27983869238838
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.00759383817013,7.71767618997931,5.86263501407472
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.20284250974673,8.79144760017404,6.99714505496038
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.73319663056826,8.71382957968854,6.7235131051284
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.82484888361264,7.71871522683284,5.27178205522274
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.40735434719371,8.59929525406516,6.50332480062943
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.05128206155939,7.62802025145943,5.33965115650941
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59645784265501,8.52703740995849,6.56174762630675
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.46813523654788,8.37069730337284,6.41941626996036
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.65201290038481,8.72978818841252,6.69090054439867
