"","Unnamed..0","tissue","endometriosis","severity","p203380_x_at","p212266_s_at","SRSF5"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.32415527073179,9.57817798411409,9.45116662742294
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.77574397419501,10.3924337309933,10.0840888525942
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.05678736987043,8.81706305564844,8.43692521275943
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.68552189525276,9.68810891366403,9.68681540445839
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0694822161157,9.58791474152853,9.32869847882212
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82341857162377,8.73337028231002,8.77839442696689
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56108873575753,6.93909767324067,7.7500932044991
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56815023100585,8.48909750547303,8.52862386823944
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.69873227741149,10.2571506146464,9.97794144602895
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.72067371077819,8.87246696425683,9.29657033751751
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.87214846015794,8.77675586946554,8.82445216481174
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.2597341682712,8.66824608713199,8.9639901277016
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.29012205858027,9.40272759843004,9.34642482850515
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.42937468819579,8.22530466284021,8.327339675518
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.53764547103767,8.27059778064104,8.40412162583936
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9302183824432,11.2531541406822,11.0916862615627
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73636080449969,8.914593021868,8.82547691318385
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.28643669399167,8.95055091960418,9.11849380679793
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4726057709528,11.1765496125,10.8245776917264
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.30839641941908,9.43647853137223,9.37243747539565
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78508191404067,8.33123249773155,8.55815720588611
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.90542953537805,9.27639298864423,9.59091126201114
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73251281110522,9.1196767288682,8.92609476998671
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54544289818224,9.15358834660676,9.3495156223945
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2218065461265,10.2328836637729,10.2273451049497
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75402279712642,8.83565341568842,8.79483810640742
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.8295699493453,9.9196229728046,9.87459646107495
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.97319817304543,8.87920759307505,8.92620288306024
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.26663669547366,8.84079171708604,9.05371420627985
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.07276552436796,9.06752145302643,9.07014348869719
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.59866559189059,8.41555255018926,8.50710907103992
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.04320772814102,8.88088644793628,8.96204708803865
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.95319751610516,9.09147508280654,9.02233629945585
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.2717225318854,9.31007243206118,9.29089748197329
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.46800976914219,10.115263350972,9.7916365600571
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3597028240919,10.6165433687505,10.4881230964212
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.2564764487945,11.270413987176,11.2634452179853
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2126720788896,10.3389612212442,10.2758166500669
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.319694849793,10.9788418742444,10.6492683620187
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5216806808261,11.5662584187284,11.0439695497773
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.85877229057217,10.1974755213841,10.0281239059781
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.67148789315371,10.2854240882314,9.97845599069256
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2648060964383,10.9810754952574,10.6229407958478
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1864686589098,10.8056939991473,10.4960813290285
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7494652763927,10.6813131610606,10.7153892187266
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.332468537148,12.1801985640889,11.7563335506185
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3202953029487,10.8589275975349,10.5896114502418
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6478793374426,11.1263837170859,10.8871315272643
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3325900315329,10.3787355891806,10.3556628103568
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6161064812343,10.712386266566,10.6642463739002
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7411621217938,12.1233448066628,11.9322534642283
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2276605651961,11.5203006716669,11.3739806184315
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1250763015113,11.4153565185876,11.2702164100494
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8537651630814,12.4919980497825,12.172881606432
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3944386137964,11.8536586844086,11.6240486491025
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3438638781088,11.7962104275899,11.5700371528494
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1969287409745,11.506881677002,11.3519052089882
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5827331369152,10.6517551823555,10.6172441596353
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.90051525964825,10.185888048198,10.0432016539231
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.98473570440763,10.0345368573513,10.0096362808795
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7184153250643,10.7315873464124,10.7250013357383
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2367077395833,10.1946297091268,10.2156687243551
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6968464567941,10.9660363827978,10.831441419796
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3386608077021,10.7295451789051,10.5341029933036
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6711945311392,11.1609160126137,10.9160552718765
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6280052385783,11.104192142302,10.8660986904402
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34616653895601,9.67668262601891,9.51142458248746
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.29128633120347,9.10619399722778,9.19874016421563
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.9046088906501,9.72926419784734,9.31693654424872
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.94170734907125,10.3312463166604,10.1364768328658
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.07291935936147,9.35605777370773,9.2144885665346
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1475298458201,10.6711022608031,10.4093160533116
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.22834092241854,7.52614779979888,8.37724436110871
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65760058319758,8.89730925273261,8.77745491796509
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2029035128861,10.4829366671299,10.342920090008
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.71012908652934,9.51841370150082,9.61427139401508
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.5653558295817,9.91865578411459,9.74200580684814
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.81711692518988,10.0490046873502,9.93306080627004
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.50757237789172,9.67730850133403,9.59244043961288
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.73712533680205,8.5392652104447,9.13819527362337
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.30026620328068,8.19825927356637,8.74926273842352
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.59377030200508,9.90711145629308,9.75044087914908
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2126760913571,10.4118328738722,10.3122544826146
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.62799654281543,9.64739040348988,9.63769347315266
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.98005292939259,8.83150510135367,8.90577901537313
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.55581911586351,9.59259852610787,9.57420882098569
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2689630849315,10.4480430322778,10.3585030586047
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.87138458355772,10.0861062309302,9.97874540724396
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.6286254278575,9.13571787323394,9.38217165054572
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.243956345792,10.3845186375772,10.3142374916846
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0922502848536,10.290073872152,10.1911620785028
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.36769696770024,9.23331546702208,9.30050621736116
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.64885023671519,10.0245856092937,9.83671792300444
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2162295691848,11.0129166890546,10.6145731291197
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3907090310268,11.3167947740789,10.8537519025529
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9422435623575,11.6962489858135,11.3192462740855
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1377817476074,11.8695190322988,11.5036503899531
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9000846624247,11.5134119604201,11.2067483114224
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9302905332077,12.1363392466865,11.5333148899471
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7765322934529,12.2372234243435,11.5068778588982
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9832480570198,11.605247639317,11.2942478481684
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",12.2373328573791,12.364196860626,12.3007648590026
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1076711323974,12.5161088575903,12.3118899949938
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",12.0424131556593,12.1287429951307,12.085578075395
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.526146813499,11.9002577988062,11.7132023061526
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.9633389900165,12.1650706348193,12.0642048124179
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.709156444066,11.9067816765374,11.8079690603017
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.7696961701682,12.1602222310564,11.9649592006123
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5061628817143,11.7957712145007,11.6509670481075
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8782918498703,11.0676511922452,10.9729715210578
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.1488159401037,12.5458843537311,12.3473501469174
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.2770062866837,11.6138615185401,11.4454339026119
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.8203683732428,11.1277509237348,10.9740596484888
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4873291668486,11.5692279347891,11.5282785508189
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5301571438683,11.6815226743575,11.6058399091129
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8052799848167,12.1895848881625,11.9974324364896
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2715044327519,11.3710970963938,11.3213007645729
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5455788972055,11.9838048945048,11.7646918958552
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0566278881314,12.453558448784,12.2550931684577
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.868944665562,11.2341968859275,11.0515707757448
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6330764664651,12.1525106510475,11.8927935587563
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5295751448972,11.9163076609299,11.7229414029136
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7401762221027,12.054703080469,11.8974396512859
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4477848237293,11.6860069878029,11.5668959057661
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.6062163813699,11.8807756969334,11.7434960391517
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0747324922985,11.2956650809074,11.1851987866029
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3508180082185,11.412212867432,11.3815154378253
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4940509389655,11.800314132444,11.6471825357048
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3815138110625,11.499861036283,11.4406874236728
