"","Unnamed..0","tissue","endometriosis","severity","p220762_s_at","p223564_s_at","GNB1L"
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67467516350505,3.6641189049373,4.66939703422118
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.81988548373581,5.24121360647855,6.53054954510718
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.83577075195094,6.64243971851053,7.23910523523073
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.49107445598663,4.52866964966958,5.50987205282811
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.16088473741688,5.67797483182061,6.91942978461875
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.64466570745244,5.74840643996812,6.69653607371028
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.35642148335278,3.54353932325763,4.44998040330521
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01765508749147,3.81832583134915,4.91799045942031
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06644583755191,5.09223413589733,6.07933998672462
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.67467516350505,3.67687268926304,4.67577392638404
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.15177551272136,5.01663860173307,6.08420705722722
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.55105365356503,4.26682225190587,5.40893795273545
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.39702722095691,5.52737710948353,6.46220216522022
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.29205167283257,6.28382059347662,7.2879361331546
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.10603949573439,4.56992758560903,5.83798354067171
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.21127356219644,3.94928499346107,5.08027927782875
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52094661817188,4.21159017218721,5.36626839517955
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.95874052985099,6.08506476224666,7.02190264604882
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.44930869907675,6.10408753035654,7.27669811471664
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.24653923814368,4.88734543453721,6.06694233634044
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56466788811603,4.13844468662493,5.35155628737048
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.0350111319571,4.87385279322484,6.45443196259097
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2872960717251,5.01922401933865,6.15326004553187
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.9767433191565,5.84922647823433,6.91298489869541
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.1220475964028,5.26974248750902,6.19589504195591
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.2642657827925,4.01085952024765,5.13756265152008
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.83947006030168,4.55301398433506,5.69624202231837
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.31040257976741,3.6641189049373,4.48726074235235
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.28889966928149,4.17242771105674,5.73066369016911
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.09848957148175,3.66559209359146,4.8820408325366
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67467516350505,3.6641189049373,4.66939703422118
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72275961170644,4.27342196098096,5.4980907863437
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44588460408997,4.00611217448962,5.2259983892898
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69566143915346,3.6641189049373,4.67989017204538
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.57233266550812,3.6641189049373,4.61822578522271
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99946548046026,3.95101758910607,4.97524153478316
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.87138121471997,3.6641189049373,4.76775005982863
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.82114694141156,5.10148977911611,5.96131836026384
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23562256188459,5.06979408533457,6.15270832360958
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.85311794231902,3.5151954680069,4.18415670516296
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55913432035744,3.29069725581232,3.92491578808488
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.81441414200793,3.40361518081221,4.10901466141007
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.73831362793807,2.56724963688309,3.65278163241058
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.72966644124404,3.00256840058501,3.86611742091453
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.57756984460913,2.66479451599723,3.62118218030318
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55913432035744,2.60536286826276,3.5822485943101
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,2.57043136109841,3.67049577683922
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55913432035744,3.27789988405794,3.91851710220769
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9596010498961,3.33997511201339,4.14978808095475
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12981200165425,3.32805861025562,4.22893530595494
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.37618061907799,4.07337040582901
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09738023808219,3.40946579084832,4.25342301446526
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.95825779207458,3.56095882637521,4.25960830922489
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.96519123722843,3.40776987525332,4.18648055624088
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2826870441937,3.76728830408006,4.52498767413688
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.30554223102452,3.48229114835958,4.39391668969205
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.09984188867458,4.58604627526217,5.84294408196837
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69938946760652,4.48593323611181,5.59266135185917
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82124234466578,5.33376386750881,6.0775031060873
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.31872441915887,4.39268600341301,5.35570521128594
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.5712641600881,4.18059761510854,4.87593088759832
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.48280417876781,5.4267431833052,6.4547736810365
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69503034135383,3.79190834203952,4.74346934169667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4605158924865,4.97576510128512,6.21814049688581
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52610877449631,6.56158029124395,7.54384453287013
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.67467516350505,3.88159972533275,4.7781374444189
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.050852255115,4.34456744384429,5.69770984947965
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.68733169082466,3.92158300839866,5.30445734961166
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18795416140713,4.0833887037169,5.13567143256201
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.35819551123957,4.91816381002158,5.63817966063058
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3151561755734,3.87645091288162,5.59580354422751
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.17070469881284,4.01657122214932,5.59363796048108
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6063054541242,3.81809344634953,5.21219945023686
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1400049534479,4.41713012234232,5.27856753789511
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.72512079444003,3.6641189049373,4.69461984968866
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.60014950417178,5.64806274352495,6.62410612384837
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.35929194533743,3.76194992613013,5.06062093573378
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.70128285830909,3.64924870452139,4.67526578141524
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.67240021119845,4.72188608787184,5.69714314953515
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12452654842647,5.20530710097549,6.16491682470098
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00963863783745,4.21941585511219,5.61452724647482
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12321937360412,4.97640442977497,6.04981190168954
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.35999725997288,5.50889192994322,5.93444459495805
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.66939436670212,3.6641189049373,4.66675663581971
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.53143793527439,3.6641189049373,5.09777842010585
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.06290282411556,3.04509067634419,3.05399675022988
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.06290282411556,3.5158806790838,3.28939175159968
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.06290282411556,2.91390760070918,2.98840521241237
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.49064371483547,4.13060195370775
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.14582485468027,3.95819252363015
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.34199060894133,4.05627540076068
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.17674933942063,3.32805861025562,3.75240397483813
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.55913432035744,3.39232854646354,3.97573143341049
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.77056019258003,3.35389949793935,4.06222984525969
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.0286945697822,2.23602791534862,3.13236124256541
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.98059260785032,3.6641189049373,4.32235575639381
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.45140813505675,4.11098416381839
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.55913432035744,2.54322818958575,3.5511812549716
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.33397857856547,4.05226938557275
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.23846310611222,4.00451164934613
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.6641189049373,4.21733954875867
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.5753002865184,3.32805861025562,3.95167944838701
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.82420058873883,3.09425775951141,3.95922917412512
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.4905950608387,3.06572175324682,3.77815840704276
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55913432035744,2.92304514766857,3.74108973401301
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.29893965557335,2.55402901991849,3.42648433774592
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.35486585418297,4.0627130233815
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77056019258003,3.0576022614751,3.91408122702757
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.77056019258003,3.36264734241155,4.06660376749579
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.7735773468462,3.32805861025562,4.05081797855091
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.55913432035744,2.93800962147913,3.74857197091829
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.77056019258003,3.40482565112217,4.0876929218511
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05634802700544,3.32805861025562,3.69220331863053
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.30683020061088,3.13145236859835,4.21914128460462
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.67467516350505,3.6641189049373,4.66939703422118
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.14302509952067,3.32805861025562,4.23554185488814
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.56592318849513,3.32805861025562,3.94699089937538
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77102607140485,3.19595366624051,3.98348986882268
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.94824649822213,2.56749877155251,3.25787263488732
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59253328942676,3.19717371342111,3.89485350142394
