"","Unnamed..0","tissue","endometriosis","severity","p213946_s_at","p212775_at","p227573_s_at","OBSL1"
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.5420826398138,11.1895308553303,7.7426858544288,8.15809978319097
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.01937447360505,11.9898887920287,7.993491215802,9.33425149381192
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.80449271728178,11.7777053564336,7.88270988894365,9.15496932088634
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.78907884908685,10.3053616111081,6.1923108988389,7.09558378634462
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.51672578235916,11.5860468739575,7.20383059289124,8.1022010830693
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.74820639022636,11.3678460008088,7.63311541442941,8.91638926848819
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.57464940491217,10.4355640664281,6.42510309962427,7.47843885698818
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.87481316631033,10.5335591237084,6.94638587003143,8.45158605335005
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.56231959360167,11.0700423186364,6.47851978796981,8.03696056673596
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.30939517712888,10.9695847426454,7.0421204626513,7.77370012747519
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.54771410607364,11.0163022488288,7.06344768738142,7.87582134742795
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.774843871048,10.9342612104336,6.73801139661703,8.14903882603288
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.964441053363,11.0540489247509,6.54073787094422,7.85307594968604
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70011427538564,11.7816036226296,7.38290973422461,8.62154254407995
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.4835386782038,10.7363085081572,6.47851978796981,8.2327889914436
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.87876479075327,11.4715111985326,7.52261166581901,8.95762921836829
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.45819154772411,10.9841791537611,6.59544311792546,7.34593793980356
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55664568687799,11.0592357222041,6.71641201955054,8.11076447621088
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.44332598402869,10.790917070689,6.62408805011184,8.28611036827651
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.85086880116267,11.4435706166729,7.21190873040748,8.50211604941435
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.60697684587343,10.7512465985866,6.47851978796981,7.94558107747661
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.0048730619297,11.3814606722779,7.15922531336596,8.51518634919119
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.16091846920151,11.6038156011883,7.08338310224951,7.61603905754644
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.96778258783158,11.1489031140534,7.6611733044959,8.25928633546029
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.74118587416563,9.612459696561,5.79608618784061,7.38324391952241
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.7570552619988,11.3254871400212,7.2796299995188,8.4540574671796
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05196080232717,10.8386648938852,6.45679074019684,7.4491388121364
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.28836803618696,9.57645755401231,5.7297740066296,6.53153319894296
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.06774884698575,10.8386957271603,6.47736904301783,7.79460453905463
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.05649131432086,11.073846323696,6.47851978796981,7.86961914199556
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37825902098735,10.9982278070069,6.53045563823044,7.63564748874156
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.04293980433569,10.7406285655823,6.13919000463354,7.30758612485051
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77195063733817,9.99765669090684,5.99786382608963,6.92249038477821
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.60572686305084,9.9377354592175,5.70363411561115,6.74903214595983
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.17594251786095,11.5118739599532,7.99807891186822,8.89529846322746
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.69234544367583,10.9919573879174,7.02062965998867,7.90164416386063
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.25660721964755,8.97468719073991,6.5020268826101,6.57777376433252
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.70599083615102,9.31266536508572,6.58295977969513,6.86720532697729
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0511175327097,10.5553423396422,7.51873077169826,7.70839688135005
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59854239052874,9.38616771882494,6.47851978796981,6.82107663244116
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.87419526047294,9.46080409249367,6.5020268826101,6.9456754118589
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07097115713717,10.4234912934467,7.25805065437967,7.91750436832118
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49764248417459,9.83169589777077,6.82825570449269,7.05253136214602
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49594573877797,9.5546033321245,6.53563247784696,6.86206051624981
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.4508658574914,9.47765643089113,6.48057501140604,6.80303243326286
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.25815971469251,9.49750109995131,6.64113149104974,6.79893076856452
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.90764415093892,9.08571034683069,6.17460269640255,6.72265239805739
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,9.13630798406411,6.60182422456123,6.55283244267537
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.13882571189315,10.2321420984487,6.25140036583585,7.2074560587259
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.81639502222431,9.25591823614369,6.47736904301783,6.84989410046194
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.40819040435129,9.12340410541402,6.33060292596411,6.62073247857647
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.01244332201517,11.6522808411012,7.29967684182833,8.32146700164823
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.22113620857268,10.2167149910179,6.49765177505173,7.31183432488077
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.25268728097437,10.4293160240802,6.56847736630024,7.75016022378494
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.74998529268321,11.3514297131767,6.70401017819485,7.93514172801825
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15818406975396,11.6184465678693,7.82006840018632,8.86556634593653
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02467159240752,11.6872990128651,7.11076267861642,8.27424442796301
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.30406263866116,10.9408166740428,6.52819103250112,7.92435678173503
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.34186732434489,11.4685006207182,7.66437201246101,8.49157998584137
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0511175327097,11.068708926499,6.47851978796981,7.53278208239284
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69798590800806,11.300331970768,8.29388238340993,8.43073342072866
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84961342606405,11.1494034012577,6.59194743923401,7.86365475551859
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.25147632892915,10.5591390144473,6.47784787167091,7.42948773834912
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06432876814383,10.8267571644884,6.52129492685432,7.80412695316218
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.56881753012264,11.2592275795403,6.60104563578,7.80969691514765
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.98267253438616,11.0645860133403,6.48580652507091,8.17768835759912
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0511175327097,11.1930052153717,6.85461507046608,7.69957927284916
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.10504678702071,11.3723211329544,6.86100802948432,8.77945864981981
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.3538034902318,11.3505276926603,7.22091507359135,8.97508208549448
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.05675730438499,11.2473538122187,7.18689073080958,7.83033394913776
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17622511187652,10.5531867006113,6.57436684366216,7.10125955204999
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.21017373165323,11.4221279240996,6.54953992937417,8.39394719504233
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82978912297255,11.8367333574186,7.75503041858395,8.80718429965837
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2759178369494,10.9833366184764,6.57725902138568,7.94550449227049
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.32894498634864,11.0872162716165,6.58624472298953,7.66746866031822
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2777178861401,11.3522444415055,7.13625211076421,8.25540481280327
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.84471470062897,11.4162240646884,7.52441973774584,7.9284528343544
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15318602631219,10.931838156981,6.73343848076451,7.60615422135257
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0511175327097,11.5197086777055,7.6773513851353,8.0827258651835
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0511175327097,11.3569411666121,7.06394631616737,7.82400167182972
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.9689093777615,11.485656303958,6.79033332504381,8.08163300225444
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4071769662631,11.1059350804645,6.67894150731159,8.0640178513464
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,10.1824831668644,6.47851978796981,6.860456024745
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.55142298895592,9.32451428165798,6.46467296630516,6.44687007897302
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.2829705283802,9.91063445100749,6.5020268826101,6.56521062066593
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,9.85722596231865,6.64586216371866,6.80781774847936
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,9.32420102798365,6.51428328925813,6.58628314554752
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.48142842313178,10.5029040089116,6.5020268826101,7.16211977155116
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.60397851522094,9.92980468171949,6.47736904301783,6.67038407998609
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.52651346103715,10.1106260597211,6.85198469854463,8.49637473976763
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.08495666916838,10.6665969804263,7.5206400387745,8.09073122945639
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.80750002829027,10.1680447568431,6.47736904301783,7.1509712760504
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.68460927698397,10.1227162190126,6.23162382216757,6.67964977272138
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.89935333486105,10.1233271212679,6.74945112405644,7.25737719339513
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.92036511940078,9.25722985604,5.42088393194425,6.19949296912834
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.67749409369873,10.3014318063013,6.8496400672986,6.94285532243288
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93689163849285,10.1800088619452,6.47851978796981,7.19847342946929
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.86033603748483,10.586828190182,6.66511133745126,7.37075852170603
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.2093449717633,11.0193489166907,7.36367493225639,7.8641229402368
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92036511940078,9.72960417744707,5.89231944639001,6.51409624774595
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.71945247831798,9.34576955858656,6.22342171059383,6.42954791583279
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.03363770604402,10.0881599668117,6.5020268826101,7.20794151848861
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.36011981859351,9.98935730179401,6.50924892404819,6.95290868147857
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.96308195221226,10.6225287625719,6.66644572385266,7.41735214621227
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.51673365937286,9.94955801903644,6.26714164456497,6.91114444099142
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92036511940078,10.0462140146509,6.00400634010176,6.65686182471781
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.6697014857105,9.79000455821638,6.61617579238777,7.02529394543822
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,10.0302574184574,5.99470659209219,6.64844304331679
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46944128267409,9.72156796093679,6.47736904301783,6.88945942887624
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.97764716582493,9.92031426072305,6.20726551059365,6.70174231238054
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.93850294125102,10.1599104321269,6.47736904301783,6.85859413879858
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.92036511940078,8.97681487878594,5.87235540507235,6.25651180108636
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.97816732631759,10.0809908560327,6.47736904301783,6.84550907512271
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.29616454074443,10.5002469270461,6.38651808030826,6.7276431826996
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92036511940078,9.69522605379342,6.581109615574,6.73223359625607
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04223039238833,9.65043141726781,6.09568598097926,6.5961159302118
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.97652490514431,10.0018218497496,6.47736904301783,6.81857193263725
