"","Unnamed..0","tissue","endometriosis","severity","p205748_s_at","p215031_x_at","p223332_x_at","RNF126"
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93919335678158,5.95426055035323,6.84271404915366,6.57872265209616
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.28301405933022,5.95426055035323,7.02158545956228,6.75295335641524
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85564392610562,5.99755063323238,6.55315572707868,6.46878342880556
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.76705810132912,6.0019940999386,7.02158545956228,6.59687922027667
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45896404367723,6.02508677606343,6.92229860524373,6.8021164749948
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59236763998009,5.59750633838786,6.43553522254669,6.20846973363821
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.0708483083312,6.8383548860036,7.73085676872546,7.21335332102009
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93528228389329,5.82423119764282,6.88032896442649,6.5466141486542
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01017619685083,6.0019940999386,7.02158545956228,6.67791858545057
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.47183893887666,6.38277076055871,7.88645697710226,7.24702222551254
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.34689168440971,6.40803524905498,7.45180615195721,7.06891102847397
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.77490749929203,6.15421933030993,7.58680474051248,7.17197719003815
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.37437588788057,7.67321839197942,8.71109124272068,8.25289517419356
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0822489047165,7.82168250894289,8.40764983961405,8.10386041775781
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.32703013324832,7.64301752479777,8.54866118868419,8.17290294891009
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25308531528657,6.75604183308455,7.93657842755116,7.64856852530743
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.87266615846771,7.60217022228631,8.69132113036945,8.38871917037449
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1984967867425,7.24322570617685,8.04432993708882,7.82868414333606
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.34832207385594,7.85415269886395,8.92711826089686,8.37653101120558
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.72096958071646,7.80304282539063,8.85492316480353,8.45964519030354
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85674183111357,7.11320715395004,7.99152112535216,7.65382337013859
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.84429054725762,7.53511423083708,8.69021915526368,8.02320797778613
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.56400808223265,6.98071395785803,7.91841805718805,7.48771336575958
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86247993540575,7.11157108436638,8.03803444830831,7.67069515602681
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85535318246027,7.39649223054136,8.33586098087464,7.86256879795876
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22677218208895,8.08116022686987,8.81186635076471,8.37326625324118
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.65648062467645,8.01201756287882,8.58617343928498,7.41822387561342
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.01329248333416,6.86406766579842,7.5389949379094,7.47211836234733
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.7296948415084,7.56289146891718,8.52215861321694,7.93824830788084
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.50833256472611,7.02544269110453,7.91456408237551,7.48277977940205
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49953981148875,7.99013808963724,8.85681762386592,8.44883184166397
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.98651363053798,7.70976890786482,8.4649383266361,8.0537402883463
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88713214919695,6.73142629491023,7.94746250598925,7.52200698336548
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40555285345166,6.99196222123837,7.6108686482882,7.33612790765941
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25175030666323,7.3239651325497,8.39000323476907,7.98857289132733
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.38031622837051,6.69273348666265,7.95898936282112,7.34401302595143
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.21849402750667,7.6029562685757,8.55605884892048,8.12583638166762
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.00328669097422,7.3128775332186,8.69567577397781,8.00394666605688
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.8108787687773,7.14922586275587,8.1241487117811,7.69475111443809
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76441069054775,7.36992841261643,8.10659919625857,7.74697943314092
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.0515235556803,5.7433143818263,5.84654820491689,5.8804620474745
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1811581339623,5.23764168826703,5.95312680434958,5.79064220885964
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62878501351764,5.86459315490079,5.95603577825892,6.14980464889245
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85809428628492,5.241964339737,6.52317231180185,6.20774364594126
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74088583772255,5.38159667829678,5.82481750841099,5.64910000814344
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.93963691746906,5.85281937952609,6.49619592039187,6.09621740579567
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89186663759088,5.95426055035323,6.43572312892837,6.09395010562416
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.258024391861,5.64134173668615,6.72486438075239,6.20807683643318
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.54887697633509,5.79235610704401,6.75047235423972,6.36390181253961
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.71049413842897,5.38405298496577,6.44039518133482,5.84498076824319
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.9143374314691,5.95170153673841,6.94507528956477,6.60370475259076
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78735033448027,5.78153758311363,6.45260095361937,6.34049629040442
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.96432261657466,5.95426055035323,6.40171045358845,6.10676454017211
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.46615866386751,5.51941319784751,6.63737043388278,6.20764743186593
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80614079595971,5.95426055035323,6.97413411686521,6.57817848772605
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25508583285541,5.63645394250158,6.59262337193298,6.16138771576332
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.18881993275073,5.60599901660007,6.29205313816418,6.02895736250499
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.92163403418073,5.95426055035323,6.92523168902506,6.60037542451967
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.08065952286529,5.81484171557282,6.00029932655725,5.63193352166512
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71044274960328,5.50071738898227,6.00708705716898,5.73941573191818
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.99671914356742,5.59450949556341,6.43527642962923,6.00883502292002
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00314749647819,5.84187836962342,6.82404023684653,6.55635536764938
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.50540081959145,5.49359313630782,5.99508956414979,5.66469450668302
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.4945494167122,5.63705328811494,6.59731334155354,6.24297201546023
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.53250183187534,5.94219376154839,6.60505294447397,6.35991617929923
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81440138076748,5.54351524556035,6.4803655736778,5.94609406666854
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.38074278245213,5.50328532681383,6.34257233998985,6.07553348308527
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.18054062223525,5.32537272692627,6.36241332318645,5.95610889078266
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.44653985329105,5.35900625182372,6.36030136863997,6.05528249125158
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.50018366586292,6.33551553111882,7.42205882645342,7.08591934114505
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.05524024196667,5.80684292088457,6.64099899492743,6.16769405259289
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.13492231245696,5.57757072752882,6.54789879080412,6.08679727692997
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50175286186702,5.53617259845792,6.44911540005425,6.16234695345973
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.0898984293841,5.57466697280582,6.60234552122263,6.08897030780418
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.96498270611952,5.75591509145666,6.53393047215993,6.0849427565787
