"","Unnamed..0","tissue","endometriosis","severity","p204571_x_at","p214224_s_at","PIN4"
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09338700499666,9.17779681673116,9.13559191086391
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.92751005926648,10.4524905101703,10.1900002847184
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.88764367009431,8.42475341188007,8.65619854098719
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.44135053369054,9.3332368391808,9.38729368643567
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2228472181149,10.4157320172462,10.3192896176805
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.2020639968177,9.33777188613837,9.26991794147803
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35981701033017,9.4511633691601,9.40549018974513
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.87079248869737,9.96793787945605,9.91936518407671
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37153131342811,9.15372659164316,9.26262895253564
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.20616240403323,9.23685643914458,9.22150942158891
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.38296696317802,9.39713956184413,9.39005326251107
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.48298856003054,9.64258822760155,9.56278839381605
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1591040744221,10.6866705111436,10.4228872927828
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75981114161173,8.80776781934495,8.78378948047834
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.61000784187444,9.13773781420782,9.37387282804113
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.73720133263094,9.5016158687757,9.61940860070332
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2795064536277,10.5992506615324,10.43937855758
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0020044405829,10.6172943018931,10.309649371238
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0219792015436,10.5366417088229,10.2793104551832
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.99742148757569,10.2540785509172,10.1257500192464
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62965361673028,10.2049760337254,9.91731482522784
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1694504330095,10.5461950972691,10.3578227651393
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3330195190463,10.5374935190504,10.4352565190483
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.73716140259517,10.0988711847804,9.91801629368778
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.425791822614,9.94916544487885,9.68747863374642
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.99133019456083,10.3657521292207,10.1785411618908
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.79957348859437,9.88802143288531,9.84379746073984
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3626601821302,10.5902681841029,10.4764641831166
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.91131916331558,10.173533452279,10.0424263077973
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86032753152098,10.1960832376117,10.0282053845663
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2756123712358,10.5793568891925,10.4274846302141
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.00393025132735,9.18307585763318,9.09350305448027
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.33212975393812,9.60969052673327,9.4709101403357
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.88835522149766,10.0593866981879,9.97387095984278
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.76138269907276,8.99672328301011,8.87905299104144
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.10271385605822,9.07552967077433,9.08912176341627
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8188315573998,8.81056356192202,8.81469755966091
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.79174774763994,9.98722437176452,9.88948605970223
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.40830495680751,9.29018933553702,9.34924714617227
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.59236343649098,8.85033251998159,8.72134797823628
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5258909220149,10.9633805824399,10.7446357522274
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97490109007105,9.07552967077433,9.02521538042269
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.94563333552803,9.07552967077433,9.01058150315118
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.32300120965639,9.59889748950654,9.46094934958147
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.31712354797332,9.73541212012206,9.52626783404769
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.56271611472018,9.52920436306194,9.54596023889106
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16548445411335,9.13142716004784,9.14845580708059
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.08956624270377,9.25786186806696,9.17371405538536
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.74484275544366,9.86506454097168,9.80495364820767
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.4633072364085,9.6287775136106,9.54604237500955
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.05870347761432,9.20321484740773,9.13095916251103
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.70985763084234,10.0018543629208,9.85585599688157
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.21338108227649,9.26167357841383,9.23752733034516
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.1353606524259,9.1599785849096,9.14766961866775
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99651101145392,9.01368440229496,9.00509770687444
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1700451779418,9.99009205879305,10.0800686183674
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.35620864940615,9.70093661617187,9.52857263278901
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.467906743156,9.53698746622826,9.50244710469213
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25121913056341,8.35252769829831,8.30187341443086
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.323710475088,9.32126204261639,9.32248625885219
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.80720082426683,8.85517364721461,8.83118723574072
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.33325880531785,8.02816607799264,8.18071244165525
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.29595354118004,9.2728151875603,9.28438436437017
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.37906488991463,9.71906515054758,9.5490650202311
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.9280517056968,9.47446063707409,9.20125617138545
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.6934339478725,9.76307081025369,9.7282523790631
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.96942516743102,9.68020594287622,9.82481555515362
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1230933316024,9.65284376331641,9.8879685474594
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.354851481102,10.5553823799473,10.4551169305246
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.16708953912791,9.67253622858466,9.41981288385628
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.22192603982457,9.45678934144515,9.33935769063486
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.52909183176235,9.80156329530174,9.66532756353205
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.90998104547813,10.0677013250368,9.98884118525747
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.66358915296415,9.91938401668077,9.79148658482246
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.25907147004686,9.62021166727055,9.4396415686587
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.53025281799873,9.86814195466958,9.69919738633416
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.22178030563657,9.42042595381958,9.32110312972807
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.67434611295881,9.79180579590048,9.73307595442964
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.18196589435256,9.28350520709143,9.23273555072199
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.96467080242478,9.32872022682395,9.14669551462437
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.78563487478044,9.92168277296409,9.85365882387227
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.48592598244036,9.68686882694254,9.58639740469145
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62905905624597,9.80969500674487,9.71937703149542
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.42627187400626,10.0470665537915,9.73666921389888
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.74478306643093,9.96222015178562,9.85350160910827
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12043156453307,9.14508620738015,9.13275888595661
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23716368203179,9.22058840442473,9.22887604322826
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.33532274362206,9.38878551103332,9.36205412732769
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90766708959306,9.26798016408422,9.08782362683864
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1480433585574,10.3377344574329,10.2428889079951
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.49427444333768,9.63200071287571,9.56313757810669
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.45912224423598,8.76372847880307,8.61142536151953
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.29443681973489,9.75351072595883,9.52397377284686
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01632017717427,9.29730518819183,9.15681268268305
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2638251558439,10.4732807021761,10.36855292901
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.81458955951895,10.2683894211146,10.0414894903168
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.9586342388874,10.0146118816438,9.9866230602656
