"","Unnamed..0","tissue","endometriosis","severity","p223112_s_at","p228301_x_at","NDUFB10"
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2558793220971,9.48410772771472,10.3699935249059
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7204690861456,10.5979513044282,11.6592101952869
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1855877001092,9.9155733484243,11.0505805242667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7306459199473,10.7484936840763,11.7395698020118
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5288025539121,11.3415752415196,11.9351888977159
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.2938653931658,10.0227788742086,11.1583221336872
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2136386919644,10.1524630345258,11.1830508632451
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.639787997644,10.7311531221505,11.6854705598973
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.3328999682501,10.9311480303848,11.6320239993175
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.9525524347704,9.80482326379591,10.8786878492832
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4951506406301,10.6100460097474,11.5525983251888
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.6974474321782,10.999689503199,11.8485684676886
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6257118273134,9.63101246357942,10.6283621454464
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.6207183811684,10.3097913488207,11.4652548649945
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4158722999483,10.4538418752944,11.4348570876213
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.4388327120348,9.76781492115134,11.1033238165931
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8878215046029,10.5378793295737,11.7128504170883
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.5321125543145,10.201915119248,10.8670138367813
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.7465089606141,9.99662998143439,10.8715694710242
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8004584588966,10.6913081163857,11.7458832876411
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.2130087297706,10.540402522498,11.3767056261343
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5497150127393,9.53808218145677,10.543898597098
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4386757101195,10.2500124606013,11.3443440853604
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.9060721941994,11.0178958724713,11.9619840333353
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8423678717835,11.0935657323957,11.9679668020896
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.5559560888035,9.65697586920125,10.6064659790024
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6247984717134,10.5717037381798,11.5982511049466
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8934289237727,11.0989591716018,11.9961940476873
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7808732488045,10.9062208652665,11.8435470570355
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9447374399227,10.7525293229877,11.8486333814552
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.5233872438641,10.2561124867108,11.3897498652874
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.1082867204749,9.77713735776941,10.9427120391222
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.266457214874,10.2785159616541,11.2724865882641
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.8012055337026,10.0211634885536,10.9111845111281
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5483729884401,10.5550398869043,11.5517064376722
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.062417830766,9.89412438350575,10.9782711071359
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7774557745972,9.32527793952616,10.5513668570617
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6091110728796,10.4057205958386,11.5074158343591
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.5642414983679,10.3734675203705,11.4688545093692
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1327475292288,9.7085530855574,10.9206503073931
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.9755146090359,9.90820558083071,10.9418600949333
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.9496847565743,9.53652703085049,10.7431058937124
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0284707643842,9.61629468336992,10.8223827238771
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.2138381052254,9.89197547329693,11.0529067892612
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.5941220508151,10.4376230140212,11.5158725324182
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.325603955052,9.31458471591759,10.3200943354848
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3961973959855,9.38096356179624,10.3885804788909
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.939074039583,8.79899764890685,9.86903584424492
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6745415829264,8.68807335883543,9.68130747088092
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.127107853947,9.23669327955487,10.1819005667509
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0439003040615,8.84364704182832,9.94377367294491
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1911645032134,9.11267264787016,10.1519185755418
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2191998999347,9.15331183441164,10.1862558671732
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9753709175759,9.04855641897106,10.0119636682735
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2278356845817,9.24415584768681,10.2359957661343
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5699412486526,9.22040082728642,10.3951710379695
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.1382376919654,9.2333584865494,10.1857980892574
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0534573455834,9.49350414850371,10.2734807470436
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5505835796947,9.56789477622503,10.5592391779599
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5222749316676,9.45324047167163,10.4877577016696
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5242887926581,9.52159820901208,10.5229435008351
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4328425831968,9.37044148820219,10.4016420356995
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5666898900115,10.2334678726124,11.4000788813119
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2321152525196,10.0363461446665,11.1342306985931
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5386402810568,10.6072978609962,11.5729690710265
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5153744374707,10.1454410787512,11.3304077581109
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3100045886084,10.1263185051315,11.21816154687
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7007635953645,10.4792369043752,11.5900002498698
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.339029735757,10.2545749367958,11.2968023362764
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1782642303543,10.4292130837011,11.3037386570277
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2524645024802,10.3610622651224,11.3067633838013
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4129036480625,9.51651814794794,10.4647108980052
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.07595050649,10.0341706765121,11.0550605915011
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5967289331988,9.81438098996774,10.7055549615833
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3071144310822,10.0943279239129,11.2007211774975
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.864782148203,9.74004012719641,10.8024111376997
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2556284261795,10.6863358307992,11.4709821284894
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3406072399673,10.7528624720605,11.0467348560139
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3561555016217,10.1874318333408,11.2717936674812
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3858780889418,9.29268240236711,10.3392802456545
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.818129042589,9.93579448066247,10.8769617616257
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3529636704434,10.5449915480822,11.4489776092628
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9365888962258,9.99081343797373,10.9637011670998
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.521393869308,9.59560961393419,10.5585017416211
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5031770690068,10.5572528081399,11.5302149385733
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6762478251137,9.3945637742207,10.5354057996672
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0149448298279,10.078645330494,11.046795080161
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.2978156744405,9.29854311244161,10.2981793934411
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1762257259083,10.4594499106194,11.3178378182639
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3018851782419,10.086598564288,11.1942418712649
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9893877883052,9.66487004942785,10.8271289188665
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.2829722286158,8.22010638909476,9.25153930885528
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3457843689696,8.62429639028806,9.48504037962883
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.94892692417895,8.34794597366262,9.14843644892079
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4822879848594,8.42708509633415,9.45468654059678
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4955859874137,8.5367535820663,9.51616978474
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6644571108725,8.61978040873771,9.6421187598051
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7103844593413,9.12268034698892,9.91653240316511
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.96223708404853,8.54913802163492,9.25568755284172
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2620452314543,8.3403668172244,9.30120602433935
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.3885038628976,8.42708509633415,9.40779447961588
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.5818266674251,8.59878584562415,9.59030625652462
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2435230155683,8.37529340261978,9.30940820909404
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2830188193703,8.49383251217333,9.38842566577182
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.96706140569535,8.1106226232524,9.03884201447388
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1987549594167,8.39629064969711,9.29752280455691
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5532179944296,8.38478676103309,9.46900237773135
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0476831626055,8.19974394006869,9.12371355133709
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.79064317622313,8.03095551301197,8.91079934461755
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7686770730378,9.03594780529871,9.90231243916826
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4876288068156,8.45231471605719,9.46997176143639
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6174868868808,8.69544334878789,9.65646511783434
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7079134958729,8.56899411708767,9.63845380648029
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0931431834575,8.3975645439746,9.24535386371605
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3697077861217,8.36281148585512,9.36625963598841
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34511282614958,7.89178394513483,8.61844838564221
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5559580530649,8.4298732288785,9.4929156409717
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0512272598634,8.24925550379918,9.15024138183129
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7702984379834,8.55842057225231,9.66435950511785
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4422503480645,8.42708509633415,9.43466772219933
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.4819606379661,8.06098203639758,8.77147133718184
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5069320507115,8.73456587120861,9.62074896096005
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3032035986669,8.20769349020303,9.25544854443497
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.8369996937016,8.60242254665737,9.71971112017949
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5956537851594,8.78300233382535,9.68932805949238
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.884356303928,8.95082758304128,9.91759194348464
