"","Unnamed..0","tissue","endometriosis","severity","p224703_at","p224697_at","DCAF5"
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9198530763475,2.76964753301083,4.84475030467916
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78259404376758,3.96844830518648,5.37552117447703
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.18114980174795,4.42310376727614,6.30212678451204
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.86994130049942,4.42310376727614,6.14652253388778
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.52463498412382,3.47328194247628,5.49895846330005
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.56601052127169,2.75666311530114,5.16133681828641
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.74365204667309,4.13718103143885,5.94041653905597
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.80227623950123,3.96844830518648,5.38536227234385
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.97994019446924,3.96844830518648,5.47419424982786
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.00849549572912,5.11464051685587,7.06156800629249
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.04033687738852,3.96844830518648,6.0043925912875
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.80610342425481,3.18388915505831,5.49499628965656
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.31051976398856,4.44825523129974,6.37938749764415
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98335884647388,3.43473981168303,5.20904932907846
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.26571346608809,3.77726969526075,5.52149158067442
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02038015928571,2.5021226623552,5.26125141082045
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.19802032260342,4.42310376727614,5.81056204493978
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25718904786006,3.64749988011941,5.45234446398974
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.86943495492646,4.28083721441185,6.07513608466915
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94433407581028,3.75630511131925,5.85031959356477
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.36163325887903,4.11695911413339,5.73929618650621
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.08815952186509,4.09457483803485,5.59136717994997
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.2136740023784,4.20461520517869,5.70914460377854
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93335465001352,3.72986235689584,5.83160850345468
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.70844508946002,3.57720809578328,5.14282659262165
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.26283175761264,3.50701157325236,5.3849216654325
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53691612343931,4.42310376727614,5.48000994535773
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.1122312970794,3.65368040634709,5.38295585171324
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.93867511137875,4.0531532384782,5.99591417492847
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.99139854156208,4.42310376727614,6.20725115441911
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.0999508207602,4.4051203600568,6.2525355904085
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04920606271818,4.15725421176039,5.60323013723928
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5359309179964,4.66366667605721,6.59979879702681
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.68781807846063,5.17162799296123,6.42972303571093
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3378251178473,4.42310376727614,6.38046444256172
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.02278355073006,4.42310376727614,6.2229436590031
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7422668022135,5.17033812218351,6.4563024621985
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.32368656203303,4.42310376727614,6.37339516465459
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.35501610718138,4.44600476333402,6.4005104352577
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30015457154766,4.42310376727614,6.3616291694119
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.63189208645136,4.42310376727614,6.52749792686375
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.20332039103652,4.42310376727614,6.31321207915633
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54422429059608,5.61161005038241,7.07791717048925
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.74603595779728,5.60112003077281,7.17357799428505
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.21543783672389,4.55799297725946,6.88671540699167
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.92246921775255,6.1605142864973,7.54149175212492
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.32424691026564,5.72128075745324,7.52276383385944
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91749859322277,5.7899181671186,7.35370838017069
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91923678652965,5.68384651522986,7.30154165087975
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87589579791848,5.91915278769088,7.39752429280468
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.82791084745653,4.42310376727614,6.62550730736634
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83650030517638,6.24632911883423,7.5414147120053
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.05546416380331,5.35597563413208,7.2057198989677
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67884112360453,5.80742712414913,7.24313412387683
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.32761435900458,5.40884430087617,7.36822932994037
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41951881482505,5.84394596743057,7.13173239112781
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49238043876641,5.90764899530766,7.20001471703704
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.57836065078011,4.10819544488978,6.34327804783495
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.81029675983979,5.27705673384791,7.04367674684385
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.26449767725075,4.42310376727614,6.34380072226345
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85458878330574,4.42310376727614,6.13884627529094
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.68809226633288,2.75666311530114,5.22237769081701
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.98458370830252,3.18388915505831,5.58423643168041
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93496672925661,4.42310376727614,6.17903524826638
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22405027768653,4.06036061334622,6.14220544551637
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.17662336785692,4.10325101717081,6.63993719251386
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35493069457132,3.88084064259457,5.61788566858294
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27038277029599,4.08236953829369,6.17637615429484
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29783278012389,4.42310376727614,6.36046827370001
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.45118966953348,3.34904167716687,5.40011567335018
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.97552901853324,4.42310376727614,6.19931639290469
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65890111553681,3.96844830518648,5.81367471036164
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86776167025972,3.35130038335512,5.60953102680742
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.24444080097627,2.23950426320183,5.24197253208905
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.69209230674335,3.54974555357806,5.62091893016071
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46243415128652,4.31232354809321,6.38737884968987
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.35469936826381,4.64991827581591,6.50230882203986
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03294160510761,3.96844830518648,6.00069495514705
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.69968803992253,3.79804944331587,5.7488687416192
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.48699840743049,3.48632376042589,5.98666108392819
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06286843805977,4.09563031590406,6.07924937698191
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03374540407747,4.42310376727614,5.72842458567681
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.99206197263007,3.56050860665012,5.77628528964009
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27907952949392,4.42310376727614,6.35109164838503
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03063620174751,3.96844830518648,5.99954225346699
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.53215999143936,3.96844830518648,5.75030414831292
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47229930178718,4.35941626311253,6.41585778244986
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51379154687873,4.42310376727614,6.46844765707744
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41562958639492,4.65011690885789,6.53287324762641
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47642577736593,4.42310376727614,6.44976477232104
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.25149247472574,4.51038498302639,6.38093872887607
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.41985032208803,5.32912148692145,6.87448590450474
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.06198902420442,5.28102096066176,7.17150499243309
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02847910606771,4.60442666723369,6.8164528866507
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02265012513558,4.89403806367675,6.95834409440616
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.79398527927023,5.40292374639911,7.09845451283467
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.37069071360866,5.26529624255782,6.81799347808324
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.23779318438431,5.34120429232827,7.28949873835629
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.74520393592737,5.28659125469178,7.01589759530957
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.21218797634677,4.42310376727614,6.31764587181146
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.30519342970936,5.36471808425463,7.334955756982
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.26404631240151,4.58179845098501,6.42292238169326
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45329022857673,4.69274095840297,6.57301559348985
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.59496323486005,5.14876345178902,6.87186334332453
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.79824045659264,5.28604456286627,7.04214250972946
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.91027015726258,5.33122684850582,7.1207485028842
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53519108659555,5.6476941189759,7.09144260278572
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.23147590986932,5.7601285148501,7.49580221235971
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.1655187435787,5.49959353103868,7.33255613730869
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67201839794729,5.31390662900523,6.99296251347626
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.98204657390433,5.31326592614326,7.1476562500238
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12510001804548,4.51580472365252,6.820452370849
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2337131733616,4.18762578572837,6.21066947954499
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57717999081573,4.93548919315868,6.7563345919872
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.07083118740209,4.42310376727614,6.74696747733912
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.93968211257723,5.13797145747418,7.03882678502571
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.36564081569164,5.08359170888872,6.72461626229018
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.91346511723618,5.14474256260858,6.52910383992238
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86093487898765,4.42310376727614,6.64201932313189
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.75188147415091,4.78657691825637,6.76922919620364
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.8125719649653,4.95240344299309,6.8824877039792
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.61216468545512,4.42310376727614,6.51763422636563
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0759763052055,4.42310376727614,6.74954003624082
