"","Unnamed..0","tissue","endometriosis","severity","p222538_s_at","p218158_s_at","APPL1"
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.00046563394406,6.57153903931011,4.78600233662709
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55444526461432,7.01676223330603,5.78560374896018
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.91337252555256,6.52560741876762,5.21948997216009
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.7206529433037,6.21598035715583,4.46831665022976
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.63475689090464,5.98300499389568,4.30888094240016
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.52898986457844,6.89372132270193,5.21135559364019
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.54170824808403,7.19953670175018,6.3706224749171
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.91337252555256,7.08108534511163,5.4972289353321
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.47313216296286,7.7641926726308,6.61866241779683
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.94688249267977,7.02762684634023,4.98725466951
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.87746629407733,7.87783928815902,6.87765279111817
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45731946196635,8.11531459986963,7.28631703091799
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.39382840471148,7.55874944861183,5.97628892666166
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.07135582980619,6.27419366392338,6.17277474686478
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99828214475276,6.1965380899832,5.09741011736798
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.04731468010185,7.48256525590892,7.26493996800538
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.6952502139796,8.08150699075544,6.38837860236752
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.57318289831893,8.04163249137228,7.3074076948456
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.34325120991152,7.70822646462522,7.02573883726837
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.76202493732037,6.94569793948786,6.35386143840411
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.93186879298843,8.71500876669414,8.32343877984129
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86532518674552,9.29445815432629,8.5798916705359
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39624588821593,9.15055542932566,8.27340065877079
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.76968363547337,8.88264885089674,8.32616624318505
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71081392293493,8.93234930996488,8.3215816164499
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85933868760672,8.66254279692363,8.26094074226518
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.8113628371511,8.74951270742266,8.28043777228688
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.96665463076861,9.12925433813427,8.54795448445144
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.8065119278533,9.18335217400598,8.49493205092964
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01371286277312,9.04385708290371,8.52878497283842
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.56409753475275,9.24042678127946,8.90226215801611
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81693131786171,8.79660011840812,8.30676571813492
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52506787840938,8.61614274290097,8.07060531065517
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85908958000254,8.96787907439738,8.41348432719996
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.20134074267156,9.20202069848861,8.70168072058009
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.10759726799111,7.37232672096736,6.73996199447924
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.76321746893418,7.19789953104715,6.48055849999067
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.87702527652989,7.33520809878962,6.60611668765976
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.41379155335653,7.37830201847307,6.3960467859148
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05683108540938,7.48389237319984,5.77036172930461
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.68073745873472,7.15643729479398,5.91858737676435
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.37638445996289,7.75080809421007,6.56359627708648
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15638042454633,6.93337310323725,6.04487676389179
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47677056461073,7.14545829160298,6.31111442810685
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.41981870603215,6.93994053697062,5.67987962150139
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15912223921449,6.58132172325959,4.87022198123704
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.1362244781775,8.2993512930435,7.7177878856105
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.64784755645019,7.04058929522597,5.84421842583808
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14592188960766,6.88190934055862,5.51391561508314
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69087294919686,7.53411085772156,6.61249190345921
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.07186727819544,7.05016925372498,6.06101826596021
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.862722342735,7.21977481992925,6.04124858133213
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.6951723121274,6.87620843305811,5.28569037259276
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.8915746586016,7.5616679215977,6.72662129009965
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.98078930604081,7.35293111584852,6.66686021094467
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87790375766729,7.44522288887829,6.16156332327279
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.59884238605816,6.33825339978156,4.96854789291986
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96706074606214,7.66922090235434,6.81814082420824
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.4270983160137,7.39160542583357,6.40935187092363
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.73131944744268,7.80783919256417,5.76957932000342
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.24027915124296,6.29221720561569,5.76624817842932
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.05432564064909,7.3586252880827,6.20647546436589
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95464498641581,6.87210386576323,5.41337442608952
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.52632782266344,5.32113075708203,4.92372928987274
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.53556253633459,7.83822007856544,6.68689130745001
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.79893018912794,8.24541632751057,7.02217325831926
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.89561055511956,8.24089858862366,7.56825457187161
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18264944363528,7.52769080165021,7.35517012264275
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.65645192287135,7.37257235309338,7.51451213798236
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.97831192369611,8.03131868913495,7.50481530641553
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27373133266195,7.53241566704032,7.40307349985114
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.74117139571806,6.83171901333924,6.78644520452865
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.45186766647112,7.01475450449912,6.23331108548512
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.62646061454569,7.91373584238875,6.77009822846722
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.35315165846811,8.50520444419957,7.42917805133384
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.07578985807391,8.3494791109226,8.21263448449825
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.62769899486792,8.54992828030487,7.5888136375864
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70610634744434,8.49283420710662,7.59947027727548
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.71804638078386,8.44100563650463,8.07952600864425
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.59531330962145,8.33771416508524,7.46651373735335
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91742564675565,8.82283606484003,7.87013085579784
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.65296155830843,8.32322134536938,7.4880914518389
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.66563741374861,8.49018683607765,7.57791212491313
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12523945174147,7.83775610236339,7.48149777705243
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.94662579944497,9.01103009134287,8.97882794539392
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.12078283778387,8.51971223807819,8.32024753793103
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.39689374066185,8.6427537477968,8.51982374422932
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18318557936278,9.24916245982467,8.21617401959372
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.86799468474009,8.09036235752657,7.97917852113333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2582193053985,8.78571210926079,8.52196570732965
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.02036522811614,8.18014134532418,7.10025328672016
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84497056462333,8.28988147032821,8.06742601747577
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5556644634543,8.64894011540018,8.10230228942724
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.7922110449887,8.36172714113173,8.07696909306022
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79464488949613,8.62397760696122,7.70931124822868
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.35180134083704,7.75476283395021,6.55328208739363
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24654351270728,8.86767228433075,8.55710789851901
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.61723680536929,8.1314593027213,7.87434805404529
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.67960566331486,8.35459090482261,8.01709828406874
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83749466909615,8.56625912010728,8.20187689460171
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.96998439596774,8.5798333339511,8.27490886495942
