"","Unnamed..0","tissue","endometriosis","severity","p1568702_a_at","p218957_s_at","PAAF1"
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.37183632187512,7.478924210524,8.42538026619956
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16226198219603,7.89668047678819,8.02947122949211
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.4682392218698,8.02913778878825,7.74868850532902
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.10450554987719,8.52973219996036,7.81711887491877
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46956516331118,7.81973947916864,7.14465232123991
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.79539708289072,6.31842653214548,7.0569118075181
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03010844112527,7.35554575516994,7.19282709814761
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77670884440108,7.44788122139671,7.11229503289889
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14174507623737,8.34273051309378,7.24223779466558
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.7251306156018,6.60179945316204,7.16346503438192
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79709857930929,8.22798770376668,7.51254314153798
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.54856061178164,7.97759013293881,7.26307537236023
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.43951254480459,7.92233349699831,6.68092302090145
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.77646386981861,8.02751466995207,7.90198926988534
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.39387079104842,9.24570267296739,8.31978673200791
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.65556672604148,7.3280180346618,5.99179238035164
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.47120784425605,6.24636298554272,5.35878541489939
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.06461002333571,6.45337621709697,5.75899312021634
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18310009789679,7.37567775347808,5.77938892568744
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.7957073439589,7.84879154918475,6.32224944657183
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59202073861721,7.87735691036957,6.23468882449339
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59202073861721,7.5611054205539,6.07656307958555
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.1762470610802,8.14993925731709,7.66309315919865
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.02041529426051,7.44371597835552,6.73206563630801
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.00789273862232,8.3098865787339,7.65888965867811
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.97552773202597,8.54958779844982,7.2625577652379
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.93735566064835,7.18351173835878,6.56043369950357
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.7859057810839,7.59138138989928,6.68864358549159
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9207272850298,7.54285513846267,6.73179121174624
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.80467513068124,7.59700632812089,6.70084072940107
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49526093235728,7.8078423578445,6.65155164510089
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84831370970084,8.53786472083546,8.19308921526815
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.68905694345598,7.24356830542036,5.96631262443817
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26898209466324,8.6709699639538,6.96997602930852
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46556292883136,8.24050845353209,7.85303569118173
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.0521644437267,8.23461528901241,7.64338986636955
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.98290320513819,9.00257965420365,8.49274142967092
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.14990431503369,7.79777539197861,6.97383985350615
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82202551005425,8.26516415040938,7.54359483023181
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.85524275653987,7.99977545440631,6.92750910547309
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60789394671124,7.0156779382989,6.31178594250507
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.30954130052736,7.412833526681,6.86118741360418
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.48664071823336,8.44123411379081,7.46393741601208
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20443558876119,8.39368519207515,7.29906039041817
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61797991097647,6.59738276276208,6.10768133686928
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68626734710751,8.38670989901828,7.53648862306289
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.75638568040961,7.53555519617655,6.64597043829308
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21042954873443,8.15116752013134,7.18079853443288
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.46222062019899,7.42539589938668,6.94380825979284
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.23767965081831,8.06602557913024,7.15185261497428
