"","Unnamed..0","tissue","endometriosis","severity","p205068_s_at","p226576_at","ARHGAP26"
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.13147264113013,3.02992865334906,4.0807006472396
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.80481110135592,3.8802346022025,4.84252285177921
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04313544899968,6.90723821623591,6.97518683261779
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5667770575289,3.02992865334906,5.29835285543898
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.33531513444206,3.20422111239797,4.26976812342001
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.97576836201536,3.82224972468756,4.89900904335146
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.54980700372751,3.96407723689852,4.75694212031302
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.49045653750222,2.4037966220699,3.94712657978606
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.57112651438828,2.95830583798853,3.76471617618841
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19061713736733,7.90784281070114,8.04922997403424
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.98705483681167,2.87999228094056,3.93352355887612
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.38169316785225,3.83073532726099,4.60621424755662
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.33531513444206,4.73034479185521,5.03282996314864
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.55339234371647,3.44336112013178,4.49837673192413
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.33531513444206,2.86458779539571,4.09995146491888
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.26151109688711,4.70392715763871,5.98271912726291
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.11152946163974,3.10496288887087,4.1082461752553
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.91383681991845,2.4804550424445,3.69714593118147
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.19259758629029,3.08568015782484,4.13913887205756
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.57112651438828,2.67100412896846,3.62106532167837
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.69629333597612,4.2927493043863,4.99452132018121
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.8390450671076,3.82224972468756,4.33064739589758
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.10412777989367,2.95830583798853,5.0312168089411
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.57112651438828,2.23602791534862,3.40357721486845
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.33531513444206,3.455547772618,4.39543145353003
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05138252865694,4.16785810092354,5.10962031479024
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.53517703996712,2.23602791534862,3.38560247765787
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20299794355492,4.14906255132197,5.17603024743845
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.69196949129286,6.32882699752236,6.51039824440761
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9649037830006,5.12787984272162,5.54639181286111
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.85106365617251,8.3519765681936,8.60152011218305
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.50423566496039,7.19237212177345,6.84830389336692
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85451701061005,3.88237114322205,4.36844407691605
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23355272559603,5.14236347055213,5.18795809807408
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.38783077572834,6.01092883382192,6.19937980477513
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.36570253451029,6.34952202577071,6.8576122801405
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.33531513444206,4.24227978497757,4.78879745970981
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.23411924723175,4.14906255132197,4.69159089927686
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40767653794925,6.28624191444174,6.34695922619549
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04927204307161,8.30261044559941,8.17594124433551
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.58146812221775,6.00380124189095,6.29263468205435
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.00189449351354,3.97049020997572,4.98619235174463
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.19424468784165,6.70705055463505,6.95064762123835
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.84950081143353,7.73735550730683,7.79342815937018
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.71202106149426,8.9882009393438,8.85011100041903
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70052098183042,5.8263397256241,6.26343035372726
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90722108763067,6.41176406310371,6.65949257536719
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.41878809578538,7.70976247094047,7.56427528336292
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07353344287647,7.85929695686753,7.966415199872
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87028599700524,8.52134168770569,8.69581384235546
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5571313315599,4.41800663340436,4.98756898248213
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97318228918014,8.19731439219194,8.08524834068604
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.43014757282164,4.80862730406336,5.1193874384425
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.41321229465331,6.17300445649577,6.29310837557454
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.63915299509729,4.79045044549385,6.21480172029557
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.42064344895662,7.4524759138827,7.43655968141966
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01045407600278,7.2001251707496,7.10528962337619
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.02592969949033,3.84185975008571,4.43389472478802
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22461972501619,6.47460250036924,6.84961111269272
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.24856370835291,6.53796888172652,6.39326629503971
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46009915003069,2.95830583798853,3.70920249400961
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.17675442479947,3.82224972468756,4.99950207474352
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20152066120929,2.95830583798853,3.57991324959891
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33531513444206,4.62874285866857,4.98202899655531
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.56681135943914,4.42530411992439,4.99605773968177
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.74876966095214,5.23434980871288,5.99155973483251
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.55818670988674,2.81546106219435,4.18682388604054
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.10730823186962,3.0259954123406,4.06665182210511
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83316016869996,3.07806697985559,3.95561357427778
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87521001116194,3.02992865334906,3.9525693322555
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.42787619580252,3.93841618546117,4.68314619063185
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.79029750410252,3.15700036626207,3.9736489351823
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33531513444206,3.07004056091418,4.20267784767812
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36538421234384,4.37592505056007,5.87065463145196
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51062735307627,3.82224972468756,6.16643853888191
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.36967943849142,7.00201907960021,6.68584925904582
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.98229725037987,5.44984097164495,5.71606911101241
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.42691273886138,4.14146098580089,4.78418686233113
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51711957070285,4.14906255132197,4.83309106101241
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.57112651438828,3.30389868778221,3.93751260108525
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84218225967275,4.08534193328354,4.96376209647815
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99992116433369,4.00430774296955,4.50211445365162
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.88548897091731,3.82224972468756,5.35386934780244
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.19695572920089,5.57595089320487,5.88645331120288
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.79673252501709,4.06331703837301,4.93002478169505
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41449621204789,4.29898931917135,5.85674276560962
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.32944775323402,6.70926560825982,7.01935668074692
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.21575966086745,7.67993069814253,7.94784517950499
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.82737010364164,5.44351240037463,5.63544125200814
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60406858141529,4.20042365099646,4.90224611620588
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76026767405225,3.82657557832286,4.79342162618756
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.6050558151989,4.35850526269367,4.98178053894628
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.67730669005383,7.01558299727571,6.84644484366477
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83709145332147,7.86865984141231,7.85287564736689
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.74059691973882,4.91422441999184,5.82741066986533
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.5560677763443,6.43196792295742,6.99401784965086
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.09131752320884,6.20436142552356,6.1478394743662
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.68310020012979,7.31513500359941,7.9991176018646
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.30698570285236,7.01807816579309,7.16253193432273
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.65021955380389,6.46076169183751,6.5554906228207
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.84396617318255,5.94203833894136,6.89300225606195
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.29691740794642,7.56915741783322,7.93303741288982
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69545797218045,5.37964707591831,5.53755252404938
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.33531513444206,4.14906255132197,4.74218884288202
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.1142753728638,8.92756295719698,8.52091916503039
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.37798718852654,6.03768985662576,6.70783852257615
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.91197202689332,8.46135009906234,8.68666106297783
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21805236089959,7.89660685280711,8.05732960685335
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.91143493605221,7.40351483730065,7.65747488667643
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1529654111531,10.5084817356647,10.3307235734089
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20806039336146,5.48221708014125,6.34513873675136
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8436266903426,6.95184094279821,6.8977338165704
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0235437938113,7.30383846959,7.66369113170065
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29790435420151,5.04907103592123,5.67348769506137
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91698733305555,6.66252974128536,6.78975853717045
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.69204028678946,7.42476880358545,7.55840454518746
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36536660074987,6.56133853070202,6.96335256572594
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.42886626962518,4.14906255132197,5.78896441047358
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.69991414568416,7.04541974461503,7.37266694514959
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1580381094969,4.15956604224123,5.15880207586907
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21734908065046,6.50230709561167,6.85982808813107
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04742607998515,7.61526910977373,7.83134759487944
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.76648905560195,8.41668777204266,8.5915884138223
