"","Unnamed..0","tissue","endometriosis","severity","p210656_at","p209572_s_at","EED"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.37091754914918,8.24251682793849,5.30671718854383
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.39273785227185,7.97442100256502,5.18357942741843
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.38671628427047,8.35448891029409,5.37060259728228
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,7.85810115177335,5.04706453356098
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.39273785227185,7.84895933841408,5.12084859534296
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.38671628427047,7.93211733994113,5.1594168121058
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.16571875783475,8.66547446174082,5.91559660978778
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.03907690632809,7.89811566188981,5.46859628410895
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.63943039021706,8.09310014847865,5.36626526934785
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.97400736381248,8.39895389632633,5.6864806300694
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.91432908924078,8.78774464696794,5.85103686810436
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.98240409992654,7.01353489727328,4.99796949859991
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.39273785227185,7.16446717762214,4.77860251494699
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83103669702816,9.53210960044534,7.68157314873675
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.38671628427047,7.88284203742027,5.13477916084537
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.39273785227185,8.19049002768539,5.29161393997862
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.43186715694383,9.45291461646593,6.44239088670488
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.53800849365345,8.82229683513475,5.6801526643941
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.39273785227185,8.05789018200061,5.22531401713623
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09898577541398,8.80305962482187,5.95102270011792
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,7.33784923832218,4.7869385768354
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.38671628427047,8.17413938260793,5.2804278334392
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.10131562086711,8.83169618923182,6.46650590504947
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.39273785227185,7.85170028903622,5.12221907065403
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.75908803723177,9.34229549385445,6.05069176554311
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.4536742534954,8.2353216916543,5.34449797257485
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,8.23917739227088,5.23760265380975
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.97400736381248,7.46416352584679,5.21908544482964
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.39273785227185,8.01608038079153,5.20440911653169
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.39273785227185,8.13233908287079,5.26253846757132
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,8.01726257862773,5.12664524698817
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.16571875783475,8.817933103801,5.99182593081787
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.69644906099237,8.98902544342074,5.84273725220655
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.91902543221359,9.36396531619228,6.14149537420293
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.96510855913132,10.0290080868979,7.49705832301461
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.97662089311546,8.76109803039445,5.86885946175495
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.12689727851209,9.25136668354469,6.18913198102839
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.8583437005063,9.78933524330001,6.82383947190316
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.04807001122773,8.96294821213625,6.00550911168199
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.39273785227185,9.01753529301054,5.7051365726412
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.98037079979237,9.42369284446104,6.20203182212671
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.16571875783475,9.16703616292752,6.16637746038113
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.16571875783475,9.87352556979475,6.51962216381475
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.26695866341718,10.2297810435299,7.74836985347354
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.0047855878146,8.77608357666233,5.89043458223847
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.09540038648466,9.2844289687634,6.18991467762403
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.9509375145908,10.5376507991977,7.24429415689425
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.97400736381248,10.4042489901177,6.68912817696509
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.02090602453456,10.4142415630476,8.21757379379108
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.29746836741555,10.158705422069,6.72808689474227
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.73255321657154,9.81627435397365,7.27441378527259
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07396444886036,10.3564342262487,8.21519933755453
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.00580656125556,10.3726602057886,7.18923338352208
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.92203589837704,10.6867390463823,7.80438747237967
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.83658359526332,9.70131043496998,6.76894701511665
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.16571875783475,10.1928791804197,6.67929896912722
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.38671628427047,9.72424088870113,6.0554785864858
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.16571875783475,10.467406336689,6.81656254726188
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.09898577541398,9.27932167631345,6.18915372586372
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.36362862271789,10.6113933202677,6.98751097149279
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.16571875783475,10.7255854354242,6.94565209662948
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95755069280569,9.22748015912574,6.59251542596571
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.73052542707522,9.65691713269855,7.19372127988689
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.23244700158802,9.84688465692528,6.53966582925665
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,8.56578427847421,5.40090609691141
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.39273785227185,8.19702533124452,5.29488159175818
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.39585928957953,8.35786417639618,5.37686173298786
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05016336564259,9.91958361928884,6.98487349246571
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.85879784838518,8.79053638245158,5.82466711541838
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09898577541398,8.6861219339338,5.89255385467389
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09898577541398,8.59077741839299,5.84488159690349
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,7.85365708644872,5.04484250089867
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.30075387278559,9.02450561543528,6.16262974411043
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.61346086255309,8.25143337634667,5.43244711944988
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20975754843661,9.409860071924,6.8098088101803
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.16571875783475,8.9878805889774,6.07679967340608
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.44286153803889,8.09785819360517,5.27035986582203
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.97400736381248,8.70799703603469,5.84100219992358
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.39273785227185,7.95362608576059,5.17318196901622
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.43433491077141,9.3811731502637,6.40775403051756
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.21074756015146,10.0884016254763,7.64957459281388
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.79208780138557,9.15532788232223,5.9737078418539
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.39273785227185,8.34789405143043,5.37031595185114
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.50235104140251,8.61431886418834,5.55833495279543
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.97208875349045,8.46976058390166,5.72092466869606
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.16282254233179,9.12859234946804,6.14570744589992
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.09898577541398,8.58881203880634,5.84389890711016
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.16571875783475,9.75238749901233,6.45905312842354
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.19655726882928,8.69728620392369,5.94692173637648
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.97400736381248,8.84806454370155,5.91103595375701
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.16571875783475,8.87625772777304,6.0209882428039
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.02874446152108,9.46972692462043,7.24923569307076
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.24111929222069,8.87278426802268,6.05695178012169
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.09898577541398,8.27315591737879,5.68607084639638
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.11690782479809,8.7186813306108,5.91779457770444
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.16571875783475,8.68386690286622,5.92479283035048
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.01272078363922,9.45427556418434,6.23349817391178
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.97400736381248,7.83853603066487,5.40627169723868
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.16108279049361,9.69036294734073,6.42572286891717
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.39152559787791,9.75325151481642,8.07238855634716
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.3920820215427,9.95985815217963,7.67597008686116
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.85449081572886,10.360293197575,8.60739200665193
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79641757602509,10.0059203542842,7.90116896515464
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38314023697874,9.6703400028579,7.52674011991832
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.20033096564683,9.86483855329762,8.53258475947223
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.1385508753257,9.8018521343059,7.4702015048158
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.35406171191474,9.35982376934955,6.35694274063215
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.0257599017373,9.59686505317106,6.31131247745418
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.36352470250577,9.90507704724045,8.13430087487311
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86766493033999,8.97731534913478,7.42249013973739
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44468271551844,10.3540030255662,7.89934287054232
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.62706649855507,9.98630882037147,7.80668765946327
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89815283520167,10.2009948246814,8.04957382994153
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.64819081648916,10.399707389843,8.52394910316608
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28700990553569,10.0004316971677,7.6437208013517
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.43577090845618,9.59631135482967,7.51604113164293
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43170913948904,9.58401440198345,8.50786177073624
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64745664273851,9.66302292484518,6.65523978379184
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56247533314609,9.47071658091237,8.01659595702923
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0890113820001,10.4979495935231,7.7934804877616
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19889844114118,10.1395005690468,8.66919950509399
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.3351936633674,9.28859519980241,7.81189443158491
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.76528025678677,10.1286988918462,7.44698957431649
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.3517270111327,9.75356988406592,7.05264844759931
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.36818702678236,10.2773075101579,7.32274726847013
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.68814323789516,10.3549052913597,7.52152426462743
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04751622006714,10.0943670358643,7.57094162796572
