"","Unnamed..0","tissue","endometriosis","severity","p221427_s_at","p222999_s_at","CCNL2"
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.41104628155927,8.42762107179967,5.91933367667947
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.47548348575206,10.0751838623427,7.77533367404738
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.58797493159746,9.4096299995366,7.49880246556703
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50893996534592,10.1952332397498,7.85208660254786
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.80309894059057,9.65429726081854,7.22869810070456
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.00037549171311,10.1936186594197,8.0969970755664
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74224064302207,10.2365937823377,8.48941721267989
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.90115307715708,10.1647232906995,8.53293818392829
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.73366204069326,9.90839626970623,7.82102915519975
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.58193972300494,9.93963399096241,8.26078685698367
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81501507746572,9.34614492115336,7.58057999930954
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.66870431226514,10.217974901904,8.44333960708457
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47548348575206,9.73514537137847,7.60531442856526
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29664092600362,10.497727891842,8.89718440892281
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.29645436677738,10.5096552469398,8.90305480685859
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.43807017524274,9.65429726081854,7.54618371803064
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.30151827898082,9.90484408868252,8.60318118383167
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.8088290374535,9.65729207118667,8.23306055432008
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.09255336141611,11.6232150154493,10.3578841884327
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53751271289833,10.9291581743542,9.73333544362626
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.13242420298732,10.6386831983092,9.38555370064826
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.39324905477407,11.7254757713502,10.5593624130621
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.72222640321928,11.0756954891466,9.89896094618294
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.28112235402174,10.7217911413652,9.50145674769347
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64881238102163,11.0558130563065,9.85231271866406
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91130502327173,9.65962068117184,8.28546285222178
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62167339400091,8.97425337877469,7.7979633863878
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21329609083435,9.39950872544211,8.30640240813823
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64254083479719,10.6851722867897,9.16385656079344
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70665837089831,9.17424568803178,7.94045202946505
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31751191548592,9.58723811170169,8.45237501359381
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.79802525904068,9.96602762510753,7.88202644207411
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19316655298333,10.4659319715234,8.82954926225337
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.38218995471404,9.7218635627292,8.05202675872162
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47548348575206,9.32413480392538,7.39980914483872
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.45431075767786,9.17603294328571,6.81517185048178
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47548348575206,8.97108258073755,7.2232830332448
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.9016357291969,9.450506595349,7.67607116227295
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.53340273562543,9.27630030684825,7.40485152123684
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47548348575206,9.44140606231489,7.45844477403347
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.80178488663537,9.57264954391561,7.18721721527549
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97657592872781,8.87356915228075,6.92507254050428
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.91920293190556,9.85938885321229,7.88929589255893
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26185625654699,9.72432015862816,7.49308820758757
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.42497193121115,9.83776845627506,7.6313701937431
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33036689179219,9.62234634292139,7.47635661735679
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.27936083501075,9.65429726081854,7.46682904791465
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.96530030201178,9.59198506140239,7.27864268170709
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.93116606932539,9.5099370458677,6.22055155759655
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.5516333475249,9.66382297609166,7.60772816180828
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47548348575206,9.57150306822978,7.52349327699092
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47573269347264,9.61658003776735,7.54615636561999
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.43944872899145,9.36266812504559,7.40105842701852
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.27936083501075,9.31589470402924,7.29762776951999
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71564565676937,9.77522243538522,7.7454340460773
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47548348575206,9.51054638669079,7.49301493622142
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12993933390582,10.8149576563924,8.97244849514911
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26872096976911,9.61727228877962,7.44299662927437
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.27936083501075,9.55092112944449,7.41514098222762
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.27936083501075,9.71872090876301,7.49904087188688
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.62111560308074,9.71972102511601,7.67041831409838
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.8435786692085,10.0281863373968,7.93588250330265
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24002355399843,10.7823942632801,9.51120890863927
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86305423327335,11.371671420431,10.1173628268522
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.47888395827079,11.4068354550442,10.4428597066575
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.94510222744727,11.1570839835223,10.0510931054848
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.40753421240068,10.4996791672559,9.45360668982829
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.18746147483396,10.8476730645469,9.51756726969043
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.74174907363342,10.9545596188503,9.84815434624186
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.9799919845637,11.988774294226,10.4843831393949
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.88524728083471,11.7243747625944,10.3048110217146
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.36587651654401,11.4521858906382,9.90903120359111
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.25227445360568,11.0465987612013,9.64943660740349
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.57874384957775,11.0475440467843,9.81314394818103
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.45953732944743,11.0890772481319,9.27430728878966
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.91500501797772,11.4266239245123,10.170814471245
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.76799876052769,11.4226553760623,10.095327068295
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.96594857331242,10.6064270365974,9.28618780495491
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.10538943623228,11.946156345003,10.5257728906176
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49056302609816,11.0574828120993,9.77402291909873
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.16009102808169,9.65513160840353,7.90761131824261
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.90937270984867,11.0938935361817,9.50163312301519
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57421057220989,10.8527368487011,9.2134737104555
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59721881146049,11.3283843947268,9.96280160309365
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.63027387836653,11.1690181015941,9.39964598998031
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.50823965625334,11.0584509669073,9.78334531158032
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.50317194603239,11.337262936615,9.92021744132369
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.16205172229609,10.2198527500065,8.6909522361513
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46235681276881,11.202804050202,9.8325804314854
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66604640507734,10.7919876567692,9.22901703092327
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29455132349365,10.9138149217348,9.60418312261423
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.93292700390412,11.3970002116397,10.1649636077719
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73558213161966,10.9994679931218,9.36752506237073
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.56637925794492,10.9174371751684,9.24190821655666
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.04152807722803,10.636607476382,8.83906777680501
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14576731276177,10.7695798633356,8.95767358804869
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.65381652839735,10.9171682424789,9.28549238543813
