"","Unnamed..0","tissue","endometriosis","severity","p235257_at","p238327_at","ODF3B"
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,5.69649186855303,4.82781575648557
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.30109124994239,7.7701485772559,6.03561991359915
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64164633011685,5.0313837608031,4.33651504545997
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,8.43355804909333,6.19634884675572
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.20382128041341,6.01187770143035,4.60784949092188
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.82875993223302,6.46152600127321,4.64514296675311
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.66106832065632,7.616684434667,5.63887637766166
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.60137264159855,7.00237841036399,5.30187552598127
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.03989136573283,6.14383262720805,4.59186199647044
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64638038764341,6.87122568868082,5.25880303816211
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,7.70300663866865,5.83107314154338
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.74542643327145,7.66898132143658,5.70720387735402
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,7.86883799881286,5.91398882161548
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64007116187275,6.52615750287423,5.08311433237349
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64554587687793,8.14629986045856,5.89592286866825
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64164633011685,5.79899926477861,4.72032279744773
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.50846700855318,6.50625319491226,5.00736010173272
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.11329730406574,6.03621847424193
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,9.34751036933367,6.65332500687589
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83325698153172,8.91338718601346,6.87332208377259
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.77687810802196,8.71531643921056,6.74609727361626
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99652493231809,7.44382180991776,6.22017337111792
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83489216655642,9.85940465499141,7.34714841077392
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,7.85608438933459,5.90761201687635
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20693875306036,9.72876652172453,7.46785263739245
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.01693025487287,8.69933251207726,6.35813138347507
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99560554864654,10.1564072017546,7.57600637520057
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.42683173392678,9.59955365827324,7.01319269610001
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.47128180196323,6.21521072319067
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.15886228243586,9.98866075908861,7.57376152076223
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,6.8882203105534,5.42367997748576
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0609832373599,9.47990629906693,7.27044476821341
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,9.33500958297774,6.64707461369793
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,9.45678791757647,6.70796378099729
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17159632207382,9.18806704129369,6.67983168168375
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.95882063433487,6.45898013937649
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98278176334974,4.99939019234578,3.99108597784776
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.5391759266929,6.24915778555551
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.22288725259417,8.86252357048756,6.54270541154087
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.55064156443293,6.25489060442552
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.98077281676442,9.7103879086916,6.84558036272801
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.36018169714248,9.15904846229427,6.75961507971838
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2941792101312,10.3790661233026,7.8366226667169
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95141111628841,7.91270522478176,5.93205817053509
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,9.06819668655757,6.51366816548784
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.93004509333699,10.2137768000968,7.5719109467169
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95913964441811,8.62334026527525,6.29123995484668
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.64164633011685,7.64317759286458,5.64241196149072
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,6.55094421595125,5.25504193018468
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,8.22598438187984,6.09256201314898
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.8392438245578,6.48389403197271,5.16156892826525
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,7.29930591503013,5.62922277972412
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,7.22454026176774,5.59183995309292
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,5.11745295739368,4.53829630090589
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95913964441811,6.54823729385022,5.25368846913416
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",2.82771220650854,6.2010612020807,4.51438670429462
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.60153007807631,8.05486200023847,5.82819603915739
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.56094499631664,6.87198917656855,5.2164670864426
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.8812593369649,6.17887403101655,4.53006668399073
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.71233948862803,5.51955305592868,4.11594627227835
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.29602003908881,7.61781252085166,5.45691627997024
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.71390614598122,8.77746179294431,6.24568396946276
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.22902072280461,6.54816082409576,4.88859077345018
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.49733009719359,7.75129995257358,5.62431502488359
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.82771220650854,5.85928834858233,4.34350027754544
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.28544060698821,7.86170860389601,5.57357460544211
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.58396984872136,5.16118123306286,4.37257554089211
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64164633011685,6.18325025506335,4.9124482925901
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.44377965518938,3.93798317242254,3.69088141380596
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.94524127363006,5.15145371712276,4.04834749537641
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64164633011685,6.69239633514936,5.16702133263311
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.94066185037147,6.15011231423573,4.5453870823036
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.30179948057526,6.87889474099845,5.09034711078685
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.6485430285804,7.58556715136109,5.61705508997075
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.64865897158341,7.66882855374676,5.65874376266509
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.31973410715577,6.00311876459693,4.66142643587635
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61057034079937,3.25088483669443,3.4307275887469
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.23276875136064,8.46810299447078,5.85043587291571
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.02188441255369,6.10897828121815,4.56543134688592
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.64247701431079,7.41644010987088,5.52945856209084
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.42498662280454,5.18801663952537,4.30650163116495
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.65311430565318,6.24676629881836,4.94994030223577
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.91973928283553,6.57469087508555,5.24721507896054
