"","Unnamed..0","tissue","endometriosis","severity","p218747_s_at","p218746_at","TAPBPL"
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.84320937504996,8.25292961534235,9.04806949519616
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.59536679219126,8.11264104943448,8.85400392081287
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.64105722769557,8.13298836994063,8.8870227988181
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.45293614273933,7.34886674461413,7.90090144367673
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.68540226463733,8.34687667997164,9.01613947230448
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.564742241607,9.38088398084067,9.97281311122384
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.53440329076505,7.29306980883,7.91373654979752
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.6815414783508,8.32163782379738,9.00158965107409
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1735897331535,9.17828445604675,9.67593709460013
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.34984297760322,7.53229347083783,7.94106822422053
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.68643060141084,6.83005751553863,7.75824405847474
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30528167667605,7.1699069370683,7.73759430687218
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.34405330441734,7.84538595416722,8.59471962929228
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.50818888278868,7.96244124718324,8.73531506498596
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14099865519653,7.38730430914858,7.76415148217255
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03564238907922,6.65041067253234,7.34302653080578
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.47955038364149,8.45593212120474,8.96774125242311
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.98062048915785,8.4426777085033,9.21164909883058
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.11163307734651,7.01850543165919,7.56506925450285
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99713910716931,6.66753935311453,7.33233923014192
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31936879651127,7.3410454828272,7.83020713966923
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.72363032435073,8.24481182759063,8.48422107597068
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.37446075568193,8.45627110779647,8.9153659317392
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62905566480747,6.26358638059531,6.44632102270139
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.64347530319694,7.84524134926522,8.24435832623108
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.27570137342344,7.32893141565081,7.80231639453712
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.40142576194644,7.53206522803224,7.96674549498934
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83231602445437,7.29306980883,7.56269291664218
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.86070550857901,6.03824157994042,6.44947354425972
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53341769244519,6.58791506663689,7.06066637954104
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.22988949422947,6.06367552527046,6.14678250974996
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34806912579367,6.13394718461488,6.74100815520428
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13709340984136,6.14572710928044,6.6414102595609
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.65840277340701,7.99189122354499,8.325146998476
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.60945358718584,6.70605417978597,7.1577538834859
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.82835365536657,7.70726746598631,8.26781056067644
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24384151862106,7.68000222299395,7.96192187080751
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4983481955002,7.59651983947343,8.04743401748681
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.65880558308258,8.41778796440869,9.03829677374564
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.93067600069985,7.64595749567792,8.28831674818889
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29838937605173,6.93804974723937,7.61821956164555
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5524906422824,9.25906914953367,9.90577989590803
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.49845746086719,8.2503504941351,8.87440397750115
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.10246193073735,7.96727073585165,8.5348663332945
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.18478258729152,7.29306980883,7.73892619806076
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.88477660406854,7.85174940799662,8.36826300603258
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22513323137986,6.83207214877919,7.52860269007953
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.19456916785146,7.9344194297686,8.56449429881003
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43978190855458,7.61081748332922,8.0252996959419
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.27306223518458,8.09457064448741,8.683816439836
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23110672743051,7.62894107264857,8.43002390003954
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47959756596103,7.29306980883,7.88633368739552
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.62493546802548,8.51538464854494,9.07016005828521
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.90542041977143,8.54717633892747,9.22629837934945
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.20548425439672,8.37734305232461,8.79141365336067
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.6483529751052,7.48886753119126,8.56861025314823
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.77863589873607,6.61395609309671,7.19629599591639
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.996510647516,7.83717428993388,8.41684246872494
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.60917048684126,7.29306980883,7.95112014783563
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.97705139245596,9.05827957159984,9.5176654820279
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0586678124509,8.95548335842739,9.50707558543914
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.42250078804103,7.11400661776648,7.76825370290375
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.19330312488359,7.86507548556721,8.5291893052254
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.45907621380023,8.30218013274342,8.88062817327183
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27078147182776,6.68606384463954,7.47842265823365
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.78471451461778,8.67882630313227,9.23177040887503
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.25101993970438,7.51465482271249,8.38283738120844
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16854051772108,8.00373676291056,8.58613864031582
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90512844190782,7.80695266161183,8.35604055175983
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80862774802049,7.38764469655798,7.59813622228924
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1274469663975,6.4936940350244,7.31057050071095
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.29488816379724,6.60066802585046,6.94777809482385
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.99128043629307,6.28532033298295,6.63830038463801
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.3280351978541,5.26048907390513,5.79426213587961
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.91170908438654,6.49237370007981,7.20204139223318
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.72492580374857,5.91969160024562,6.32230870199709
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.98265463659773,6.31970159839629,6.65117811749701
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.76165021316462,5.93665945921305,6.34915483618884
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.17566262661379,6.035362760424,6.60551269351889
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.63774533151024,6.79180774829099,7.21477653990062
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.41883521356602,6.19823760034682,6.80853640695642
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.19179694157616,5.78176772779177,6.48678233468397
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.30330317241835,5.59788039711847,6.45059178476841
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8283889984049,6.96908797039622,7.39873848440056
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25877477023554,6.46509734443782,6.86193605733668
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.93371622061257,5.80513740468433,6.36942681264845
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.76491634147451,6.14643764108049,6.4556769912775
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.19738258121579,5.78304092903504,5.99021175512542
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00285141486259,4.87568025069272,5.43926583277766
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.80026411135118,6.62499840677643,6.71263125906381
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.65390696780525,5.84882563803235,6.2513663029188
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.93765791604539,6.99496558007653,7.46631174806096
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06088376112231,7.29306980883,7.67697678497615
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08269537689028,5.15171130008036,5.61720333848532
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80133225399312,6.96422194929208,7.3827771016426
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61907418113774,6.81196390782708,7.21551904448241
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.98057858470983,5.96631518485774,6.47344688478378
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.21417058038523,5.3817353824293,5.79795298140727
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.14397067572578,4.44258121035014,4.79327594303796
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87284384861793,5.77099566074117,6.32191975467955
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62275581427434,6.7801335965966,7.20144470543547
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24664665110443,4.93483206167511,5.59073935638977
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00511518137011,5.31159458879701,6.15835488508356
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.53295668956849,5.75955685046239,6.14625677001544
