"","Unnamed..0","tissue","endometriosis","severity","p201465_s_at","p201466_s_at","JUN"
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4918097745771,11.5672653757506,11.0295375751639
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6076726552446,11.1558177727409,10.8817452139928
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0907037155006,10.4571824912505,10.2739431033756
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1458511981531,10.7805774606454,10.4632143293992
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97530694027482,9.31238008382548,9.14384351205015
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0275745539559,12.0343489916363,11.5309617727961
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97530694027482,10.4775184744478,9.72641270736131
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1629368179726,11.1595941050466,10.6612654615096
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.19338285291001,11.0616142464484,10.1274985496792
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.8842444543741,11.5996267292161,11.2419355917951
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.400253292763,9.53708536130671,9.96866932703486
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0634102872249,10.2798489264491,9.171629606837
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7660568315112,11.6328524874024,11.1994546594568
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3622368213986,11.9815129392665,11.6718748803325
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.05123691910025,11.121042096667,10.0861395078836
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.80169367982164,9.46672316931239,9.63420842456701
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1964680144909,10.6640808747548,10.4302744446228
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7505424101613,11.7533035701785,11.2519229901699
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25844605185837,11.1497649612865,9.70410550657244
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4881098217779,11.8413105969307,11.1647102093543
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.44919611760667,11.1592189295977,10.3042075236022
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5682785928854,12.0970170573564,11.8326478251209
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01990224899519,7.17865973952834,7.09928099426176
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6216331969465,11.3734080387605,10.9975206178535
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.31748151663333,11.031248001616,10.1743647591247
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.08516994157063,8.84506195133683,7.46511594645373
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.4953546035233,8.90739581315538,8.20137520833934
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.68343990003076,9.95471258441418,9.31907624222247
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.92497208921519,9.22557886786991,8.07527547854255
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.51013324143107,6.69550439796304,6.10281881969706
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.91640721418879,6.85597107807999,6.38618914613439
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61389212398087,7.77290122105271,7.19339667251679
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.56956263823171,10.6000643678312,9.58481350303146
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30569761472102,10.3336215232362,9.31965956897861
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.6808844546084,12.3706195605333,12.0257520075708
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.40997631913595,9.92057251989138,8.66527441951366
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3590213839756,12.4078871125502,11.3834542482629
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.6733131378479,12.1251318099229,11.8992224738854
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.96286140312987,8.85550260540914,7.90918200426951
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.72053291201318,10.8134790456058,9.76700597880949
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56926603019665,10.4465763972739,9.00792121373527
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.72188519606168,9.67181504672444,8.19685012139306
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97530694027482,11.1052704363149,10.0402886882949
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.58224399996108,9.4761225011613,9.52918325056119
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67898158104791,8.85832861549305,8.76865509827048
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84915679731313,8.96651121623689,8.90783400677501
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.02218670131119,10.6638467423797,9.34301672184544
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48569609818901,8.59047668123383,8.53808638971142
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88944025343719,10.104668242779,8.9970542481081
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4570284449714,12.4524441946145,11.4547363197929
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.14226984863299,9.71844376910732,9.43035680887015
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.67403966633274,11.7084015263468,10.6912205963398
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.3416900503253,8.56618926150118,8.45393965591324
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4244977999001,12.3807821998612,11.4026399998807
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.76929034744099,10.0994729722083,9.43438165982464
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.08283503324148,9.53708536130671,9.30996019727409
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.26851139022832,10.1056150406612,9.68706321544476
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.82740580506857,10.4549194043221,10.1411626046953
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01469130486026,9.59139458127446,9.30304294306736
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83756284177133,9.29575604787368,9.06665944482251
