"","Unnamed..0","tissue","endometriosis","severity","p40687_at","p204904_at","GJA4"
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.7069399424535,8.28393319469766,7.49543656857558
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81195713625902,8.59488269931892,7.70341991778897
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78949440232554,8.05240847029391,7.42095143630972
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42566900025867,8.74340877878028,8.08453888951948
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.397208859393,11.5158096984297,10.9565092789114
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5866696067508,11.7876508101856,11.1871602084682
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.6155480337194,8.82189037368152,8.21871920370046
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.11628915861134,8.28393319469766,7.7001111766545
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.46799274550706,9.7415482036435,9.10477047457528
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.21609424186907,9.63131292829982,8.92370358508445
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.37437396432132,9.07439055279485,8.22438225855808
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.81461456877988,9.92588162699569,9.37024809788779
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.7757747508898,11.8350780538654,11.3054264023776
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.4199028996629,11.5947274405331,11.007315170098
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20118774263485,7.73524602253608,6.96821688258546
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.39301183551453,9.64046740473283,9.01673962012368
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58169125374332,7.93983164378603,7.26076144876467
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.97066861287011,7.45414832505319,6.71240846896165
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74472811386617,8.28155690113763,7.5131425075019
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.06440867826008,7.54888364352084,6.80664616089046
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1317903399227,7.67958008475154,6.90568521233712
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.395674716866,8.0047294315285,7.20020207419725
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45372882460815,7.9728326467074,7.21328073565777
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04117906708071,7.56617100946339,6.80367503827205
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.17267776251413,10.5481519399553,9.86041485123472
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.0413453595129,10.1650129740349,9.6031791667739
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4353982983227,9.71730835061529,9.07635332446899
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.76918293102612,7.81531612870856,7.29224952986734
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38578915049099,9.47812148303672,8.93195531676385
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.57321011117767,7.87308656546081,7.22314833831924
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.49308978719525,5.68578404096437,5.08943691407981
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.88087814743701,7.34861070968843,6.61474442856272
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.22375692547751,8.51024261561305,7.86699977054528
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.16351624834546,7.51190352089171,6.83770988461858
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.92615977401911,5.90224845500288,5.414204114511
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.12388345155656,10.5977010676242,9.86079225959038
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9623044629961,6.84661990393068,5.90446218346339
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47949487321882,8.70721345817205,8.09335416569544
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34148402643155,6.78190948766696,6.06169675704925
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49415358356769,9.82047273800183,9.15731316078476
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53269100229148,9.90135376049424,9.21702238139286
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.31205239673047,7.04508315539782,6.17856777606415
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.53816775073332,6.94292545904461,6.24054660488896
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.97397166347159,11.3442222022852,10.6590969328784
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61608330497031,8.08708442739486,7.35158386618258
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4111772623203,11.6630479043721,11.0371125833462
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.1522356797176,8.59163769090143,7.87193668530952
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99291168741569,10.2146258112606,9.60376874933814
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.97910952194857,11.2938877404684,10.6364986312085
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.03872443839925,7.71113802276479,6.87493123058202
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.39725637991421,9.80356379557957,9.10041008774689
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.08978211960852,8.50813344203914,7.79895778082383
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.28505796128464,7.60524138186911,6.94514967157687
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.09193379415032,8.4931180478686,7.79252592100946
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.72687249343331,9.03378414997217,8.38032832170274
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.88954471284564,7.3643234095847,6.62693406121517
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.04969650362013,8.80596334695136,7.92782992528574
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.52959375999966,8.93397467451821,8.23178421725893
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5589021079846,8.91952814412878,8.23921512605669
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.15319157495845,10.777502996244,9.96534728560123
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.36439735271646,10.5473278761011,9.95586261440878
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82923880476683,8.28393319469766,7.55658599973225
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5500083583658,11.6854901136811,11.1177492360234
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.58737392153375,7.91162209567441,7.24949800860408
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.74900926655084,8.05334608643192,7.40117767649138
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.66164348435163,10.9293152409983,10.295479362675
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.11996933757617,8.52859706452412,7.82428320105014
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0426737657246,11.6130419353432,10.8278578505339
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90605081913502,10.3852444962804,9.64564765770771
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.72925392338034,11.2261306652028,10.4776922942916
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8181317386743,8.28393319469766,7.55103246668598
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.60097465606513,7.98234138876011,7.29165802241262
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.93043542492136,6.21506718211884,4.5727513035201
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.84272175183534,5.68578404096437,4.26425289639985
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.78714156264582,5.8002310271062,4.29368629487601
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.96156697033604,5.68578404096437,4.3236755056502
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31716230582475,9.48312223664256,8.40014227123365
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.55089111702599,9.76367781145276,8.65728446423937
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23943782044699,8.9958771293948,8.11765747492089
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.18016073650282,6.40593078063576,5.79304575856929
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.72791601173967,7.2050319352036,6.46647397347163
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.57580799996358,6.30306567400384,5.43943683698371
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.58021852981969,6.41258743570155,5.49640298276062
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81195713625902,8.18380485264342,7.49788099445122
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.08446670642232,5.30452467631725,4.69449569136978
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.61517545987569,6.32106518071285,5.46812032029427
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.25520106420981,5.68578404096437,4.97049255258709
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.8256715556605,5.20720295431399,4.51643725498725
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.78683195128381,9.0961981826728,8.4415150669783
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.61689932252781,6.23689915019514,5.42689923636147
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.8245825649064,8.16286937400176,7.49372596945408
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.82637813153949,8.19526958286301,7.51082385720125
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49645041764718,9.93909987367301,9.2177751456601
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.51959327789588,6.01919858878679,5.26939593334134
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.73014318107916,5.25498338936465,4.49256328522191
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.97140545513134,6.31932796595123,5.64536671054128
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.10672666573674,9.13420409031949,8.12046537802811
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.3775732696658,5.68578404096437,5.03167865531509
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.41153195294441,5.34008959921841,4.37581077608141
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31435901283334,9.6236034445168,8.96898122867507
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.55728487957109,10.2166564457172,9.38697066264415
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.28529410189683,4.26978545404153,3.77753977796918
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.13405016327416,9.44994879858073,8.79199948092744
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.52983499567801,5.70295751826412,5.11639625697106
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.18736840838869,8.36023573707574,7.77380207273221
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.7589915562656,9.30045585493155,8.52972370559858
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.36454783080398,10.0397313616872,9.20213959624559
