"","Unnamed..0","tissue","endometriosis","severity","p229113_s_at","p236499_at","FAAP20"
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3546639209935,5.45411596029352,7.90438994064351
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.60459163679065,5.42219220450403,7.51339192064734
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52602398753987,4.94563211136334,7.23582804945161
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.44832753624578,5.81947560096147,7.63390156860362
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6384379712694,5.44908020937638,8.04375909032289
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.58730188006338,4.91031179058955,7.24880683532647
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.88493749820215,4.76651003356237,6.82572376588226
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.33165142298885,4.9359267203971,6.13378907169298
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.85973171202132,5.2668135181506,6.06327261508596
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88363778344407,4.96093715490978,5.92228746917692
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48184693768101,5.44523532986194,6.46354113377147
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21039307338084,6.34925855244728,6.77982581291406
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47226224665851,6.57475299742991,7.02350762204421
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04387944251232,5.56769413468172,6.80578678859702
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.98459481473258,4.88912593735107,5.93686037604182
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.40607217518676,4.62094260092352,6.01350738805514
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.11234757124653,4.30257870051933,5.20746313588293
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.0479073480847,4.92447516592166,5.98619125700318
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.14199287645352,4.36973147167938,5.75586217406645
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.19445862995882,4.72210105655297,5.45827984325589
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56865358054741,4.93407576118353,5.75136467086547
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29141634479468,4.81160238101202,6.05150936290335
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84993071972452,4.61213963328403,6.23103517650427
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22186715364834,4.86757571547758,6.04472143456296
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01422509559189,4.27628664344303,5.64525586951746
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.82688467997845,4.00716826721653,5.41702647359749
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56865358054741,4.27628664344303,5.42247011199522
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00000267758423,4.27629058739404,5.63814663248914
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.33245429443886,4.40139311988913,5.86692370716399
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70075604141739,4.9359267203971,5.81834138090724
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.64931624285691,5.19814664026806,5.92373144156249
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77279109108429,5.83700888071562,6.30489998589996
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.98590374274799,4.70625886636724,5.84608130455761
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.61744839596174,4.78704052004051,5.70224445800113
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14172583777281,4.39825739043072,5.76999161410177
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3595279488168,4.9359267203971,6.14772733460695
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56865358054741,4.9359267203971,5.75229015047226
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.7191099793151,4.33683927367335,5.52797462649422
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.77314226237825,4.80374428744921,5.78844327491373
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.03924741613961,4.33593427961992,5.68759084787976
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.98739040166154,4.43576599512282,5.71157819839218
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.24104362709608,4.730855945563,5.98594978632954
