"","Unnamed..0","tissue","endometriosis","severity","p210347_s_at","p219497_s_at","p222891_s_at","BCL11A"
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.37544839147819,5.35111358249553,5.82143094319681,6.18266430572351
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.48248166959962,2.23602791534862,2.78271122210701,2.83374026901842
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.82765551078512,4.70352900796109,4.28467116697383,4.60528522857335
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.92526563694241,2.23780423596757,3.29422343016185,3.81909776769061
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.33448057355085,5.71510400119588,3.91650776244837,5.32203077906503
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.37311136935946,2.90676700828175,3.95841576267158,3.74609804677093
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.49677193178741,2.23602791534862,3.33195715932028,3.3549190021521
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50453683908958,5.69965431865356,6.52813202169306,6.24410772647873
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.07306328140169,3.43287394346726,3.7358519417117,5.08059638886022
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.78332770547638,2.62716557491431,2.8289449375748,3.41314607265516
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.4626128401266,2.23602791534862,2.99442554368081,2.89768876638534
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.4626128401266,2.23602791534862,2.78271122210701,2.82711732586074
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.81965623714056,2.23602791534862,3.16946287459914,3.07504900902944
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.76031022345501,2.23602791534862,2.78271122210701,2.92634978697021
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09750719599491,5.60288546237779,4.52207480132325,6.07415581989865
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.65236762219135,5.05347345097898,6.69268675515886,6.13284260944306
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.95566200105306,3.76638108698017,4.41786366103986,5.04663558302436
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.05036286881315,2.25435534775508,3.72644776462759,3.01038866039861
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.48563159109257,2.39543365336672,3.6783080482491,3.8531244309028
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.65852886109666,2.23602791534862,3.33195715932028,3.07550464525519
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.50609216485529,3.09958453007808,3.99969021566062,3.53512230353133
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.59062452456367,2.23602791534862,2.76959713090881,2.86541652360703
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99178801768048,2.23602791534862,3.33195715932028,3.51992436411646
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.93923018051845,2.23602791534862,2.78132069424261,2.98552626336989
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.45576078797994,3.23503937055139,4.1874845273487,3.95942822862668
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70836247994365,7.48806430236816,7.69458652199329,7.29700443476837
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.96910797466081,2.36455666357111,3.66430929292039,2.99932464371744
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.95939453541427,2.58344499369187,4.60179519799871,4.04821157570162
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.22099905757744,3.83124256030724,5.34739482407814,5.13321214732094
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.72815718635099,5.61355994599729,6.50658492949281,5.28276735394703
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.27552251875022,4.99966902601813,6.38063442120393,5.21860865532409
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67597519393677,5.09829905754479,6.96973021604558,5.58133482250905
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.06350623279182,7.5001400549251,8.22476305270436,7.59613644680709
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04953489290998,3.71905955330782,5.36751153418124,4.37870199346635
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82172059505934,4.54509177266637,6.03042142566836,5.13241126446469
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30189438586606,4.54395623732166,6.5914328153976,5.14576114619511
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48061831239746,3.26113220757406,5.34836296867739,4.03003782954964
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.00226668818488,2.23780423596757,3.44255910507259,2.89421000974168
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.86080192096064,5.78485725813922,6.82787284348251,5.82451067419412
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.96910797466081,2.25435534775508,3.85986033013134,3.02777455084908
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77296781880636,5.05039643301302,6.83883910361335,5.55406778514424
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.4626128401266,2.35802830559574,4.57726651588342,3.46596922053525
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.70449619710437,6.75757479778603,7.40092409548993,6.62099836346011
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.24387702120405,5.91978226555203,7.09389294150714,6.08585074275441
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.04953489290998,2.23780423596757,3.09081289527355,3.12605067471703
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.06922571233685,2.23780423596757,2.86328200078695,2.72343731636379
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5082742223584,6.05613817343779,6.04912823402567,6.20451354327395
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48061831239746,2.23602791534862,2.76959713090881,2.8287477862183
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14144412536419,3.33856538885757,3.64143954091915,4.37381635171364
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51384881864832,2.23602791534862,2.79478673791884,2.84822115730526
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.15536183737501,4.06432141318299,4.44266273994292,4.88744866350031
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.3301881791309,4.15908167922847,4.74087367362166,5.41004784399368
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.4626128401266,2.23602791534862,2.76959713090881,2.82274596212801
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.95869848927863,5.57626549133851,5.44530233808318,5.99342210623344
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01104066916711,3.11432500499029,4.67709759910271,4.93415442442004
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.23780423596757,2.95958205505571,2.72216475522803
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08224552464581,2.23780423596757,2.80862611279808,2.70955862447049
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.32842921704314,3.41119438988489,4.34794672127644,4.36252344273482
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.4626128401266,2.23602791534862,2.78271122210701,2.82711732586074
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.23602791534862,2.83433636545105,2.67982408515349
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.32625731257126,2.71307383471746,2.84438615818543,2.96123910182472
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.04953489290998,2.23780423596757,2.76959713090881,3.01897875326212
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.33830829617746,2.46985976504376,4.17596738665478,3.66137848262533
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.37540068880491,4.51240686514642,6.62305545975261,5.50362100456798
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.23780423596757,2.78271122210701,2.6632078109118
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93667418216436,5.70930409163841,5.36588097713863,6.33728641698047
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.23602791534862,3.3318155027248,2.84565046424474
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05074303223795,2.59452411611095,3.84169362987139,3.4956535927401
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.13885916885875,6.75037599938716,6.69926136979467,6.86283217934686
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2225705190258,5.89404784555279,6.00651892217354,6.37437909558404
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75750699648583,5.08986680821003,6.18160020961975,5.67632467143854
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.53816448743414,3.68810341252531,5.91313934793271,5.37980241596405
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.60187335108716,4.92056833564968,4.45435409762595,5.3255985947876
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.31864073246051,2.25090259859696,2.8083338626986,2.79262573125202
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.46265921261805,2.23602791534862,3.11938352012256,2.93935688269641
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05074303223795,2.42296360324048,4.17830590866242,3.55067084804695
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04953489290998,2.25435534775508,2.76959713090881,3.02449579052462
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04953489290998,2.23780423596757,3.13114696735644,3.13949536541133
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.48061831239746,2.23602791534862,3.33195715932028,3.01620112902212
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.50246534067727,4.02557374886632,5.65525371392156,4.72776426782172
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.05362024274528,4.54085979998409,5.7629228369362,4.78580095988852
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04953489290998,2.23602791534862,3.33195715932028,3.20583998919296
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",2.96910797466081,2.23780423596757,2.78271122210701,2.6632078109118
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.96910797466081,3.34586527025667,4.08089600890355,3.46528975127368
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.04953489290998,5.75465102228525,6.98650826436574,5.59689805985366
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.96910797466081,2.23780423596757,3.05151564836592,2.75280928633143
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.48061831239746,3.74237026161449,4.92844196538707,4.05047684646634
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.96910797466081,2.23780423596757,3.29422343016185,2.83371188026341
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29477567435955,7.14837834849089,7.60769233573463,7.01694878619502
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.96910797466081,2.8729298118834,3.7358519417117,3.19262990941864
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.96910797466081,2.23602791534862,3.21347196975564,2.80620261992169
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.4536425599318,4.74566755205058,5.51709866260009,4.57213625819416
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.0518090519186,4.65357799472653,5.74707606350375,4.81748770338296
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.48510421116141,5.52778500937338,7.32973175054811,5.78087365702763
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.38216364256807,5.63130287530314,7.37364953097739,5.7957053496162
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.54218794330232,6.95119018085907,8.07137535560248,6.52158449325462
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.30181945830295,3.05943765303172,3.7358519417117,3.36570301768212
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64225560345886,6.26945592817841,7.27238644406631,6.06136599190119
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.23780423596757,3.04908084470963,2.75199768511267
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.48883271437596,2.67415051356421,2.81967654516495,2.99421992436837
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.12924666662978,2.23602791534862,3.7358519417117,3.03370884123003
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,3.07639450940476,3.74633745699059,3.26394664701872
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.08303373744608,5.36568297891318,6.9471024794265,5.46527306526192
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.33707740302503,4.96055625883513,4.49998541208675,4.26587302464897
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.96910797466081,2.29138069597986,3.33195715932028,2.86414860998698
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.58353891494679,5.94920889654854,7.15720851349627,5.89665210833053
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.4626128401266,2.47089165862788,4.55413673106355,3.49588040993934
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.65828461675286,5.75060952003365,6.90484345620638,5.43791253099763
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.71243034966813,6.30897173548661,7.85253842409416,6.29131350308297
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28688363833092,7.04938392367851,7.88804503315151,6.74143753172031
