"","Unnamed..0","tissue","endometriosis","severity","p204166_at","p215760_s_at","SBNO2"
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9773798080113,4.27693193642038,4.62715587221584
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1006585611935,5.04443969435063,5.57254912777207
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.53496110263454,2.94387118805406,4.2394161453443
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88475748847313,5.70312695907398,6.29394222377356
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.09806143070654,4.65044474319944,5.37425308695299
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.13896245722587,4.93763638793861,5.53829942258224
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.35750597373869,4.95983768477587,5.15867182925728
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.46897420921421,3.66578612040775,4.56738016481098
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.49790446445843,7.38214785214107,8.44002615829975
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.66902291725374,6.89162958342893,7.78032625034133
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.80511983340984,5.89135414465929,6.84823698903456
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34414273854141,7.29279046108479,8.3184665998131
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.42657133380254,7.07744015641608,8.25200574510931
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.90580740315344,7.69522113455853,8.80051426885598
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.97633812675344,6.40182234844597,7.1890802375997
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49377870777793,6.42383994538641,7.45880932658217
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12552849877593,6.71331371621732,7.91942110749662
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.38114280752848,6.56860430942873,7.97487355847861
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9500322138924,7.58498706816782,9.26750964103011
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.65077530993861,6.91028354035677,8.28052942514769
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.81461262897641,7.60889317646865,8.71175290272253
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.8632760886216,7.28385062718934,8.57356335790547
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.91468566749104,6.14840706398213,7.53154636573659
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.78706984631622,7.27292460768315,8.52999722699968
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.31263380936321,5.90269025674662,7.10766203305491
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.00160085967238,5.89816796645508,6.94988441306373
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16973238655769,5.89135414465929,7.03054326560849
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01459786983866,5.36050230188759,6.18755008586312
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.87132931850905,6.33637762533,7.60385347191952
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.33356779826287,7.07324474408502,8.20340627117394
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.63271451516512,7.33685176660491,8.48478314088501
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.80613816660726,7.2215069792915,8.51382257294938
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49719395512506,6.32702571410934,7.4121098346172
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0420863334904,8.3721944158618,9.2071403746761
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.53667220826502,5.95786863473688,6.74727042150095
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52953998380466,6.60309684267996,8.06631841324231
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.38694366761859,6.72621649272361,8.0565800801711
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.23507584128149,6.6908098303719,7.46294283582669
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.44012647884896,5.54304781281389,6.49158714583142
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00151779959016,5.89135414465929,6.44643597212472
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.49560674310301,8.99357895853735,8.74459285082018
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04391310781479,8.35564391086381,8.1997785093393
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84246319032677,8.59021381725703,8.7163385037919
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54588307461085,5.57628653804812,6.06108480632949
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09645444981883,6.69224864825242,6.89435154903562
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.36395811737537,5.71407933195768,6.03901872466652
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.42667529057526,4.32558499851279,5.37613014454402
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.71940800206879,4.3573019995716,5.53835500082019
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.52853464663892,4.21417398595548,4.8713543162972
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.81753612402668,4.6279458532778,5.72274098865224
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.09162113391045,4.9861822611986,6.03890169755453
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.52853464663892,4.25556853785733,4.89205159224812
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.01601247690476,6.04636603965759,7.03118925828117
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.13732495165698,5.71434122643614,6.92583308904656
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66614092631199,5.89135414465929,6.77874753548564
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,4.56347449805742,5.33206652962546
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.85682473654098,6.59291240101947,7.72486856878023
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.28185787040316,3.54678870739724,3.9143232889002
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52853464663892,4.4332581229405,4.98089638478971
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.69693736891157,4.17114040564252,4.93403888727704
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1006585611935,4.75443366051994,5.42754611085672
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54103038373992,4.7118956573535,5.62646302054671
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04754491575087,4.96899162605576,5.50826827090332
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35717253717647,5.46930832660877,6.41324043189262
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93325383393293,4.87752329573279,5.90538856483286
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36936727180575,6.01141502602677,6.69039114891626
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59005363529722,4.79405916985118,5.1920564025742
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58291375248277,4.65205442656084,5.1174840895218
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16884659126128,6.59328431232424,7.88106545179276
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76038883327286,5.19260007056964,5.47649445192125
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.16720387940938,5.89135414465929,6.52927901203434
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.49471799317318,4.34186824377767,4.91829311847543
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52853464663892,4.77477707758203,5.15165586211048
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.82780640927175,4.76764084439264,5.29772362683219
