"","Unnamed..0","tissue","endometriosis","severity","p1560116_a_at","p234984_at","NEDD1"
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.46490757677538,6.73850137753115,6.60170447715326
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.04394395214701,6.74450061406278,6.8942222831049
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29881310358711,6.82718352303575,6.56299831331143
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7818718759493,6.65216272152638,6.71701729873784
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.76623512226978,6.7547705669633,6.76050284461654
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98343855205421,7.06973275478228,7.02658565341824
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.52743095318654,6.67170736042138,6.59956915680396
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70252439526484,6.82718352303575,7.26485395915029
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23318430362153,6.4926137092057,6.36289900641362
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.66364935363267,6.6024443069262,6.63304683027943
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.5189753538777,6.45780612164885,6.48839073776328
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.34157937931217,6.16953523400824,6.75555730666021
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32089714207236,7.09744213952631,7.20916964079933
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06224059837996,7.14231459525421,7.10227759681709
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.02260185298473,6.62286014162559,6.82273099730516
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,6.88055327672727,6.97139693755362
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30267164736309,7.29992660259136,7.30129912497723
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50974045521003,5.50261779436049,6.00617912478526
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.90748380493048,5.6131198938258,5.76030184937814
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30967550424338,7.84381079872462,7.576743151484
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.42461895132881,6.25843158275342,6.34152526704112
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.37980173284279,6.73850137753115,7.05915155518697
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,7.28618263267932,7.17421161552964
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,7.01495743602263,7.0385990172013
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.34710768219529,6.2632667056886,6.80518719394195
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.03648342925436,7.85844682728553,7.94746512826995
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.02613444747283,6.26997077409549,6.14805261078416
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.68012505490422,6.73850137753115,6.70931321621769
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14990845663665,7.70633754399307,7.92812300031486
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37917386604344,6.4451620929085,6.41216797947597
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.61731256949645,7.91836657382198,7.76783957165921
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78345153767948,6.06001453115281,6.42173303441615
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,6.83224983292364,6.9472452156518
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53880020199622,6.49362022324896,6.51621021262259
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,6.5623361519866,6.81228837518328
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.52743095318654,6.73850137753115,6.63296616535884
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.54012541436989,5.19539935695891,5.8677623856644
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.81264702819549,6.78464483483759,6.79864593151654
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.88878415902221,6.5623361519866,6.72556015550441
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.34644130534756,7.64386825687097,7.49515478110927
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.73610299297578,8.5456462046338,8.14087459880479
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.06224059837996,6.82718352303575,6.94471206070785
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3025166475002,6.89781680394273,7.10016672572146
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27271517600856,7.40399254565352,7.33835386083104
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06224059837996,6.82718352303575,6.94471206070785
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.79522216704329,6.73850137753115,6.76686177228722
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.11165364054157,7.38590540465376,7.24877952259767
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.33923157077953,7.36209464983946,7.3506631103095
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73219939960079,8.14596746687461,7.9390834332377
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69407020011929,7.73742544514478,7.71574782263203
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.06224059837996,6.82718352303575,6.94471206070785
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.4836854984033,7.3488552524205,7.4162703754119
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.35832300190912,8.88912462745204,8.62372381468058
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.36092229428877,8.74588172240348,8.55340200834613
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32361040671291,8.6380844573902,8.48084743205155
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08234618928311,8.51249520745786,8.29742069837048
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34294520308111,8.19841316331252,7.77067918319682
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.68767770845996,8.21937221814785,7.9535249633039
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.30839769777456,8.66031872022684,8.4843582090007
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31227453254465,8.82037011205702,8.56632232230083
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75372826721254,8.54443874722182,8.14908350721718
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.83128225696941,8.59480003110066,8.21304114403504
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58897124693538,8.32152872070135,7.95524998381836
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4399903450737,8.4135597919966,8.42677506853515
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75247161310571,7.5099258140769,7.6311987135913
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.18079399180026,8.73374894973583,8.45727147076805
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.09656478393698,9.11973449066543,8.6081496373012
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14883861524248,6.88748082853785,7.01815972189016
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.85879241780465,7.60219208576396,7.73049225178431
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62464134139625,8.04464178738323,7.83464156438974
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.57071339191528,6.8244341485119,6.69757377021359
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06224059837996,6.88055327672727,6.97139693755362
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.53222162047032,6.3998750408149,6.46604833064261
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.8240256993865,8.22545543465925,8.02474056702287
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52743095318654,6.82718352303575,6.67730723811114
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79675115511158,6.61008446934349,6.70341781222753
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16577927976514,7.27012602840347,7.71795265408431
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.84618584589349,6.72924571434245,6.78771578011797
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.46221250416961,7.55512811275956,7.50867030846458
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.55857596771024,6.92499631991573,7.24178614381298
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43130480439161,6.73850137753115,7.08490309096138
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.15196796598306,7.06212684262948,7.10704740430627
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20233644551423,6.88055327672727,7.04144486112075
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52317805634523,7.19802101690234,7.86059953662379
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28819772720496,7.01771140266324,7.1529545649341
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78746465481736,7.23450848255094,7.51098656868415
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06216665640762,8.09605749762099,8.0791120770143
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.04375703869525,6.88055327672727,6.96215515771126
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.08451624331529,6.73551742087673,6.91001683209601
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.33952890102145,6.88391917198726,7.11172403650435
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.32670336709636,6.84653776433861,7.08662056571749
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46853124103584,6.95161520972402,6.71007322537993
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.16087415783917,7.71175487514062,7.9363145164899
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.73360089028877,7.88497781933787,7.80928935481332
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90475484143985,7.08858004627766,6.99666744385875
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.06224059837996,6.72262230228253,6.89243145033124
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7435036079687,6.82718352303575,6.78534356550222
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90902100284523,7.13669809232233,7.02285954758378
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.78906886881561,6.82718352303575,6.80812619592568
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.38658174427957,6.82718352303575,6.60688263365766
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.24363967369049,6.5623361519866,6.40298791283855
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.33355583597335,6.87875929348657,6.60615756472996
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.21515221173035,6.88055327672727,7.04785274422881
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37141023250479,6.5623361519866,6.46687319224569
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.96944238626924,6.86341274149738,6.91642756388331
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.49401284583385,8.65074797235092,8.57238040909239
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.82937161476092,8.15264627980985,7.99100894728539
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.75062353179279,8.07347264511833,7.91204808845556
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.34111525365658,7.55843296475639,7.44977410920649
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.40960303369491,8.51455755908168,8.4620802963883
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.85374700036181,7.98205432026563,7.91790066031372
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.58008503988897,8.57513958042814,8.57761231015856
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66011376935903,7.86999122141478,7.7650524953869
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.36684748517121,7.58162705448318,7.47423726982719
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.53674095693687,8.04487345250468,7.79080720472077
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.84219868294338,8.09836641425601,7.97028254859969
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.02186566435446,8.3518072140819,8.18683643921818
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.44620007069649,8.06782089500955,7.75701048285302
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.09374707437441,8.4364437423138,8.26509540834411
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.46842745033972,8.29072135966193,8.37957440500082
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.03802841669705,8.24683271060027,8.14243056364866
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.58711889357692,7.4681058555087,7.52761237454281
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62079564651049,7.84767467001059,7.73423515826054
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.06206956514284,7.49004090983013,7.27605523748649
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.93766002757805,7.98720676742501,7.96243339750153
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2633509117872,8.63197139377482,8.44766115278101
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.46699497805591,8.39417916165401,8.43058706985496
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.07445858373963,7.74910905164247,7.91178381769105
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.03892388411328,8.38565990443032,8.2122918942718
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66509021440564,7.39129393817674,7.52819207629119
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.60180609557907,8.80180686591674,8.7018064807479
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2216905257136,8.47114961358788,8.34642006965074
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.95000973578967,8.33590174375114,8.14295573977041
