"","Unnamed..0","tissue","endometriosis","severity","p204180_s_at","p204181_s_at","ZBTB43"
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.38590980932731,4.89407231794215,4.63999106363473
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21094604698543,5.95276101171238,6.0818535293489
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.63801648680155,5.80817391155538,5.72309519917846
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.45581307739572,6.11354013715423,5.78467660727497
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94621796241589,5.26835655157657,5.10728725699623
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.77117671954245,5.02420506672195,4.8976908931322
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.07895087096493,4.94394061041015,4.51144574068754
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.53785941360896,4.84432152394046,4.69109046877471
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.72488317253204,4.65845528222916,4.1916692273806
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.69592211115802,3.83069607767897,3.76330909441849
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.89372206284068,2.89208259155926,3.39290232719997
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,4.52311646979275,4.33571223003016
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.78311840255409,3.97470336477709,3.87891088366559
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15541857759511,2.89208259155926,3.02375058457719
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,4.61577202359211,4.38204000692985
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14253944021509,3.70222688896065,3.92238316458787
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15541857759511,3.81313679596845,3.48427768678178
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.6232436087665,6.07255646961913,5.34790003919282
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.09335557633988,4.89441432025574,4.49388494829781
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,4.29139508945359,4.21985153986058
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,5.51896478420869,4.83363638723814
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2511497719851,5.16015948346959,4.70565462772734
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,3.81313679596845,3.98072239311801
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.89372206284068,3.81313679596845,3.85342942940457
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.02894672225815,4.80643293223749,4.41768982724782
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.81548870428911,4.89968051483957,4.35758460956434
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,5.621119148776,4.88471356952179
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.99981336726053,3.81313679596845,3.90647508161449
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14253944021509,4.36834785548306,4.25544364784908
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17022016242639,5.2929470939,4.73158362816319
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15541857759511,2.49446608054588,2.82494232907049
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.14830799026758,4.80763282563831,4.47797040795295
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.68498861151336,5.05369699847545,4.3693428049944
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.53185936985855,3.88003196509247,3.70594566747551
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60731399293558,3.67880443432649,3.64305921363103
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95691190185948,4.83123481348253,4.394073357671
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9462908774801,4.0065802975689,3.9764355875245
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.30305571370944,7.28874607617275,5.7959008949411
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.13307794041729,6.66764839498478,5.90036316770103
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.47719431191391,6.98879406790412,6.23299418990901
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18939081615441,6.20803331215366,5.19871206415404
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.31237260781199,6.33931785437698,5.32584523109449
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.69941380917851,6.08431181171641,5.39186281044746
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.93524172992765,5.2034934994902,4.56936761470893
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.92552756407206,5.57373954855784,4.74963355631495
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.42435621314347,5.29045651321409,4.35740636317878
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.5167998862988,5.80231982236505,5.65955985433192
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.95833008763535,5.32835889411239,4.64334449087387
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.96671665511324,6.02226588369428,4.99449126940376
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28485472835779,5.98282052101078,6.13383762468428
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89699413121212,6.06711554094975,4.98205483608093
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,6.1703761665889,5.15934207842824
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,6.51771810388075,5.33301304707416
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.89372206284068,5.65756969731835,4.77564588007951
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.30167621364922,6.55974022197093,5.43070821781007
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.98222119502628,5.77874249770966,5.88048184636797
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.55935882998452,5.8166481658287,5.68800349790661
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44432188824984,5.42389119875418,5.43410654350201
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.67008559480083,5.50014800976091,4.58511680228087
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.06777172523572,5.98953970736621,5.52865571630096
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.15849311693206,5.75993883956719,4.95921597824962
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20025826496528,6.25798236240376,5.22912031368452
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21335748114117,6.66541719110704,6.4393873361241
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.1983441831189,6.08103845147663,5.13969131729776
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.14830799026758,5.45592842367281,4.80211820697019
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.95226315232855,4.87222703670027,4.41224509451441
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.23188947512801,7.72344897430255,6.47766922471528
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.99701571248236,5.68823143781495,5.34262357514866
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65415848221141,6.82628332360917,6.24022090291029
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9382377719717,5.98585364624559,5.46204570910865
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60267510626322,5.88982981699671,5.74625246162996
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.68728597073595,5.11602916127457,4.90165756600526
