"","Unnamed..0","tissue","endometriosis","severity","p203375_s_at","p203374_s_at","TPP2"
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.00890790224335,4.02990317746788,6.01940553985562
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.91716500698906,4.65520744693509,6.28618622696207
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65391280817711,5.8860283712636,6.76997058972036
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78250269187881,5.57188208452505,7.17719238820193
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.6391407181873,4.9904624730297,6.3148015956085
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.38347424727849,6.60372377006713,7.99359900867281
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.40509218686306,7.07102269969528,8.23805744327917
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.74679440421085,5.98777249017359,7.36728344719222
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.25760464217407,7.55286746742567,8.40523605479987
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60627807882653,8.09006036545608,8.8481692221413
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77183405358679,6.36760071990067,7.06971738674373
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.13163428279809,6.41628173353389,7.27395800816599
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.48572810907286,8.04927035345787,8.76749923126537
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.17420980433761,7.43717647176201,8.30569313804981
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60929823728564,7.42032162712997,8.51480993220781
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.51318848479133,7.31788095647722,8.41553472063427
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.99879595927409,6.79660639487852,7.89770117707631
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.08698851995409,7.22296478623091,8.1549766530925
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.98177416056846,8.13222197204967,9.05699806630907
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.58161686452582,8.43270537237246,9.00716111844914
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0490905705103,8.56001026831748,9.30455041941389
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1254320722704,8.99696850479069,9.56120028853054
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.5916209164387,8.23055816542695,8.91108954093282
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.94802049719769,8.64051180708784,9.29426615214276
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0403282209068,8.46800924595342,9.25416873343011
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.73279242297845,8.35813244650485,9.04546243474165
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.76425827747587,8.57299497787414,9.16862662767501
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.59704188771089,8.04995197494777,8.82349693132933
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.62942328507327,8.56739426498738,9.09840877503033
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.84740836723747,8.29842341857692,9.0729158929072
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.24067925880126,6.95103071548584,8.09585498714355
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.76540080673085,7.98977152523731,8.87758616598408
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.71972368171404,8.1320046922026,8.92586418695832
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.95509791011304,7.25132440081133,8.10321115546219
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.00476073730753,7.3967751878561,8.20076796258181
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.20797786841927,7.14716765943051,8.17757276392489
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.38544250791754,6.49634484572308,7.44089367682031
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.39887033982249,6.07192929556888,7.23539981769569
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.6252885649367,6.54762152227036,7.58645504360353
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.04232955524066,7.6600438236924,8.35118668946653
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17333563347037,6.37819580399834,7.27576571873435
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25409174957096,6.37819580399834,7.31614377678465
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65399120894041,5.2179649300398,6.9359780694901
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.68496349399932,5.84542867123675,6.76519608261803
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.1345824903996,7.21405938919149,8.17432093979555
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49518599015258,6.36760071990067,7.43139335502662
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51327376182564,6.97677606732515,7.7450249145754
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.61741111929455,6.79051053745618,7.70396082837537
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.13643767860404,6.37819580399834,7.25731674130119
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20983917745934,5.79985295802764,7.00484606774349
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.19690766175768,6.37819580399834,7.28755173287801
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.48508459432975,6.81676131852631,7.65092295642803
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.38813674960336,7.08818412217023,8.2381604358868
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.78334258872774,6.87181352665666,7.8275780576922
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.63136151246373,5.51102089438841,7.07119120342607
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.69476370766208,6.36760071990067,7.53118221378138
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.07256171213853,6.37819580399834,7.22537875806843
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.92905569652352,6.56867303731139,7.74886436691745
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.41349596418125,6.22944090203029,7.32146843310577
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.74823462233684,6.99359978737819,7.87091720485751
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.99926713080503,6.36760071990067,7.18343392535285
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06625150795635,6.37819580399834,7.22222365597734
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.56794349114144,6.42676360735973,7.49735354925058
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.57597128263218,6.50997780295752,7.54297454279485
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0082166529321,7.15545074994589,8.081833701439
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07536265073639,6.50056089014667,7.28796177044153
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.22132234245834,7.86971578039552,8.54551906142693
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99751798262089,7.26368439516271,8.1306011888918
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.51747781727919,6.54762152227036,7.53254966977477
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.05982579294591,6.81169359913685,7.93575969604138
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54640979442357,6.52458426156184,7.5354970279927
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.3569145224318,7.88260277504005,9.11975864873592
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0295719253915,7.6559887896953,8.8427803575434
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.28767483086495,7.24247480509163,8.26507481797829
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.58820768789849,7.8513550730487,8.7197813804736
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2156258665457,7.84808448620964,9.03185517637767
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.3469077788802,7.86309484200494,8.60500131044257
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1173529886724,7.67889149201272,8.89812224034256
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0553990145877,8.2196530857071,9.1375260501474
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.99710631002383,8.26614892516839,9.13162761759611
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2239937091611,8.0547235841877,9.1393586466744
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.85548028266783,8.26718363534616,9.061331959007
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.028997240543,9.24527973326482,9.63713848690391
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.81116649940475,7.88478391472836,8.84797520706656
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.98148233136137,7.81845382906308,8.89996808021223
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.92956442023105,7.67375143439455,8.8016579273128
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.68592858574607,8.47653882487267,9.08123370530937
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.63290613440231,7.23284542567,8.43287578003616
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.88763511779775,8.13587270889535,9.01175391334655
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.90834390294244,8.43127281644465,9.16980835969354
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.53850589270966,7.2467333295824,8.39261961114603
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.85275249631888,8.4130688455756,9.13291067094724
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.69451956916182,7.79505598759292,8.74478777837737
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.16740589115492,8.58109773495407,8.8742518130545
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0256402788338,8.44227589367737,9.23395808625559
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.67056706532112,8.4532660381181,9.06191655171961
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.0537347264117,8.31227723914074,9.18300598277622
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.75048216018526,8.24078344559902,8.99563280289214
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83618603700389,8.35960360610917,9.09789482155653
