"","Unnamed..0","tissue","endometriosis","severity","p217548_at","p228666_at","ARPIN"
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.53947398229768,4.81326413401636,5.17636905815702
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.79036361090057,4.70952801850971,4.24994581470514
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20649711051464,4.68714600825552,4.44682155938508
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.86331336177996,4.57364474486497,4.21847905332246
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.03983136617071,4.54034224116535,4.29008680366803
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.92278932768894,4.4115854110689,4.16718736937892
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.3400439810531,5.27327054578387
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2127645106931,5.30700264890409,4.7598835797986
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,5.6164545897942,4.91147585015442
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.50344408322855,5.50496067730744,5.004202380268
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.03184315967148,6.32470270449427,6.17827293208287
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87512538554248,5.78824767142067,5.33168652848158
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.4317470748338,5.31912209267422
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.08325237348378,5.14487474199921
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.53814767017063,5.8537272392823,5.19593745472647
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.46154275613391,5.33401993332427
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.37848620347796,5.9740837384794,5.17628497097868
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.73080555745197,4.90091310234224,4.3158593298971
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.93980201911574,5.43990646042107,5.1898542397684
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.37890852577577,5.78685313537223,5.082880830574
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.12060113917451,5.41369584656749,4.767148492871
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.21024865516898,5.78169090130959,5.49596977823929
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.48782209675242,5.87423806920093,5.68103008297668
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46822087050381,6.75513373326843,5.61167730188612
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.44784381757399,5.83257475128649,5.14020928443024
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.6587553061978,5.55125751000009,5.10500640809894
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.02796162538975,5.19778616819186,5.11287389679081
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.03771516531285,6.46351984918185,5.75061750724735
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.30095404633596,5.14125012802923,4.7211020871826
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.7936347841868,5.96545869814712,5.37954674116696
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.57592909458633,5.79558557729778,5.18575733594206
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.01829250851339,6.02338792377076,5.02084021614207
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.44688255106894,6.12908464162977,5.78798359634936
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.10155284857013,5.15402497954238
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,6.65523178036169,5.43086444543816
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.14228476460005,5.43944802855599,5.29086639657802
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.20649711051464,4.98993427907786,4.59821569479625
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18887630419958,4.43875516174794,4.31381573297376
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.02967390948329,4.85080033876293,4.94023712412311
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12669389801551,4.57710078461745,4.85189734131648
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20649711051464,4.85080033876293,4.52864872463878
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.27961261786918,4.98666618372481,5.133139400797
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28628232549186,4.85080033876293,5.0685413321274
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20649711051464,5.04840018234945,4.62744864643205
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.20837314049694,4.52279056245636,3.86558185147665
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.60059818600524,4.2934801822553,3.94703918413027
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",3.08961729894311,4.25307499662254,3.67134614778282
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.30191826225969,4.51599712697278,3.90895769461624
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.67599401217476,4.67954963546931,3.67777182382203
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.46261910485954,4.32876829126354,3.39569369806154
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.46588878563744,4.64083855276659,3.55336366920202
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.85384801532752,4.81526833941521,3.83455817737137
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.01829250851339,4.12699899563613,4.07264575207476
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.35216977927565,4.36932888363619,3.86074933145592
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15996666788612,4.35237692131693,3.75617179460153
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.0935694683455,4.5778101008176,3.83568978458155
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.51907981042035,3.84549313864047,3.68228647453041
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.47634211514747,4.2632356796106,3.36978889737903
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.07600591711225,4.1582551295435,3.61713052332787
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.05909100600161,4.76808651061532,3.91358875830846
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.88182166285868,4.51530218938668,3.69856192612268
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.58595503417136,4.30706511593673,3.44651007505405
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.95574671813028,4.82861908075701,4.39218289944364
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.32946893893498,4.24699065965684,3.28822979929591
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.22715702084799,4.53985536127641,3.8835061910622
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.49282803502819,4.26905199541924,3.38094001522371
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.62697323459789,4.82861908075701,3.72779615767745
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.08235499983678,4.53996162415551,3.81115831199615
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.61536150652904,4.90348237414864,4.25942194033884
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.00192452550354,4.82736749873374,3.91464601211864
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.32221030721087,4.85080033876293,4.0865053229869
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.86569138554365,4.71013416062942,3.78791277308653
