"","Unnamed..0","tissue","endometriosis","severity","p200672_x_at","p226342_at","SPTBN1"
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.37703035302123,8.20631173692771,7.79167104497447
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91731993005858,6.87438769127136,7.39585381066497
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41193467660028,6.88978700932113,7.65086084296071
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.52247117099688,6.13516787386198,6.32881952242943
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.15585827026162,5.69687458442754,5.92636642734458
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.71299855357457,6.13887367943692,5.92593611650575
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20544208271542,8.54871751132001,7.37707979701772
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08509842587788,7.30546137916991,7.19527990252389
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.09225567983961,6.50341969876113,6.29783768930037
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.332134877275,6.04603391745874,5.68908439736687
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.20544208271542,6.04603391745874,6.12573800008708
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.3614749649391,6.31673771542523,6.83910634018216
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.39022025417439,6.37460737813228,5.38241381615333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.71299855357457,5.81775668232424,5.7653776179494
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.3109726026749,6.37408484627689,5.84252872447589
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.65053985120827,6.69700051336311,6.67377018228569
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.20544208271542,5.37348472000435,5.78946340135989
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.4237854862385,5.07056676256078,4.74717612439964
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.6333316633403,6.56455508718912,6.59894337526471
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20544208271542,6.34684385547811,6.27614296909677
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.20544208271542,6.25000490905141,6.22772349588342
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.90330752535674,7.34939571588107,7.12635162061891
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.71299855357457,5.26921475342398,5.49110665349927
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.71299855357457,6.71861638749421,6.21580747053439
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.20544208271542,7.84060263606087,7.02302235938815
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.7006961668652,6.04603391745874,6.37336504216197
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.71299855357457,6.73306207903996,6.22303031630726
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.4348037223378,8.24096588456836,7.33788480345308
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96329221331851,6.8185458696285,6.3909190414735
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.18121956987658,6.52312108622013,6.35217032804836
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.37374022396664,5.52624805506309,5.44999413951486
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.67569126400079,7.88447542520169,7.28008334460124
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.71299855357457,6.20448355606177,5.95874105481817
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.71299855357457,5.23151464968947,5.47225660163202
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.41546924716802,5.56553590448045,5.99050257582424
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58296377019417,6.52682039199535,6.55489208109476
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.72286941628544,6.32256825682593,6.02271883655568
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.23557947112239,5.08440848030972,5.65999397571606
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.86731615054471,6.32911198899262,6.09821406976867
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.03288698945191,6.723639785619,6.37826338753545
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.26532956200995,6.08790279606431,6.17661617903713
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77305788548749,7.73958772033522,7.75632280291136
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.1892771131679,7.49469640280533,7.84198675798662
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17455430407886,6.17892024520039,5.67673727463963
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70870672710953,6.06661462402177,6.38766067556565
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07567883077366,7.8144054276952,7.94504212923443
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.38999929449066,6.74429001176903,7.06714465312984
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99951579674662,7.23371446443555,7.61661513059109
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89780870887241,6.09889199407314,6.49835035147277
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.47173332331541,7.10081229775655,7.28627281053598
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2016712935562,6.723639785619,6.9626555395876
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14306298764901,6.723639785619,6.933351386634
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.24101617337193,7.21836193799237,7.22968905568215
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58965770592916,6.89568969455867,7.24267370024392
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.23900405681636,7.31265977762314,7.77583191721975
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.57966709551182,6.80552195203101,6.69259452377142
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71316513763715,7.27457033191649,7.49386773477682
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97468981757258,7.07349841925163,7.5240941184121
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26141466156986,7.0841347482389,7.17277470490438
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57215154505114,7.59883853007283,7.58549503756199
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.36663120343039,6.78917997707751,7.07790559025395
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.67175699246931,7.26229831638547,7.46702765442739
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.30055531545468,7.24128730947784,7.27092131246626
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.86491509414071,7.28843462315411,6.57667485864741
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.36139745193169,7.21591118640408,7.28865431916788
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.03307965324317,7.17181943777151,7.10244954550734
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.91372272255301,8.10309839892999,8.0084105607415
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.94355214061895,7.00908428945357,7.47631821503626
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27261782315908,6.723639785619,6.99812880438904
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.41941491186695,6.6863925544336,6.55290373315028
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71299855357457,6.74769876157722,6.2303486575759
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.30971862073829,7.86535712854228,7.58753787464028
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35557832374462,6.78801331691167,7.07179582032814
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.18998382836662,5.72677301861228,5.95837842348945
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46091071749662,6.05619319413183,6.25855195581422
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04682019188145,6.723639785619,6.38522998875023
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77848797966055,6.723639785619,6.75106388263977
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61213574493432,7.75355715071228,7.6828464478233
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.19001045899078,6.98437791480324,6.58719418689701
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08348238923302,6.48547111527131,6.28447675225217
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.16213985118901,7.77786881453903,7.47000433286402
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75285595720728,7.63709264644814,7.19497430182771
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71299855357457,6.723639785619,6.21831916959679
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.39022025417439,6.61090899076719,5.50056462247079
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03493800432897,6.69056993463334,6.86275396948115
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79079736664933,6.12569351093788,6.4582454387936
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20544208271542,8.21004884248971,7.20774546260257
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71299855357457,6.27827542849203,5.9956369910333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.35957605559614,6.81621834231557,6.58789719895585
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27147646438769,7.62154462375915,7.44651054407342
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.51215074964204,7.06652822720235,6.7893394884222
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20631283172076,7.35544956893662,6.78088120032869
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.57895200553669,7.26290117107215,6.92092658830442
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11995863020442,6.06220405663054,6.09108134341748
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31278591709587,6.04603391745874,6.6794099172773
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.47638235806131,7.05632555356939,6.76635395581535
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.87437130786745,6.38394852365246,6.62915991575995
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.48184151785046,7.45737989469689,7.96961070627368
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.58038265422522,6.2723960445428,7.42638934938401
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86398690100505,8.23407395215952,8.54903042658228
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.68023013185982,7.93835049336922,8.30929031261452
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.742529360759,5.64911041151241,7.19581988613571
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2895696223984,6.71058479888975,7.50007721064407
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75533432228277,7.07657664302546,7.41595548265411
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.12765207007887,7.80091853474716,7.96428530241301
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86240024518773,8.20580764589502,8.53410394554137
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.37696775830495,6.87729715634281,6.62713245732388
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.64850253680678,6.83755457591196,6.74302855635937
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14270719193583,8.15823061072864,8.15046890133224
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.14489349066787,7.33498089801696,6.73993719434242
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.12435819463946,6.723639785619,7.42399899012923
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82000742896834,7.64323600773283,7.73162171835058
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.30280570039037,7.84689615984391,8.07485093011714
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.29523644199303,7.72251468361947,8.00887556280625
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90919748055323,8.36599795382406,8.63759771718864
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97764481888533,7.06846048412413,7.52305265150473
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6654105100052,6.96074193743431,6.81307622371976
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.86773390823347,6.719405955406,6.79356993181973
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.92955020095218,7.10248236706194,7.01601628400706
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.55676714904689,7.09605744129137,6.82641229516913
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36751445358488,6.71583751717542,7.04167598538015
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.21701486745911,8.46492170052882,8.34096828399396
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31471793135963,7.99946970454185,8.15709381795074
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.76661400373789,7.27450106134527,7.02055753254158
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.05321567450506,6.63410934878229,6.84366251164368
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86993036775543,7.84543364017232,7.85768200396388
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.4924508220032,9.10558605243676,8.79901843721998
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.26162535014053,6.723639785619,6.99263256787976
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.60718907039529,8.18816381877275,7.89767644458402
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.01069148751327,7.07759360478732,7.0441425461503
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.9532925203434,6.723639785619,6.8384661529812
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.79568699869534,6.60205058972708,6.69886879421121
