"","Unnamed..0","tissue","endometriosis","severity","p201109_s_at","p201110_s_at","THBS1"
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.60489958413105,12.6816582000537,10.6432788920924
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.763721421716,12.3048087039258,11.5342650628209
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.75863496344693,10.4523431646654,7.60548906405617
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6505459549241,12.8080579320894,11.7293019435067
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.45407505162411,9.98323576493512,7.71865540827961
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.54752063999173,9.90482936887794,7.72617500443483
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.58876023443765,8.35310496045514,6.47093259744639
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.14517642007367,12.4930740511894,10.8191252356315
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92706436094932,7.89568227788762,5.91137331941847
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.71980048326228,7.71819457513902,5.71899752920065
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.71980048326228,7.48970497911568,5.60475273118898
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.16674852279814,9.04226868951957,7.60450860615886
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.58876023443765,9.20862570025578,6.89869296734672
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.38342744490457,7.97313862197417,6.67828303343937
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58183377021091,9.95993025738739,8.27088201379915
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.97632752271583,9.16957123648854,7.07294937960219
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.40759362515761,9.06938667269171,6.73849014892466
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18415008758114,10.0577426841141,9.12094638584762
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52286618657371,8.58128382023653,7.55207500340512
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.34298981834168,6.79142855060162,5.56720918447165
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.08884870077943,7.55774520399292,6.32329695238617
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92434352980645,9.93365185035409,8.92899769008027
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.41208164117628,8.41597449675499,6.91402806896564
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.318198712865,12.4286230612672,11.3734108870661
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59181252118716,7.50358997787946,6.04770124953331
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.88162509540697,10.4884042773962,9.18501468640159
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.71508227321819,8.93496984970307,8.32502606146063
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.67168371306456,10.0773762149853,8.37452996402493
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28555407511205,8.89711832445155,7.0913361997818
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38411800425104,10.8745209678485,9.62931948604977
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.790683388982,12.8191549282236,11.8049191586028
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.13072911318945,8.7991295498155,6.96492933150247
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.0902126736983,8.995862753164,7.54303771343115
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.39354721849244,10.3519598964403,9.37275355746637
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.98671436618494,8.82498965641736,7.40585201130115
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.95679175305767,8.13298296032411,6.54488735669089
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58119100290397,9.89176670712327,8.23647885501362
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94016458470752,8.6534241234533,7.29679435408041
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.97525139896416,11.3146601461924,10.1449557725783
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.71980048326228,5.95050297957254,4.83515173141741
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.40122609824342,9.96815955905516,8.68469282864929
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.64332265498164,10.4991582578231,9.07124045640237
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.39635980767356,11.2745074568623,10.3354336322679
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.40771767879115,6.78602468779409,5.59687118329262
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0939942849004,8.87868086578786,6.98633757534413
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.60948853627646,8.93660429416738,7.27304641522192
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.50381577330463,10.6429561018873,8.07338593759597
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.84437160173863,9.79004044847238,8.31720602510551
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.97242004777392,11.8824246339317,10.9274223408528
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.56353183645081,9.90661066698545,8.73507125171813
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.00624691649414,8.17700525827236,6.59162608738325
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.45239567848473,12.4171914639707,9.93479357122771
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9247879012582,13.2473397254908,12.0860638133745
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29349775845207,10.9353800696795,9.61443891406578
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.28754817342893,8.09732794209339,6.19243805776116
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.59934441968,12.3140100057311,11.4566772127056
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.20401085646439,10.7584587007161,8.98123477859025
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.59298970785839,10.9693003685139,9.28114503818615
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.58876023443765,9.30343047625995,6.9460953553488
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.71980048326228,8.0870791685978,5.90343982593004
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.88004950461063,10.4515838968933,9.16581670075196
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0640528819822,12.0230721659072,11.0435625239447
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.34470744673522,10.9290465230927,9.13687698491396
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.58876023443765,8.87950141620342,6.73413082532053
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.43236679552677,8.77541284990605,6.60388982271641
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8458271347053,11.5212705251028,10.183548829904
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.17288352741021,10.1425509483491,8.65771723787966
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.18826442456131,12.3973544223283,10.7928094234448
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.41694724034222,11.5075058711721,9.96222655575716
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4162400668683,13.0081110283833,11.7121755476258
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52707582942875,9.01199663236905,7.7695362308989
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.71980048326228,7.74265757662052,5.7312290299414
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.30234718065308,8.59932383625729,6.95083550845519
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.74948477323515,10.1225119470343,8.43599836013473
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.96070562230492,5.70559807207691,4.83315184719091
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64334054444604,8.29235927363579,6.46784990904091
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.45108022281709,8.44373719033968,7.44740870657839
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5452998181588,7.79828390988124,6.67179186402002
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09486802014295,7.2622667893627,6.17856740475283
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.58876023443765,7.64861207696679,6.11868615570222
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.32192309361174,12.786442665289,11.0541828794504
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.43869000589484,9.58252879195699,7.51060939892592
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.7205319426239,9.08708118322092,7.40380656292241
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.23038381357678,8.70867874104638,6.46953127731158
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.1571877759685,14.8262080289323,13.9916979024504
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.02751584499829,11.3133417869574,10.1704288159778
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2431963922937,13.7389768651073,12.4910866287005
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.40654966265021,9.31985322193515,7.36320144229268
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.72922258024207,9.13689561120475,7.43305909572341
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.07542020185872,12.3268688012002,10.7011445015295
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5257117894547,14.4210954697887,13.4734036296217
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.57714686217696,9.34094521626133,7.95904603921915
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.23295860931716,8.85652960466996,7.04474410699356
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20493174036548,10.3560875534299,8.78050964689769
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52881023917071,9.51172880412865,7.52026952164968
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.045552835324,13.2785711326623,12.1620619839931
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.39823331019458,8.79678428303782,6.5975087966162
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.8211687093408,14.5334720827634,13.6773203960521
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.8583089888385,12.4744964411484,11.6664027149934
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.99826849880847,13.0609490850086,11.5296087919085
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57401508951355,10.6968490675313,9.13543207852242
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0844136211822,14.2566251492095,13.1705193851958
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9204565583362,14.1236288577831,13.5220427080597
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.28441815968708,10.4926654194913,9.38854178958919
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.29138741845937,10.2115234425118,8.75145543048558
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04867810706395,10.729216078347,9.38894709270548
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97001249809623,10.7923972377703,9.38120486793327
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70642784781499,9.8655601987587,8.28599402328684
