"","Unnamed..0","tissue","endometriosis","severity","p1558173_a_at","p221832_s_at","p225831_at","LUZP1"
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.36864187855909,5.52788632345466,6.72732593823409,6.54128471341595
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.00036720286962,6.19421212016223,6.55538331985031,6.58332088096072
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.99771073971765,6.87312650905037,8.06828034448395,7.64637253108399
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.48857465111638,6.14718056323848,7.23178219419288,5.95584580284925
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.89552881814383,5.66425197626101,6.6324768964823,6.39741923029571
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74300301523886,6.87297236863884,7.09557782081285,6.90385106823018
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.46185372205457,5.66313161621097,6.40610838097464,6.17703123974673
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.95927737754929,6.14217475340838,6.79544821134413,6.96563344743393
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.83896756237014,6.05718269556175,6.77110524665369,6.22241850152853
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.12240932518088,7.27764772968864,7.75268800622509,7.3842483536982
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3555293910307,6.09724689345935,6.68363305161059,6.71213644536688
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.6593138438057,5.71368548437814,6.49692969871198,6.28997634229861
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.77005804688692,6.42032988554333,6.91058647204027,6.70032480149017
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99833142549169,5.89654696399432,6.92091697710419,6.2719317888634
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.42922368543894,6.02736404754314,6.72256578837094,5.72638450711767
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.7961774481514,5.46928257833047,5.5780408695323,5.61450029867139
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.77749269017803,6.44568843026138,7.85102365352621,7.02473492465521
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.58694113525887,6.1952756172496,6.198566070187,6.99359427423182
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.65114516254163,6.05072228249308,5.83445980020468,6.17877574841313
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74826612105894,7.05930690521143,6.1129456205868,6.97350621561906
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39301748130748,5.69304223990044,6.42421182309207,6.17009051476666
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.66506288755847,5.74682400283043,6.65766143310516,6.35651610783135
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.58302021412099,5.55984470876296,6.09160073202377,6.41148855163591
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42634998963134,6.78755555511355,6.94141185311291,6.38510579928593
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.21256027651022,6.3871678190617,6.60605099664669,7.06859303073954
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.59937370599791,7.37413825375037,7.45755431130422,8.1436887570175
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56374644852776,5.8883552305078,6.19287773889195,6.5483264726425
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.89436913252945,6.77966865388651,7.12588064483131,6.93330614374909
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.15474682909774,6.56849332299057,7.14908166557072,6.95744060588634
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39232554848715,7.44214251753872,7.58720460125346,7.47389088909311
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.2080743044871,6.56203809536102,7.39616689626371,7.05542643203728
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6186932307744,7.36465402726148,7.56464104426523,7.1826627674337
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.20931168090533,7.67378767951274,7.83843332958848,7.57384423000218
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.98129647962848,7.00444660903569,6.7258757822184,6.57053962362752
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61983757839606,7.15267723553743,7.55661434448513,7.10970971947287
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.83896756237014,7.37644832443685,7.69579252791506,6.97040280490735
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.85559412116387,6.92829987261588,7.28176081853141,6.68855160410372
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.56746989089968,7.05634638160252,7.09151132265004,6.57177586505075
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.04862880119252,6.67679338181101,7.46009506820677,7.06183908373677
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.44436799628963,6.69481664526173,6.79315624566808,7.31078029573981
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52535553808018,7.64341652053965,8.08924623424183,7.75267276428722
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.28142280868926,7.01402679375725,7.54986691762494,7.61510550669048
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.39802487030209,7.55486047578329,7.82529081232853,7.59272538613797
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.04088063106347,7.0412329600894,7.17230755615206,7.08480704910164
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.2588183280001,6.21434170182537,6.72440566541829,7.06585523174792
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0814666592746,6.56533065440635,6.78968925848171,7.14549552405422
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.39506836167241,6.67225536751217,7.16624751366504,7.41119041428321
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65939246552003,6.12095642665136,6.07667500574432,6.6190079659719
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.48232049922865,6.34761750557188,7.27029900371152,6.70007900283735
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22022823484904,5.95580252054536,6.27503378127861,6.483688178891
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.69238409575905,6.24199955510695,7.099519491605,7.01130104749033
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66553101661974,6.39196434124856,7.06588150888051,7.0411256222496
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.75049647256744,5.9848671155977,6.68650251306986,6.80728870041167
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69808125474822,6.45026547642505,7.96617051425415,7.03817241514247
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92799789110182,6.68596741089561,7.68379687809068,7.4325873933627
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25767092569722,6.90986171647505,6.76597594552038,7.31116952923088
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22994665124882,6.36945021685901,6.90332704174802,6.83424130328528
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.96541891999233,6.26054225245153,7.11542278964103,7.1137946540283
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87149698516329,6.23921126616639,6.76981068090539,6.96017297741169
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.0257761707115,6.03050607050385,6.99219659502797,7.01615961208111
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.46348119790676,5.47249492612598,7.64884024951939,6.86160545785071
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79262940602024,6.98940775660225,7.56640290801511,7.11614669021253
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17268789687741,6.62917798442745,6.81144533033182,7.20443707054556
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92242962967152,6.18811176205312,6.93110509985824,7.01388216386096
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64612373942151,6.85543822796006,7.4006810350381,7.30074766747322
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.93928031184024,5.88631076147359,7.24588811886892,6.69049306406092
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40314950661963,5.47249492612598,7.12507298037165,6.66690580437242
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.04239455686232,6.85207991661505,6.88702531512236,7.26049992953324
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.64552952895335,6.93395782857916,7.22102157668115,5.60016964473789
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78420621156689,7.43925149746973,7.86789879777186,7.69711883560283
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35911975034868,7.02966081562664,7.05681947877199,7.1485333482491
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.47923664437612,6.94726851838164,6.59476150591978,7.00708888955918
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.32637406237126,6.32983427091957,5.99347976132588,6.5498960315389
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66289206230585,6.5409314893014,6.83766313279891,7.01382889480205
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14389909244244,6.2800855896739,6.21298359390528,6.21232275867387
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.85759949803935,5.95250115639956,6.14242878856767,5.98417648100219
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.5724913506564,5.2613318904367,5.9832787228794,5.6057006546575
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.83896756237014,5.69340575521916,6.6679425452605,6.06677195428327
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.498279450683,6.34785483316984,6.7158185594692,6.18731761444068
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21644292635481,5.98773973141106,6.83827881371259,6.34748715715949
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.49347926291604,6.32062849459034,7.51264743002401,6.4422517291768
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32594893815039,6.7661884870235,7.30968100949444,6.80060614488944
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.5201978033267,7.25533686031795,7.02903284624981,5.93485583663149
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.26067626613392,7.20356296019216,7.12271282569719,6.19565068400776
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.96362473091585,7.56732937151953,7.02973153261404,7.52022854501647
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.73009845036486,6.59562137413009,6.92106587016505,5.74892856488667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.61424175109388,7.72738673611403,7.26507024051248,6.53556624257346
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.88292044997116,6.51176274905255,6.41653632468509,6.9370731745696
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.75796417766222,7.54367596475463,7.72948538814997,6.67704184352227
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.69872211949624,6.92183900552986,7.31873035749118,5.97976382750576
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99213535528868,7.13132961737006,6.54425432687543,5.55590643317806
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.87846115786364,7.2334928514235,7.31471116623145,6.14222172517286
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50428621041702,7.75788861547896,8.1216603728193,7.46127839957176
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.32086242577742,7.36230220318549,7.0408162554475,7.9079936281368
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.77457802854378,6.84633810220958,7.15091334835717,7.59060982637018
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67806791140605,6.67537946567499,6.89162002409675,7.41502246705926
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.62805596605556,5.94045269964847,7.05546101939764,5.54132322836722
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.4973362414121,7.91884226256578,7.99907470947731,8.1384177378184
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.83896756237014,6.87346170371689,6.73826530944874,6.48356485851192
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.53359077176699,7.63315713597433,7.70961630975358,6.62545473916497
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.17289056584434,6.94142856426867,6.84123381876306,7.31851764962536
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.72406539565123,6.96510493899306,6.7424580160045,6.47720945021626
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.38059812643299,6.87562281709874,7.1011307204657,7.11911722133248
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.43603996302642,7.52421071598305,6.79960294198211,5.91995120699719
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60509482610525,7.84442301404314,7.89097918659707,6.44683234224849
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04403922023288,7.1662460320899,7.13615163742408,7.44881229658229
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75682520356456,7.43278408587834,6.80278506373367,7.33079811772552
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.7396315324493,7.24965818897867,7.26661289710174,7.41863420617657
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04168815563052,7.33448001199003,7.21267777807672,7.52961531523242
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.979404566945,7.26162898198693,7.35636473497723,7.53246609463639
