"","Unnamed..0","tissue","endometriosis","severity","p203476_at","p239903_at","TPBG"
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.6482804377037,5.30695759773678,8.47761901772024
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.3684523040229,4.37421707602001,7.87133469002146
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.8916051746483,4.37825217944006,8.13492867704418
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4172382471446,2.45194329241813,6.43459076978136
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3064445220047,2.45194329241813,6.37919390721142
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6288135363222,4.0382543226638,7.333533929493
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1825734593294,3.75973345914696,6.97115345923818
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.2106305641726,5.84935790069671,9.02999423243465
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4733069769195,5.10465684119099,8.78898190905525
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7554383313365,6.16579605620903,9.46061719377276
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.1246807763348,5.8601036872481,8.49239223179145
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.089186681239,5.62396920707284,8.85657794415592
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9168805758826,4.11028017601425,7.51358037594842
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4072020928354,4.02133025594935,7.21426617439237
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8225690658194,3.4782763193068,7.1504226925631
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.3978410646187,3.15181298673119,7.27482702567494
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2437182892859,2.80560787401926,6.52466308165258
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.913077101538,3.36516020215235,7.13911865184518
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1595423889988,6.08912628236227,9.12433433568054
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9208077592388,4.02133025594935,7.47106900759407
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.1320857298914,4.56280584142601,8.3474457856587
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.1674074061937,4.96045008539054,8.56392874579212
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1453097670246,6.4327915637815,9.28905066540305
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8269490345276,6.18047903220649,9.00371403336704
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.570623497632,7.31138143710261,9.9410024673673
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8084277785103,6.47083435342095,9.13963106596563
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4507754409493,4.41671819829899,7.43374681962415
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3879886047992,6.84331639951943,9.61565250215931
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3065096775323,6.79302663563924,9.54976815658577
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.4269273987232,5.46234326412231,8.44463533142276
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7171961652569,4.24737617865675,7.48228617195682
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9618583846832,6.74327560780993,9.35256699624657
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5545803304762,4.94224604591221,7.74841318819421
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8715712361193,5.63375943662577,8.75266533637253
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.3973651252618,4.09670238152438,7.24703375339309
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3047843512069,7.57993937341541,9.94236186231116
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.6650529580992,6.17571124249676,8.92038210029798
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0047812135744,2.23602791534862,6.62040456446151
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5161889185358,4.60112321655908,8.05865606754744
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2400384285319,6.75642012472302,9.49822927662746
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2427244015522,3.53938385270025,6.89105412712622
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.2506931666591,4.55790469488943,7.90429893077427
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.98873073291034,2.57881160839781,6.28377117065408
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1782659192083,6.43574071875716,9.30700331898273
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5652834998996,5.39012889721378,8.97770619855669
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3449809467349,2.45194329241813,6.39846211957652
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.4005669170954,6.05814585730942,8.72935638720241
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9819195629523,4.59900564426309,8.2904626036077
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.71426392166,3.43237088272836,7.07331740219418
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4170858432702,2.81981272735258,6.61844928531139
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4899153318886,4.730730952131,8.6103231420098
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.98024042465736,2.60942456511862,6.29483249488799
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9003158836163,3.24643614525222,7.07337601443426
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1491154756253,4.16780073912788,7.15845810737659
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4922001225142,4.04461434086105,7.26840723168763
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.9141878342948,5.04814886109738,8.48116834769609
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.298652400266,5.64229288139162,8.97047264082881
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1378091027329,2.45661378727831,6.2972114450056
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0583159120389,5.64191595704407,8.85011593454148
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5764017520859,3.30117878878765,6.93879027043678
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4268038190813,3.15682214006095,6.79181297957112
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1878625560464,6.22826800830132,9.20806528217386
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2828469717716,5.53810040602838,8.91047368889999
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8538967467789,5.16257388051014,8.50823531364452
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3938661850264,5.02046618183328,8.70716618342984
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0379986989008,4.56280584142601,8.3004022701634
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1116610493224,3.37161871540081,7.24163988236161
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0744829949109,3.27066136885862,7.17257218188476
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6564538761109,4.02133025594935,7.33889206603012
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.4142326229141,4.56280584142601,7.48851923217005
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6924906874171,4.35252722036507,7.52250895389109
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7198099155361,4.16780073912788,7.44380532733199
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9459323674417,5.89430588840861,8.92011912792515
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2466664828709,5.45503163462507,8.85084905874798
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2692582170795,4.59611998304238,8.43268910006094
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.68410697071162,3.65929712768696,6.67170204919929
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.5172406083971,4.43329470909307,7.47526765874509
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",12.1366904305756,6.28283400348047,9.20976221702804
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1233192475215,4.16780073912788,7.14555999332469
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0267008988491,5.10730954085135,8.56700521985023
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4830925560554,3.25604934641385,6.86957095123462
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.3686236817696,6.02211822207796,9.19537095192378
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7493937803363,4.5830446091762,7.66621919475625
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.93592000435643,4.02133025594935,6.97862513015289
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4795722813852,6.83967341963109,9.65962285050815
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.169270884416,5.67119932743165,8.92023510592382
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.0183874466102,7.29155273592067,9.65497009126543
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6445953134466,6.98885686795405,9.81672609070032
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2890972133178,6.60990615824867,9.44950168578324
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.3719661536715,5.08686780772606,8.22941698069878
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8858039121587,5.31264594936505,8.59922493076187
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1543839974199,4.5550702077341,7.354727102577
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3174023027659,6.04596867331968,9.18168548804279
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.5483849846814,4.02133025594935,7.28485762031537
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9468426188474,4.18136267085158,7.56410264484949
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3014058173366,6.19308433284896,9.24724507509278
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2551507644086,6.02025154330471,9.13770115385666
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5195573170627,6.12226586899405,9.32091159302838
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5183453598548,6.65673377930703,9.58753956958092
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7386918267827,4.21250141124171,7.4755966190122
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.0495756723206,6.11492172004634,9.08224869618347
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5066937047546,6.98590738347166,9.74630054411313
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1237584740788,6.46584407659699,9.29480127533789
