"","Unnamed..0","tissue","endometriosis","severity","p212935_at","p220464_at","MCF2L"
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31118609884327,5.11367835585125,5.21243222734726
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92362620594024,4.86586336770514,4.89474478682269
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.92362620594024,4.89766520201834,4.91064570397929
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.60588239112092,6.07765744860848,6.3417699198647
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.42461744664139,6.24984751628309,6.33723248146224
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.74563218025327,5.59223851481363,5.66893534753345
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20112180425319,5.74436687374505,6.47274433899912
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96346212825274,5.37539144770993,5.66942678798133
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.72431660593996,6.63178520928013,6.67805090761004
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.65024423668688,6.84449112535075,6.74736768101882
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.11119157061087,7.06170615824748,6.58644886442918
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.13577063244046,6.23742989625565,6.68660026434805
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13821454408797,6.55750975939823,6.8478621517431
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.36973583921543,7.65699567946405,7.51336575933974
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.33330634884393,6.97132694104126,6.6523166449426
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.34879419031996,6.53670786004539,6.94275102518267
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.67678020255636,7.34801711913059,6.51239866084348
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.44137453763735,6.81464273373361,6.12800863568548
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.24840153039029,4.99969542542934,5.62404847790981
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.11119157061087,6.08167331137738,6.09643244099412
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.88938145598007,7.53902150539051,7.21420148068529
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.67073529707511,6.13864097592443,6.40468813649977
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.11119157061087,6.82022246461677,6.46570701761382
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.90727659967963,7.08872612642037,6.99800136305
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.4681524456583,5.78937809298756,6.12876526932293
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.47199382236717,6.37946577187464,6.4257297971209
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.61113428835533,7.20846927165156,6.90980178000344
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31118609884327,5.66703352337962,5.48910981111144
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53912547557023,6.38300910440814,6.46106728998918
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.08935256716487,6.05823898568343,6.07379577642415
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.10807612047144,7.30029074254806,7.20418343150975
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.31320301888964,6.06546765877779,6.68933533883371
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.12331558302643,6.55204002153164,6.33767780227904
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.31118609884327,6.57422137548321,5.94270373716324
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.52679438089091,6.74934054984433,6.13806746536762
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.95561726725449,6.55649004849293,5.75605365787371
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.80671112649133,7.31495504878023,7.56083308763578
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02375749857323,8.03604125455027,8.02989937656175
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62770914050508,5.88077095405181,6.25424004727845
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.96084829716358,5.6822395795763,5.82154393836994
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.12952218490912,6.27712617509653,6.70332418000283
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2529929086524,5.00364728976141,5.62832009920691
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.64181102730083,4.91363179619092,5.27772141174587
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0554128480451,6.54433551550386,6.79987418177448
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.88544518466629,6.34951543506569,6.11748030986599
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2872280501133,4.90267869039871,5.594953370256
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.11119157061087,5.17599477270254,5.64359317165671
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69406194737576,4.93393196600918,5.81399695669247
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69150918284079,4.90267869039871,5.29709393661975
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.7046930799264,6.1946881502816,6.949690615104
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.69248553617418,5.96174941374763,5.82711747496091
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.45536968589072,4.89766520201834,5.17651744395453
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.29686123522295,5.20402640291691
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13237188330893,4.89913673913318,6.01575431122106
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.89766520201834,5.50442838631461
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.08407532373644,4.89766520201834,5.49087026287739
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.3286657499247,4.67815916059192,5.50341245525831
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.40065614369701,5.25592385715394
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.75947313812949,4.56161977151797,5.16054645482373
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.90894361900114,4.6645803200398,5.28676196952047
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.89766520201834,5.50442838631461
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.46445034471366,4.64136371633539,5.05290703052452
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.01113633076417,5.06116395068752
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.06704920322492,4.67042683053001,5.86873801687747
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95335956416105,4.53331531497752,5.24333743956928
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.6470903326965,5.12392097853759,5.38550565561705
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54396715689555,4.90267869039871,5.22332292364713
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96361147413955,4.95296511531144,5.9582882947255
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,5.33408653245591,5.72263905153339
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.0568128373361,5.09945450514073,5.07813367123842
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00504022188392,6.44436138714914,6.72470080451653
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.94992561410628,5.99910684422437,5.97451622916532
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,5.17669144158787,5.64394150609937
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5424665779567,6.26048960053466,6.40147808924568
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.83108805458459,6.12201373354111,6.97655089406285
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,6.67570893868761,6.39345025464924
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56691467149533,6.60361547571792,6.58526507360662
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.41143905226753,5.51652383865194,5.46398144545974
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,6.20419195295032,6.1576917617806
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.68866264049371,5.8406416636309,6.26465215206231
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.84658133014427,5.23917269640733,5.5428770132758
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.23631578325697,4.94603593432495,5.59117585879096
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99823657222628,6.4112631757686,6.20474987399744
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2067224983922,6.90485478054462,7.05578863946841
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.84306899465136,5.70363803143471,6.27335351304303
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04503395358979,5.87221664883452,5.95862530121216
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.30265072322695,5.51630704384595,5.90947888353645
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.9275099310866,6.749451195388,6.8384805632373
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91860565510851,6.12204760032092,6.52032662771471
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.03441751924063,5.57563931685095,5.80502841804579
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.9035765477196,6.060996721476,6.4822866345978
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62318098827793,6.3818260569857,7.00250352263182
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82070619948867,6.36747699073332,6.594091595111
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.454541603241,5.85477472281256,6.15465816302678
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.46496015863639,6.37581850903851,6.42038933383745
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.12215464046099,5.67257232523001,5.8973634828455
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.67889245934308,5.81568532354093,6.24728889144201
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,4.75556155902316,5.03337382893321
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0886084082699,4.88126401672364,4.98493621249677
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,4.82106766038986,5.06612687961657
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09252357212907,4.89585682523063,4.99419019867985
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,5.12300379082988,5.21709494483657
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29878758980977,4.89766520201834,5.09822639591405
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.89381265441233,5.13628173194845,5.51504719318039
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.07231275867104,4.90267869039871,5.48749572453487
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.37401332656669,4.64510172027972,5.0095575234232
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.87579811625044,4.980757215305,5.42827766577772
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.36566752283036,5.29961243412517,5.83263997847776
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.11119157061087,4.94153070850977,5.52636113956032
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.89166886853048,5.06646444099959,5.47906665476503
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.3776067139045,5.19408472125843,6.28584571758146
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02170106126411,4.81105577532764,5.41637841829588
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51627021955539,4.99409291437104,5.25518156696322
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.003648125478,4.96407121594382,5.98385967071091
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.39664019344047,4.91190108364815,5.65427063854431
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,4.90267869039871,5.50693513050479
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,5.26599523736259,5.68859340398673
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35987783560711,5.38548692720861,5.87268238140786
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.39748788940634,4.75046825052547,5.57397806996591
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59968173516021,5.08370160627456,5.34169167071738
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,5.14768615393981,5.62943886227534
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,5.15708972688911,5.63414064874999
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,5.01480418872231,5.16299514378279
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.47072028504895,5.06169572161613,5.26620800333254
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.05204865874755,4.90889361960777,5.48047113917766
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11119157061087,5.34252331038164,5.72685744049626
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.89743466394878,5.40977302681065,5.65360384537972
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11119157061087,5.1830501965322,5.64712088357154
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.85079618863704,5.17452626626694,5.51266122745199
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,4.89766520201834,5.10442565043081
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31118609884327,4.90267869039871,5.10693239462099
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.70811434909585,5.54451740011305,5.62631587460445
