"","Unnamed..0","tissue","endometriosis","severity","p219783_at","p225695_at","SLC35F6"
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29946347611974,8.73182185800452,7.01564266706213
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29956180444161,8.13274718144047,6.71615449294104
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.87676821064231,8.81025306704131,7.34351063884181
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29956180444161,8.59963644920971,6.94959912682566
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92267723712634,9.36215445733921,7.64241584723278
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72560915716666,9.31167709017073,7.5186431236687
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65474694148774,9.35750363288489,7.50612528718631
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.66961711374291,8.57421248354535,7.12191479864413
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60597118194854,8.69044936048952,7.14821027121903
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70489720987939,10.9976909776017,9.35129409374055
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.81091676828492,9.60091664797399,8.20591670812946
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35900871701546,9.37245105707458,8.36572988704502
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.721984524247,11.5703251319399,10.1461548280935
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22247144124045,10.2291948330618,9.22583313715112
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.92867136602746,11.4893957308828,10.2090335484551
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.34942086667467,10.3285922530407,8.83900655985769
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.11242201469327,10.8994257099681,9.50592386233068
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43522136578528,9.97310863246261,8.70416499912394
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.72786067662809,10.017779949061,8.87282031284455
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.45974203978329,11.4917334875113,9.9757377636473
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31767541772995,10.2543160565218,8.78599573712587
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.31541657476545,10.5604038427064,9.43791020873593
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76617951967526,11.0144635688878,9.39032154428153
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.37627298162313,10.8689012240596,9.62258710284136
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14166991440408,10.7373292344592,9.43949957443164
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.23893893199456,9.48536176349803,8.3621503477463
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.33392487876338,9.61635660812254,7.97514074344296
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.35535807715522,9.82278239064737,8.5890702339013
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00101975100811,10.2782701889829,8.6396449699955
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.83829136880921,10.9370389915863,9.38766518019776
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.19191136681174,10.9128162737181,9.55236382026492
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41437053797946,10.53179290397,8.97308172097473
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6590244330336,10.5959751936688,9.1274998133512
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.9217873205467,9.77855820200186,8.35017276127428
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.51016511199248,10.6042455932177,9.05720535260509
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.02468557507957,9.89064636759609,8.45766597133783
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.9237126402253,11.3575386546201,9.6406256474227
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.57652848547123,10.7502923791576,9.16341043231441
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.0427168213005,9.71221842843174,8.37746762486612
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.82696828860418,9.6692249029406,8.24809659577239
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.75203110839443,9.68433804052047,8.21818457445745
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76214769121566,8.08321194032859,6.92267981577213
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.62074382550595,8.38156532891696,7.00115457721146
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50560448154962,8.6483830937853,7.57699378766746
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.30835909636224,7.36286515613387,6.33561212624805
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65474694148774,8.67313419545992,7.16394056847383
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65474694148774,9.45870585979675,7.55672640064224
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.19757268784748,7.57322101245979,6.38539685015363
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.36749779261411,9.0267878693814,7.19714283099775
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.9306605579497,8.72396468265983,6.82731262030476
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.80026309702075,8.37240847337501,7.08633578519788
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.62221185017362,8.9063581912257,7.26428502069966
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.65474694148774,8.08055214263496,6.86764954206135
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29956180444161,8.75408600427375,7.02682390435768
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85109938283443,9.16272812598008,7.50691375440725
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55947525185071,9.75349237909411,8.15648381547241
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.27491764361847,7.7829872871166,6.52895246536754
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.60614036058831,8.99121420822884,7.29867728440857
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34777277292019,8.45695751491246,6.90236514391633
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.33978256388573,8.46693446720584,6.90335851554578
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.6185016229741,8.05354769746626,6.83602466022018
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29956180444161,8.09826983764277,6.69891582104219
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.2093866444728,8.73204252161538,6.97071458304409
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.65474694148774,7.96687775061966,6.8108123460537
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.36922352914699,7.82475228976968,6.59698790945833
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.49227892237064,9.56962183861259,8.03095038049162
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54671342736055,8.39969742820416,6.97320542778236
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29956180444161,8.76994545546954,7.03475362995557
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.06320786246204,8.24055368327267,6.65188077286736
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.29956180444161,8.77664925465927,7.03810552955044
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65676137943668,8.9692949690952,7.31302817426594
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56999194412733,9.66766691965163,8.11882943188948
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.57853940392261,8.6598743088021,7.11920685636236
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52670074037885,9.06188292348319,7.29429183193102
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.29956180444161,8.6504227552024,6.974992279822
