"","Unnamed..0","tissue","endometriosis","severity","p213154_s_at","p212702_s_at","BICD2"
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85027462100272,6.34069568461225,7.59548515280748
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18458363455504,6.53851334073405,7.86154848764454
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.61773250439941,6.30177448040446,7.45975349240194
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09693034397045,6.12460354601212,7.61076694499129
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.6719939856944,5.82208465291638,7.24703931930539
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.22610396208461,5.57217248218397,6.89913822213429
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.62368967967918,5.63246946963853,7.12807957465886
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.83628140929963,4.74557125786145,6.79092633358054
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18263624512493,5.46793006456152,6.82528315484323
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.99818406252687,4.13420581420264,5.56619493836476
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.63743713341467,3.24202213792413,4.9397296356694
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.28942022385987,4.58418471104319,5.43680246745153
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.16926433759246,4.75938507885667,6.46432470822456
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03419482272423,4.45700901739101,6.24560192005762
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.63924900421089,4.19788798868985,5.41856849645037
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.99172669474185,3.99969793082924,5.49571231278555
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.17152586821083,4.59359336119215,6.38255961470149
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.49805102690782,3.24878985098546,4.87342043894664
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.68460675110502,4.02534333599312,5.35497504354907
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54139409526762,7.05337557001172,8.29738483263967
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86920464520627,6.36248532878693,7.6158449869966
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.44851085245747,4.2640365326629,5.85627369256019
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.91160860555702,6.23724042703799,7.5744245162975
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.08207195080347,3.84790469105547,5.96498832092947
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.78451745500476,4.2640365326629,6.02427699383383
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.15849281539511,4.92435692743187,6.54142487141349
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.10903134730944,4.98564415962572,6.54733775346758
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24305283271934,5.01686554162301,6.62995918717117
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.62406889318823,4.71523749992103,6.66965319655463
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.1227465117144,4.45700901739101,6.2898777645527
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.29047055101687,4.78209359805074,6.5362820745338
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.10961180156565,4.33940732668217,5.72450956412391
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.07024249053425,3.19095763390019,5.13060006221722
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.01045231324681,4.45700901739101,6.23373066531891
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.96922037548236,4.2640365326629,5.61662845407263
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81189301189651,4.45700901739101,5.63445101464376
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82278817179694,4.82755694703238,6.32517255941466
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.59784903205609,3.82337936471953,5.71061419838781
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.81797944831317,4.45700901739101,6.13749423285209
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.13524455663418,4.95336076907153,6.54430266285286
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.30216256010654,6.62965439795059,7.96590847902857
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14163220216455,4.55603272127182,6.34883246171819
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.56639258732248,6.96013570524832,8.2632641462854
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.3774424209717,6.89294998028934,8.13519620063052
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03046419553488,4.96632783830548,6.49839601692018
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.35710984358767,5.466668490714,6.91188916715084
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.34767947290117,6.90122405651935,8.12445176471026
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.4498680069401,6.80180706073332,8.12583753383671
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.57870760471905,6.58727056939493,8.08298908705699
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.13364824058909,6.38243488713195,7.75804156386052
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.31781239852538,5.48089735206985,6.89935487529761
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.04974044109129,6.17797408489136,7.61385726299132
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.69520265689246,7.67933392532939,8.68726829111093
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.54770118717565,7.65131373123033,8.59950745920299
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.50365510317544,7.54172660030679,8.52269085174111
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83204578624818,7.9278420857267,8.87994393598744
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.82424076606114,7.25266012138078,8.53845044372096
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.71670093952336,7.84386281486371,8.78028187719353
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.39782588434592,7.67698148441689,8.53740368438141
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.64430234701335,7.60986762235553,8.62708498468444
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83120053097369,7.97698228867975,8.90409140982672
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.60790516325366,7.28140512069786,8.44465514197576
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86041623424071,8.15897221075849,9.0096942224996
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.41499732185816,7.33577134365622,8.37538433275719
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.59851593055733,7.23401927806766,8.41626760431249
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.24278560343009,7.60185823814034,8.42232192078522
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.53026015463298,7.76967475264837,8.64996745364068
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1363093763503,7.52208563051376,8.82919750343203
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.33423972462881,6.71076113062022,8.02250042762451
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.01716994118912,6.40374828005886,7.71045911062399
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99089650299877,5.68858936290324,7.33974293295101
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.82423357146917,4.54466000222935,6.18444678684926
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52208971620119,6.01470551212436,7.26839761416278
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97833916363572,5.86962561472102,7.42398238917837
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.25870684490933,5.29700907352561,6.77785795921747
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.49748274848052,6.1720705873899,7.33477666793521
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14510043652586,4.34900951507056,6.24705497579821
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.83507914199318,5.41343338790384,7.12425626494851
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.45415985048735,6.60833355297524,8.03124670173129
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.05068786684228,4.34676727072493,6.1987275687836
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.99019177196842,6.10818417722305,7.54918797459573
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.78582008378182,5.61801916049126,7.20191962213654
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.57125815275515,5.3691377923332,6.97019797254417
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65002461443732,5.46253773384568,7.0562811741415
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.82652847487618,4.29812109307953,6.06232478397786
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.14525455775933,6.32803014325239,7.73664235050586
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.68625823940563,6.16794175223852,7.42709999582208
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.15038312559201,5.86909445301614,7.50973878930408
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.74079400970538,4.45700901739101,6.09890151354819
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52316578764488,5.5753927846635,7.04927928615419
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.15471369687495,6.36196515592763,7.75833942640129
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.73764533913743,5.2809935563741,7.00931944775576
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.5418103053734,5.57660185433085,7.05920607985212
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.48645633722495,5.46319168631647,6.97482401177071
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.1092858491633,5.49753185100767,7.30340885008548
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.1929680941481,5.25639269863735,6.72468039639272
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.80510841147828,6.03225572017062,7.41868206582445
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.29181619449687,6.10692152062027,7.69936885755857
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99600084571537,6.15494449544656,7.57547267058096
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86417027901569,6.144201510677,7.50418589484635
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.33813937470494,6.86870966601666,8.1034245203608
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.53945443247326,7.15685700647024,8.34815571947175
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01408817330285,6.5301547877476,7.77212148052523
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.63659932197849,7.10459030324227,7.87059481261038
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.10138191056258,6.79302089512803,7.94720140284531
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",10.3411173397851,6.91223805147888,8.62667769563199
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0957816570541,7.0084930229542,8.55213734000415
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.2201218928115,7.96940493807385,9.09476341544267
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.58439986713226,6.62341240338577,8.10390613525901
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.103413649934,7.049273014437,8.5763433321855
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.82239883189061,7.68617436097219,8.7542865964314
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.82919937535898,6.60881996164654,8.21900966850276
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2426792437065,7.21354931810042,8.72811428090346
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1372346325028,7.01841734692598,8.57782598971439
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0113377865045,6.45761245801885,8.23447512226167
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3275486306515,7.96314645351827,9.14534754208488
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.83803535106938,7.92431683049874,8.88117609078406
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.91835951601618,7.65930406125697,8.78883178863657
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.88236988653423,7.49980699848708,8.69108844251065
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.94281137222953,6.78533379666798,8.36407258444875
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.1546431206055,7.73211221948127,8.94337767004339
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1240353176209,7.71879873996455,8.92141702879272
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0952109199636,6.74757205122796,8.42139148559578
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.91888971584118,7.64031889987873,8.77960430785996
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1512601140115,7.48146381983961,8.81636196692556
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.27105779090744,6.91313125351147,8.09209452220946
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.95722145986091,6.91045344212053,8.43383745099072
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.646952994311,7.47364001921306,9.06029650676203
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.55345135183735,7.43261187250658,8.49303161217196
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.75657109097546,7.41797125170564,8.58727117134055
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.84431646075405,7.16685723221378,8.50558684648392
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.68406524909633,7.69929657530442,8.69168091220038
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.7226266575794,7.44144719173688,8.58203692465814
