"","Unnamed..0","tissue","endometriosis","severity","p207165_at","p209709_s_at","HMMR"
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.35653015868565,4.84857463878608,6.10255239873586
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.39048699687637,2.42817670713542,3.9093318520059
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.09490033388612,2.24823539676662,3.17156786532637
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18202147510996,7.83089466155686,8.50645806833341
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.44139911780279,2.68004215108423,4.06072063444351
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.6457522668813,5.32644400506175,6.48609813597152
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.86926852790073,8.10551128259839,8.98738990524956
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.15281016257673,6.95135799142018,8.05208407699845
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57980606870912,6.7192679085767,7.64953698864291
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.04101714103875,3.11205557616645,4.5765363586026
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.74317140080708,3.89248724036072,5.3178293205839
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57942765756915,6.88727872200869,7.73335318978892
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.25004340324815,7.48509710657992,8.36757025491404
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.6029883746136,8.02564435663076,8.81431636562218
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.39048699687637,2.68004215108423,4.0352645739803
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.02980920562958,6.31629623335177,7.17305271949068
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.39303916683851,2.83295298727414,4.11299607705632
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.15569922470468,4.76752096636,5.96161009553234
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71301477495338,2.40041172681082,4.0567132508821
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.72414128685888,8.23518850967786,8.97966489826837
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.45774070161015,7.61624316863845,8.5369919351243
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.72040616611003,2.37971962072886,4.05006289341945
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61705132932173,2.50353954663225,4.06029543797699
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.39625797311385,6.57350048752981,7.48487923032183
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.37372851846157,2.68004215108423,4.0268853347729
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.62057354566669,2.85675550141139,4.73866452353904
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.32556628493637,2.85675550141139,4.59116089317388
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.15101900391693,7.44113211412519,8.29607555902106
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.39888928001995,4.55583840010709,5.97736384006352
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.24656528565613,2.26102475592637,3.25379502079125
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.98845165956511,2.25397518555835,4.12121342256173
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23964667234582,2.40041172681082,2.32002919957832
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.03189275974927,2.40041172681082,3.71615224328005
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.79778889172069,2.30372906392433,3.55075897782251
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.76080229135096,2.25453922377144,4.0076707575612
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91123910045453,2.85675550141139,4.88399730093296
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.36523366021153,2.40041172681082,3.88282269351117
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.62319979080383,2.40041172681082,5.51180575880732
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.94347132219812,2.68004215108423,5.81175673664117
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.87963538520105,5.255664275628,6.56764983041452
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.72361470270874,6.84308471990772,7.78334971130823
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5501828441453,2.47489389930831,4.51253837172681
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.80127101930532,2.85675550141139,5.32901326035836
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.03439387856765,2.25397518555835,3.644184532063
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.53532478207709,2.33508231215258,3.93520354711484
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79839459381391,3.54889599008003,5.17364529194697
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.86310526520364,2.23602791534862,2.54956659027613
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.38443489714393,6.1345555776193,7.25949523738161
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33297234101047,2.59116801842681,3.96207017971864
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.66964128369046,4.7315846084322,5.70061294606133
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.72705366827019,2.4809422650561,4.10399796666314
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.02595585092053,5.46462940240759,6.74529262666406
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.07739418264349,2.40041172681082,3.23890295472715
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.23964667234582,2.68004215108423,2.45984441171503
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.32310776614997,2.68004215108423,3.0015749586171
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.11048376986647,2.68004215108423,2.89526296047535
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.33710185950782,5.89342785713099,7.1152648583194
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52539637646613,3.24935168649745,4.88737403148179
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84345277016023,6.23687788431471,7.54016532723747
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.41948044707374,2.25397518555835,2.83672781631604
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.07670390566542,2.25669866511928,2.66670128539235
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.44146897126932,6.10245090899541,7.27195994013236
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.4109984695216,2.81061966182096,4.11080906567128
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29069033193243,2.40041172681082,3.84555102937162
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.48260800461029,2.40041172681082,3.94150986571055
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.27281427493705,2.6556539891632,3.96423413205012
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39048699687637,2.83832540919977,4.11440620303807
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2847152199903,3.08104039863956,4.68287780931493
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.30660700738311,4.60631841311692,5.95646271025002
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.59764463831867,2.23602791534862,2.41683627683364
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.12127929591425,7.49857639664067,8.30992784627746
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.23956724731516,5.05425686834452,6.14691205782984
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.10178624559898,6.14407423805591,7.12293024182745
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.05639185481332,6.98070727703517,8.01854956592424
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58668017961336,2.85675550141139,4.72171784051238
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.55749151023359,2.71963228482381,4.1385618975287
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89587006990908,4.36872311630768,5.63229659310838
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.01002246055515,3.39291560651103,4.70146903353309
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.29069033193243,2.53541770448914,3.91305401821078
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.92632670507164,6.64733270338571,7.78682970422867
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.83423768344339,6.80691257311002,7.82057512827671
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23964667234582,2.25397518555835,2.24681092895209
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.52889616433327,6.50494879035887,7.51692247734607
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91956845169069,2.2597610771206,3.58966476440564
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.1010592140794,7.22254356598135,8.16180139003037
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.92003389262255,6.9104552918383,7.91524459223043
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.74089633637157,6.79715056136318,7.76902344886738
