"","Unnamed..0","tissue","endometriosis","severity","p205849_s_at","p209066_x_at","UQCRB"
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.6788834729191,12.9415275196397,13.3102054962794
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",14.1108533749685,13.2541718200532,13.6825125975109
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.6837987876701,12.8968774896975,13.2903381386838
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.4933074402477,12.8354367393711,13.1643720898094
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.672317999113,12.8365474974939,13.2544327483035
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.8531989363748,13.0958280652494,13.4745135008121
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.9133990234046,12.8849158688151,13.3991574461099
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.7039616392193,11.8623518604177,12.2831567498185
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.827702709265,13.334122800847,13.580912755056
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.3202947954946,12.4504384117508,12.8853666036227
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.720316715943,13.2061245486109,13.463220632277
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.7274458442994,13.0062691909273,13.3668575176134
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.9126150289695,13.2040925289833,13.5583537789764
