"","Unnamed..0","tissue","endometriosis","severity","p227595_at","p227594_at","ZMYM6"
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05210795691525,5.98304604879878,5.51757700285702
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.33857800069918,5.67887505516917,5.00872652793418
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07913540150299,5.50252357748259,5.29082948949279
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07628664028856,5.97235540592713,5.52432102310785
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.19353285638472,2.74485021692314,2.96919153665393
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.19353285638472,3.07066757304024,3.13210021471248
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.19353285638472,3.59237771213078,3.39295528425775
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.19353285638472,3.27904368811273,3.23628827224872
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.93137611086706,2.75722209367005,2.84429910226855
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.09820023795216,2.74485021692314,2.92152522743765
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.41929524290931,3.26730272859425,3.34329898575178
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.93137611086706,2.74485021692314,2.8381131638951
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.81579316489917,4.25354881790492,4.03467099140205
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.06307158182103,3.27904368811273,3.67105763496688
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.14011925941434,2.74485021692314,2.94248473816874
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.06307158182103,2.74485021692314,3.40396089937208
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.97424617566054,3.26730272859425,3.1207744521274
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.12414530069171,3.26730272859425,3.19572401464298
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.93137611086706,2.74485021692314,2.8381131638951
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.32799559729283,6.16666120846067,5.74732840287675
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.19353285638472,3.70367849626799,3.44860567632635
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.96183793241226,2.74485021692314,2.8533440746677
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.91718151798877,4.29346896145417,4.10532523972147
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.38696133172868,2.74485021692314,3.06590577432591
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.93137611086706,2.74485021692314,2.8381131638951
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.24211431681194,3.26730272859425,3.25470852270309
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.19353285638472,3.26730272859425,3.23041779248948
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.79411593073494,3.8268037690805,3.31045984990772
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.25644317896237,3.74267051193415,3.49955684544826
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.17791512591195,3.27904368811273,3.22847940701234
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.43371202859562,3.91599034268526,3.67485118564044
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.87537407497467,3.26730272859425,3.07133840178446
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.32096437510432,3.69034249368057,3.50565343439245
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.79411593073494,3.26730272859425,3.0307093296646
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.79411593073494,2.74485021692314,2.76948307382904
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.21555601059346,3.26730272859425,3.24142936959386
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.79411593073494,3.30692673156896,3.05052133115195
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.47295658223375,3.27104449532825,3.372000538781
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.28931605115529,2.74485021692314,3.01708313403921
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.08095973076211,3.64140178294573,3.86118075685392
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.9308926640889,5.50753849517489,5.21921557963189
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.6049242738243,3.27904368811273,3.44198398096851
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97540132742316,5.45130172994225,5.21335152868271
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.69486947819056,6.29407050761509,5.99446999290283
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.06307158182103,3.80056939056269,3.93182048619186
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.76848194743957,4.26179758958371,4.01513976851164
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.06307158182103,5.38368301501161,4.72337729841632
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.61658359174252,4.6777724826627,4.64717803720261
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71014995624076,5.64808146705164,5.1791157116462
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.43912318939771,5.77348134323485,5.60630226631628
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.06307158182103,3.54213779465084,3.80260468823594
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.45193291319439,4.72934150386099,4.59063720852769
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.2529410279931,6.35245322173449,6.3026971248638
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.65277163320127,6.24191807531323,5.94734485425725
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.32429940142054,6.40935246818751,6.36682593480402
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34583485490464,6.67965748341606,6.51274616916035
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27453957816558,6.88832218319229,6.58143088067894
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35052758042732,6.16993854800687,6.2602330642171
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.9567376376054,6.4157913083053,6.18626447295535
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.91332034795084,6.30895589860346,6.11113812327715
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34419592639076,6.67061834841071,6.50740713740073
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.56083681662708,6.48238526154405,6.02161103908557
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.68206146254059,6.23887538473429,5.96046842363744
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.09053488209311,6.11476641111547,6.10265064660429
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.67277649143503,5.5023778257388,5.58757715858692
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.98695210646654,5.95433922233748,5.97064566440201
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.86547711497879,6.42933568233105,6.14740639865492
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.23302381396978,4.39363560729631,4.31332971063305
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.21333480589639,5.80387593444131,5.50860537016885
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.8705946554576,4.94051930309163,4.90555697927461
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06307158182103,3.27904368811273,3.67105763496688
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.35914410103633,2.7119811221785,3.03556261160742
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.39918823882892,3.27904368811273,3.33911596347082
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.75994854391612,4.66492296335686,4.71243575363649
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.38901507669726,2.40363136927997,2.89632322298861
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.77024761776242,3.27904368811273,3.52464565293757
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.19353285638472,3.53700840668052,3.36527063153262
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.93137611086706,3.1726329803317,3.05200454559938
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06307158182103,4.75119325214481,4.40713241698292
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.19353285638472,4.10175840721577,3.64764563180024
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.05641975466345,3.96924556945267,4.01283266205806
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.37169542620369,3.385447007337,3.37857121677034
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.06822559582955,3.50339573798258,3.28581066690607
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.08936473218119,3.27904368811273,3.18420421014696
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99108251328261,3.12032034896842,3.05570143112551
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.75125025513352,3.84243642269718,4.29684333891535
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06307158182103,4.66492296335686,4.36399727258894
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.7856236548721,4.42243656953661,4.10403011220435
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.40268068441672,2.74485021692314,3.07376545066993
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.98226516398433,3.27904368811273,3.63065442604853
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.06307158182103,4.01933081376429,4.04120119779266
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60064413066989,3.27904368811273,3.43984390939131
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.51020692469371,3.26730272859425,3.38875482664398
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.10729273252224,3.6416454967738,3.87446911464802
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.29462569958462,3.26730272859425,3.28096421408944
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.93137611086706,2.28980427770291,2.61059019428499
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.23770520829495,3.34489537967326,3.29130029398411
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.28371291903715,4.84998998098015,4.56685145000865
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.31125217993577,5.58978413482607,5.45051815738092
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9640254889936,6.31817929228002,5.64110239063681
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.5999269636118,5.38236683069961,4.9911468971557
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.13313025306319,5.62804515275355,4.88058770290837
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.98687088620605,4.66492296335686,4.32589692478146
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.21729385979541,4.65143108019457,4.43436246999499
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.4334476176099,4.01933081376429,4.2263892156871
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.14218225481206,6.14301951422582,6.14260088451894
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.30569436077085,6.32814381292126,6.31691908684606
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.15453733660231,5.50116654789925,5.32785194225078
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.93828485558963,6.57736258207342,6.25782371883152
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.00935645180669,5.86084776394285,5.93510210787477
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.87789150171716,6.44328009951729,6.16058580061723
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.80801138978344,6.56038382513561,6.18419760745953
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.73142756768227,6.69314339274518,6.71228548021373
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.27105723335165,6.76266222341847,6.51685972838506
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.60105393401462,6.58542341272189,6.59323867336825
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.64592113981241,6.21422413150875,5.93007263566058
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.07996030976941,6.6411237476517,6.36054202871055
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.0034450702562,6.2266313134345,6.11503819184535
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.4405399417769,5.91907301983134,6.17980648080412
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.67956405112975,6.55338869973908,6.61647637543441
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.87859796803295,6.00663606461612,5.94261701632453
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.6504410697512,6.4064861093508,6.028463589551
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45737325838611,5.48828943000695,5.47283134419653
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.64149522736242,6.11263121202456,5.87706321969349
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54292483327773,5.69459367199032,5.61875925263402
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.87021131931493,6.13301944016654,6.00161537974074
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.7108695486596,5.26524266882286,5.48805610874123
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.80596617513571,6.95687252275755,6.38141934894663
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.71173616527466,5.77510136354386,5.74341876440926
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1116824829757,6.43464398547764,6.27316323422667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.86520173239138,5.87884126729651,5.87202149984395
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.91633559657556,6.04696979554972,5.98165269606264
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00793531057781,5.1681957486363,5.58806552960706
