"","Unnamed..0","tissue","endometriosis","severity","p32837_at","p210678_s_at","AGPAT2"
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.36906034598263,7.46334875110516,7.9162045485439
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.29737807155405,6.852101927503,7.07473999952852
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31012560170997,6.97651938744597,7.14332249457797
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.71183029302629,7.28722317304077,7.49952673303353
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.90881863290914,7.44274212878633,7.67578038084774
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.28042291844688,6.899139853248,7.08978138584744
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62798819111869,6.88014675569569,7.25406747340719
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.99541014302946,7.46334875110516,7.72937944706731
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.55577131147219,7.46334875110516,8.00956003128868
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.33154865778974,6.95780805332695,7.14467835555834
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32619218679137,7.30902395503023,7.8176080709108
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97809892609532,7.32095912256653,7.64952902433092
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01477050355387,7.31400081314528,7.66438565834958
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.24907584720732,7.29757166915627,7.7733237581818
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.12656231849697,8.15368136484396,8.64012184167047
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4052543939845,9.19561637545928,9.80043538472189
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.01408812098745,7.58320440617483,8.29864626358114
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0806428441922,8.84103264208855,9.46083774314037
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.17243946652252,7.59706746102056,8.38475346377154
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.97092155359451,7.85450292084802,8.41271223722126
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1426237622986,8.65689958791093,9.39976167510476
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.05299042574497,7.72470006717181,8.38884524645839
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.52011133184311,8.55317793187381,9.03664463185846
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.44908539371459,8.28866902365133,8.86887720868296
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.1733175869633,8.11684191638185,8.64507975167258
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5907010612193,9.4155502450935,10.0031256531564
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.22998421783023,7.5732656712722,7.90162494455122
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.4066520118046,7.29310961340606,7.84988081260533
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.50459870649052,8.53914078545551,9.02186974597302
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65914416516262,8.11549390810621,8.38731903663442
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.59080178839596,7.80398080056002,8.19739129447799
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.7752664498761,8.70686951176311,9.2410679808196
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.87067523417442,8.28674057328121,8.57870790372781
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.57591341815586,7.43425485768994,8.0050841379229
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5610550595788,9.36046485757606,9.96075995857743
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.4907505889059,8.27944189108336,8.88509623999463
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.7230074452244,7.49355707172996,8.10828225847718
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.09024554079428,7.84684406473247,8.46854480276338
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.24740346453321,8.42111444464908,8.83425895459115
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.00942534372259,7.67753307634062,8.3434792100316
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.90746579385911,7.75836273750779,8.33291426568345
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.335350840322,8.8948577217994,9.6151042810607
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.06924304319459,7.24845960147391,7.65885132233425
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.41911751556826,7.79123519789591,8.10517635673208
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.26338551691808,6.23419033467592,6.248787925797
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.32817008009718,7.28934694823453,7.80875851416586
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.38974116877276,6.88856418765478,7.13915267821377
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.3037800408786,6.74768970284384,7.02573487186122
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.43005034886776,6.66492359874169,7.04748697380472
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87502964689158,7.72742889584598,8.30122927136878
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.76330061690846,6.85063493199504,7.30696777445175
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.91675296285462,6.73579351030546,6.32627323658004
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.28947725718995,6.63181450288102,6.46064588003548
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.16663297647668,6.69982022573903,6.43322660110785
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.55086339592343,6.51490417685594,6.53288378638968
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.16587873910339,6.4187625753126,6.29232065720799
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.1629905661247,6.1584662801484,6.16072842313655
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.78237947138207,6.88231924203403,6.83234935670805
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5686095488113,7.27665492116143,7.42263223498636
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13828806302474,6.65346968023358,6.39587887162916
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.85331209834845,7.38867227440304,7.62099218637575
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.81841897284502,6.852101927503,6.83526045017401
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.32210739467582,6.852101927503,7.08710466108941
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88503892122671,6.84336128165529,6.864200101441
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.22070804038541,6.96384626681992,7.09227715360266
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.69012171130615,6.852101927503,6.77111181940458
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31019908962412,6.41553146180903,6.36286527571657
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58229275119169,6.23401116441341,5.90815195780255
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.70576877159527,6.90606813790723,6.80591845475125
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95955295746037,5.89751295156953,5.92853295451495
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00297497301974,6.84795763373321,6.92546630337648
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.54429350527159,6.852101927503,7.19819771638729
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.6918274704095,6.81605486713021,6.75394116876985
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20344402414128,6.852101927503,6.52777297582214
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.43179779009116,7.02927746334201,7.23053762671658
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28620545978068,6.39155731433209,6.33888138705638
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.48304687049942,6.41265218434251,6.44784952742097
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.03323801978191,6.852101927503,6.94266997364246
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52325080006068,7.29473488257037,7.40899284131553
