"","Unnamed..0","tissue","endometriosis","severity","p1569189_at","p226175_at","TTC9C"
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.53767485546477,7.56348215261168,6.05057850403823
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.13426871033051,7.72851744749383,6.43139307891217
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.49968437099007,7.571818741757,6.53575155637354
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.76908934585386,6.70203069373907,6.73556001979647
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.64066206055621,7.66440078513683,7.15253142284652
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.06259133320649,8.46567778272132,6.7641345579639
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.22367898379725,7.69257422929508,6.45812660654617
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85768760686726,7.44802557784269,6.15285659235497
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55581642733252,7.99802378568769,7.2769201065101
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.27434015368435,8.12882892501321,6.70158453934878
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.98651542375184,7.8440140511989,6.41526473747537
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.67481599247676,7.81423597636958,6.24452598442317
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.7112519538892,7.33026476160272,6.52075835774596
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.68345803477507,7.91811516034822,6.30078659756165
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1264633186348,7.95412435157419,6.5402938351045
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.16756146406314,6.8907331631651,6.52914731361412
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.80654629880789,7.55775085269076,5.68214857574933
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.07323346561181,7.89767069814622,5.98545208187901
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.98592528678006,7.50755307017093,5.7467391784755
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.2929487771635,6.84078566439027,6.06686722077689
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.16038149105755,7.82336052546166,5.99187100825961
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.05975432177187,7.90529262229804,6.48252347203496
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.75583702730348,7.73702011136819,6.24642856933584
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.47736810371598,7.46806749457791,5.97271779914695
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15859520572758,7.66959183758599,5.91409352165678
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.98592528678006,7.52305553504004,5.75449041091005
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.00154584804707,7.50009904159222,5.75082244481965
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.6168073977182,7.7039996792338,5.660403538476
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.08371499661001,7.58743554059973,5.33557526860487
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.75866194825603,7.349364671553,5.55401330990452
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.09997535664167,7.83892901684102,5.46945218674135
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.62511380858852,7.64788197334472,5.63649789096662
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.73517648835892,7.38618583399273,5.56068116117583
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.86195519642842,7.95689904297802,5.90942711970322
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.99108873995811,8.10298530748694,6.54703702372252
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.06062953107575,7.3963429572633,6.22848624416953
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04410093981425,7.46864017872982,6.75637055927204
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.91114918896122,7.49238460682782,6.20176689789452
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.55081006716508,7.78788267824456,6.66934637270482
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.52646261397326,7.74561479082138,6.63603870239732
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.5519198880121,7.8988502009498,6.72538504448095
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.69518025474238,7.26214628961848,5.97866327218043
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77938381529986,8.38270831792251,7.58104606661118
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.87784753795403,7.18026404008607,5.52905578902005
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71567365629108,7.24208903888667,6.47888134758887
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.30565320116935,7.61735501337002,6.46150410726968
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.01500266923441,7.54625765971253,6.28063016447347
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.71563324338917,7.35146088983991,6.03354706661454
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1132088564811,7.31611756091671,6.71466320869891
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.65988041917232,6.91059855401524,5.28523948659378
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11781956251513,7.59777852451059,6.85779904351286
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.88241518446176,7.12870185758961,6.50555852102569
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.68267954910109,7.96574158101109,6.82421056505609
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.31199583108841,7.4138437880893,5.86291980958885
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05319630599152,7.64067270160688,6.8469345037992
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.57364246674503,7.19527021059832,6.38445633867167
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50760450813565,7.89697754136769,7.20229102475167
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.89473541042767,7.61436783296934,6.75455162169851
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.51664573456734,7.62154433795658,6.56909503626196
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.86195519642842,7.46545721309668,5.66370620476255
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.89128513681344,7.30267223017519,5.59697868349432
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.78269096910308,7.60940090224709,7.19604593567509
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.6337025397408,8.21420661735662,6.92395457854871
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.37346149018111,5.8124703438833,5.5929659170322
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64654569459562,5.95877174227702,5.30265871843632
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15168055805314,5.58253578230561,4.86710817017937
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.86195519642842,5.94911060922169,4.90553290282505
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.2445909704536,5.96706197704124,5.10582647374742
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.98592528678006,5.5673276301195,4.77662645844978
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.20287762856816,6.7504511269801,4.97666437777413
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.81254294741967,5.80354644999014,5.80804469870491
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.64887921711433,6.70881382149459,6.67884651930446
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.79264518731425,7.30530327831815,6.5489742328162
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.98037051601183,7.33076951870022,6.15557001735603
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.94027137906595,6.18676107610497,5.56351622758546
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.49027829897103,7.18668568108864,6.33848199002984
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71338026401691,6.89570123227528,6.80454074814609
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11713745455299,6.60423964177782,5.86068854816541
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.48530268449343,6.71594966734493,6.10062617591918
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.18106541822228,6.88397539960327,7.03252040891278
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.59111203125656,6.84023028633348,5.71567115879502
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.16448196021952,7.67881692525122,5.92164944273537
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.13823424292983,7.11560405488596,6.62691914890789
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52866138833295,7.128543410024,6.32860239917848
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56806624108532,7.46204832684936,7.01505728396734
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74003699692346,7.41167144305673,6.5758542199901
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.96184237260486,7.14663276278622,6.55423756769554
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.98592528678006,5.79149505059618,4.88871016868812
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.05875104158672,6.90965163032094,5.98420133595383
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.81593626235776,6.81175946002559,6.31384786119168
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77767427298748,7.41096962779957,6.59432195039352
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.23571724029228,6.77946840479424,6.00759282254326
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.19241144048012,7.20047898296338,6.19644521172175
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.94803975856815,7.18082315199185,6.56443145528
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77598071734986,7.01748617793817,6.39673344764402
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.02735042979507,7.02391842708842,6.02563442844174
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60914471378266,7.18212870080746,6.39563670729506
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.60094441025447,7.40447306828152,6.50270873926799
