"","Unnamed..0","tissue","endometriosis","severity","p209264_s_at","p209263_x_at","TSPAN4"
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0987962729993,10.9935473678338,11.0461718204165
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.18976104425959,9.25200545231501,9.2208832482873
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.50870009898904,10.2185333045324,9.86361670176072
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23126010531272,9.51305479759761,9.37215745145516
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3354707364676,10.2421415891405,10.2888061628041
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.70938933617068,9.57416616720181,9.14177775168625
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.78281047661642,9.55258228277894,9.16769637969768
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.50866641255362,9.72113522056248,8.11490081655805
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.79821084166908,9.75592860337093,9.77706972252
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.50672468369682,9.52054573513455,9.51363520941569
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.92902026898074,10.106831633965,10.0179259514729
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0360640789033,10.1714280081575,10.1037460435304
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.06652090678434,9.55339651924685,9.30995871301559
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.33619650312517,9.48750010686603,9.4118483049956
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.23400605132248,9.3690081588916,9.30150710510704
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2966412820507,9.72549202566551,10.0110666538581
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.96384524166132,9.29837224198982,9.13110874182557
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.68017263922486,9.77134313159667,9.72575788541076
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.67006632019939,9.79502809336546,9.73254720678242
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.7599846443914,9.03410921260715,8.89704692849928
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.55509988666552,8.62816665304658,8.59163326985605
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08643509448142,7.9229849510839,7.50471002278266
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.03143824350728,7.52529867792139,7.27836846071433
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81787246794538,8.15172915584422,7.9848008118948
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27524937716557,8.05292202315844,7.664085700162
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.12506220544624,7.35223531647745,7.23864876096185
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.12506220544624,7.55614792704801,7.34060506624713
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.62761001606392,8.6294889784908,8.12854949727736
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.43745350797835,8.90238910772487,8.66992130785161
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.40925602079674,9.31479949414784,9.36202775747229
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.95693338114541,6.55271966197328,6.25482652155934
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.4246495668191,6.70592900478363,6.56528928580136
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.21205062912925,8.4116576479654,8.31185413854733
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.35727157784488,7.17582493367524,6.76654825576006
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.56460933939995,7.59770024903847,7.58115479421921
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76727266555522,7.12752956505888,6.94740111530705
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46777895113422,7.73897971825782,7.60337933469602
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.03051184890768,8.077808544153,8.05416019653034
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92501479132422,8.11339369488274,8.01920424310348
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.79994209091502,6.73861730907197,6.7692796999935
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.78947185160003,7.22325101750157,7.0063614345508
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.65747831696856,6.82950932117046,6.74349381906951
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.52176871870913,7.63152912313974,7.57664892092443
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77295277977506,8.15542608878313,7.9641894342791
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.12506220544624,7.00321524938867,7.06413872741745
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2970252437591,7.76553940241955,7.53128232308933
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.15248081033878,7.46276192487179,7.30762136760529
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.40151574765284,7.7223259263247,7.56192083698877
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.28208180504522,7.22242486553673,7.25225333529098
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.64074655966256,7.5537378923047,7.59724222598363
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.4625418378546,8.62614297015934,8.54434240400697
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.22293254707162,7.21290726382357,7.21791990544759
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0490251505598,7.59215411392617,7.82058963224299
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45791917350655,7.28084917191662,7.36938417271159
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.69303842874003,6.43085094991862,6.56194468932932
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.59901226242864,6.52185571105357,6.5604339867411
