"","Unnamed..0","tissue","endometriosis","severity","p219858_s_at","p225325_at","MFSD6"
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,7.0845239845337,4.66027594994116
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,6.31571818336555,4.27587304935708
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.98906639323418,3.1125471542914
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.98284054617494,7.252111530523,5.11747603834897
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.44654611265669,4.37503986264952,3.4107929876531
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.99971176881252,7.20165543889042,5.10068360385147
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99971176881252,7.54030635957791,5.27000906419521
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.46900917100175,4.85052895784361,3.65976906442268
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,4.63854616482831,3.81912896682041
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.34454025961601,5.99094229022089,4.16774127491845
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,3.19590241085953,3.09780708983603
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,6.27262336867086,4.25432564200974
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51612391308159,11.1107705888612,9.81344725097139
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,6.13497043586612,4.56734110233932
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.9162787848495,4.57719558047435,3.74673718266193
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01447362311223,10.7225434679135,8.36850854551287
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.520672565195,4.76882572825035,3.64474914672267
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,6.40132800783162,4.70051988832207
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,6.643387298551,4.43970760694981
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,5.63709358421894,3.93656074978378
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.98284054617494,6.31320233606268,4.64802144111881
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.47456875133703,7.91765386732297,5.19611130933
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.98284054617494,5.66758831926461,4.32521443271977
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.98284054617494,5.1083956670445,4.04561810660972
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,3.93179655402385,3.08391223468624
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99711234527951,6.82704636050907,4.91207935289429
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.98284054617494,7.37179507056435,5.17731780836964
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.98284054617494,7.1295443785429,5.05619246235892
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.99971176881252,7.36996935712168,5.1848405629671
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.95711193920096,4.50639588730468,3.73175391325282
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,5.81831103788384,4.02716947661623
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.98211855628112,5.42603373419695,4.20407614523903
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.87235952799183,6.08451935948528,4.47843944373856
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.89835644360996,10.4477608727181,7.67305865816403
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.35380345524171,6.28482192489227,4.31931269006699
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.11090306973199,7.90737053939975,5.50913680456587
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99992213483412,8.49589103819737,5.74790658651574
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.42926936869361,10.59633870317,7.51280403593181
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.58282415725993,9.76903539412317,7.67592977569155
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99971176881252,7.44040107006564,5.22005641943908
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,7.35924699514323,5.17947938197787
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99971176881252,8.10708974274401,5.55340075577826
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8152413317217,10.4633421073937,8.1392917195577
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,6.73438583291154,4.86704880086203
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.24386111646841,6.48255277027077,4.36320694336959
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.45931662733787,7.79766659002662,6.12849160868224
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.17173873504137,8.78465001887592,7.47819437695865
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.20030803616409,8.2022758517987,6.70129194398139
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.9130195070121,8.54354972080377,7.22828461390793
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.07010475371036,10.505471402346,9.28778807802818
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59299661187511,8.62018399162322,7.10659030174916
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.98115287461329,7.41951318247165,6.20033302854247
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.06557166592587,10.4646038665231,9.26508776622449
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.25327067595092,9.57488950203474,7.91408008899283
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.95439815019238,8.10923157582522,7.0318148630088
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46646836287284,8.96491362711408,8.21569099499346
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.07674860317085,8.25884067563497,6.66779463940291
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.63258779787802,10.4920397231404,9.06231376050921
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.34641846777359,8.1896199320456,6.7680191999096
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77323255475318,7.99070348658449,6.88196802066884
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,6.1909242315701,4.59531800019131
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52128827949338,10.5854436484806,8.55336596398699
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,7.0216568478654,5.00224869702017
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,6.88649459600138,4.94310318240695
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,6.04998333363835,4.52484755122543
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.40867320142147,6.55938091886851,4.48402706014499
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.23602791534862,6.76884100176895,4.50243445855878
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,5.64663400658353,4.32317288769802
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05998828834162,10.3015485728079,8.18076843057476
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,5.76182842708503,4.37233448662998
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,6.25500404154237,4.61892229385866
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,8.17568341958547,5.58769759419899
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,7.86591533534911,5.43281355208081
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.71535544512057,6.86261964989008,4.78898754750533
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.95212533822693,6.48544589692575,4.71878561757634
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,7.3302812900535,5.15656091811422
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,6.85505447729525,4.92738312305389
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,8.39583359408565,5.68933707013029
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,7.4841940291679,5.24195289899021
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.8022328094408,6.57061473996679,4.68642377470379
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98936295075311,7.56761158986729,5.2784872703102
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,5.66726632096566,4.3250534335703
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.10806597599279,8.62549811350519,5.86678204474899
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,6.99305643505953,4.99638410193602
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,5.49459532551523,4.23871793584509
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.98284054617494,6.08366467929835,4.53325261273664
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.2421160660063,7.16079714780151,4.70145660690391
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.80839983427169,6.37938475597943,4.59389229512556
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.67848170256948,6.22395956121932,4.4512206318944
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7075744012645,10.3216431472967,8.5146087742806
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.439775280307,10.5568120103526,7.9982936453298
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.89130312854929,7.35378996162651,6.1225465450879
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.51301837878,9.47564778476466,7.99433308177233
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.70043646862212,7.7570926130493,5.72876454083571
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.25000555385868,7.59359708486994,5.92180131936431
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.01489067774034,7.06351426950201,5.03920247362117
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.43402463421849,6.76819297581635,5.10110880501742
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.99971176881252,6.47044657161722,4.73507917021487
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.12917109509407,8.61347898567967,5.87132504038687
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99971176881252,7.16711037355397,5.08341107118324
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.25306253861766,8.89038212758726,7.57172233310246
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.7663514820722,11.7518537520362,9.7591026170542
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.6280949918089,7.26011701045475,5.44410600113182
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.50924298733129,9.88011981122706,8.69468139927917
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.79703602561874,8.0068833828136,5.90195970421617
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.53384529324159,8.52478196096583,6.52931362710371
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.00975909129365,7.2471883959406,5.12847374361712
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.67250807704181,8.43876735470042,6.05563771587112
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.1955555678807,7.83519748464345,5.51537652626207
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.78903597160773,9.35661055822173,8.57282326491473
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.00355883860245,7.50337110427152,6.75346497143699
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.53361885569204,7.21268839317686,5.87315362443445
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.29251851457415,10.7266653570006,9.00959193578738
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.26992941998056,7.45272242900072,5.86132592449064
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29619833300339,11.2076313926579,9.75191486283065
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.65010795869409,8.60983883580829,6.62997339725119
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.84768441513426,8.26264979534161,7.05516710523793
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.75546225539857,9.96967311966642,8.3625676875325
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.97221771476171,7.4071474119099,5.68968256333581
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.99971176881252,7.42002128721405,5.20986652801328
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.06000990978675,7.87960785039112,5.46980888008894
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.99226536346913,7.33186364762318,5.66206450554616
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.06544963667654,8.13776970065768,6.60160966866711
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.0366954657893,6.86851541563534,4.95260544071232
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22330782665873,7.58654772797548,5.90492777731711
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.27468848534708,7.68673945069876,6.48071396802292
