"","Unnamed..0","tissue","endometriosis","severity","p206331_at","p210815_s_at","CALCRL"
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.31654590707982,2.44601716140831,3.88128153424406
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.35618571600593,3.97178723139858
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.51686605138163,4.06220034472388
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.66653837282072,2.35618571600593,4.01136204441332
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.45968065937276,2.35618571600593,3.90793318768934
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.33008943121829,3.95873908900476
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70463711099237,2.35618571600593,4.03041141349915
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60753463806612,2.30647528984055,3.95700496395334
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.51577893355156,2.23602791534862,3.87590342445009
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.45968065937276,2.35618571600593,3.90793318768934
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.90517490160131,2.47825136760764,4.19171313460448
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.58738874679123,2.50571960700483,4.04655417689803
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66305479665291,5.48159913034375,6.57232696349833
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.73407604002502,6.64402903579018,7.6890525379076
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70463711099237,2.35618571600593,4.03041141349915
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.08965924340375,3.13166596188516,4.61066260264445
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.26799457786553,6.28446724479925,7.27623091133239
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.7163936116466,5.31076309940895,6.51357835552778
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0114414440227,3.6540264603261,5.3327339521744
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19841312018043,4.34651553632566,5.77246432825304
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.48520520075618,2.35618571600593,3.92069545838106
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.318313562705,2.68785610207305,4.50308483238902
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.43420332180977,2.80029779805432,4.61725055993205
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09843812662327,3.53838551585654,5.3184118212399
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.41454478576862,2.57345247186095,4.49399862881478
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.57034525784531,6.42767414284651,7.49900970034591
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.06165250319885,5.46482151885589,6.76323701102737
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.05840034805175,3.15174201029326,4.6050711791725
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.79720438068587,4.02774759647241,5.41247598857914
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.60996419930597,4.60366854744064,6.1068163733733
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.90977605199538,6.88432132731584,7.89704868965561
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92470044449767,2.686127561853,4.30541400317534
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.34333114054121,7.1268472967445,8.23508921864286
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.23521868139875,5.52895953109941,6.88208910624908
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.75493059504995,2.51686605138163,4.63589832321579
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00838331082209,5.05320032413374,6.03079181747792
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.09455324707335,4.54842749941649,5.82149037324492
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.46285500696121,4.48607247643792,5.97446374169956
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14697435246551,2.90964413288448,4.52830924267499
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.70463711099237,3.00218460248592,4.35341085673914
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.32771969153396,3.34298728110729,5.33535348632063
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.35618571600593,3.90793318768934
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77915960367305,3.6807256027337,5.22994260320337
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.93408878265117,3.09551620349828,4.51480249307472
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.57339165287572,4.01653615612424
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58738874679123,2.26181778290226,3.92460326484675
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.60753463806612,2.23602791534862,3.92178127670737
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.83001044817766,2.35618571600593,4.0930980820918
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.58660655634769,5.18384248634503,6.38522452134636
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.60753463806612,2.23602791534862,3.92178127670737
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86491870589488,2.57345247186095,4.21918558887791
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92470044449767,2.36771849901878,4.14620947175823
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06034072937719,2.51686605138163,4.28860339037941
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.5327615432019,3.99622110128733
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.23602791534862,3.84785428736069
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26469643839842,2.35618571600593,3.81044107720217
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.4479273278345,2.35618571600593,3.90205652192022
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05034119921904,2.686127561853,4.36823438053602
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.23602791534862,3.84785428736069
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.00715462879758,2.54166376009559,4.27440919444659
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.63970687114403,2.61712943489392,4.62841815301898
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92470044449767,2.72249008364042,4.32359526406904
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45968065937276,2.35760901374351,3.90864483655813
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.63795029715498,2.29407895359404,3.96601462537451
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92272090962263,2.55450962499813,4.23861526731038
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.58738874679123,2.35618571600593,3.97178723139858
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04245182440104,2.57345247186095,4.30795214813099
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92470044449767,2.66625531657532,4.2954778805365
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82039810116545,5.84222051775961,6.83130930946253
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.38285837753869,5.56442274232447,6.47364055993158
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04949100918644,6.86595196901855,7.45772148910249
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.27244365163869,7.19186584805484,7.73215474984677
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.74284855937019,3.43737189549343,4.59011022743181
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.62321563357091,2.68802500892346,4.15562032124718
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92470044449767,2.53600814464557,4.23035429457162
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.41484486662196,2.686127561853,5.05048621423748
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88058912678141,3.29502381132718,5.08780646905429
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.18594036960846,2.54906638057518,4.36750337509182
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.732676333382,2.686127561853,4.7094019476175
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92297483046765,3.26413965200989,5.09355724123877
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.17396184796644,3.09244564482496,5.1332037463957
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.59538864972185,2.23602791534862,3.91570828253524
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.46469537485719,4.47140176002353,6.46804856744036
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99937267149909,2.74555205696233,4.87246236423071
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.25244594320148,2.686127561853,4.46928675252724
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.00535832045253,3.6511200909261,5.32823920568931
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.27408166881937,2.7892915923348,4.53168663057709
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.87463955904995,2.57345247186095,4.22404601545545
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.09768461072524,2.54185075000116,4.3197676803632
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.61340997370952,2.35618571600593,3.98479784485773
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.49906102300707,3.58327184229474,5.5411664326509
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.5987253786169,3.14410506806352,4.87141522334021
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.86702248400793,2.686127561853,4.77657502293046
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08884371118685,4.76885914863709,6.42885142991197
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.25980273728419,3.27185902935478,5.26583088331948
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37314722312322,2.45795389167802,4.41555055740062
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.2163832300847,2.35618571600593,4.28628447304532
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.20215233486303,5.34944397694657,6.7757981559048
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.17219225056588,2.97834788822616,5.07527006939602
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14247083082758,2.686127561853,4.91429919634029
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50515553029697,2.57345247186095,4.53930400107896
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54592611074453,2.57345247186095,4.55968929130274
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.68463911479558,2.35618571600593,4.02041241540076
