"","Unnamed..0","tissue","endometriosis","severity","p227852_at","p227849_at","RP9"
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44817326822714,3.45260243559161,5.95038785190938
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.14668467116127,3.82237698817734,5.98453082966931
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.17650254144638,3.83301485059158,6.00475869601898
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.80879435184861,4.33503891720038,6.5719166345245
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.33258610830476,2.48515124834468,4.90886867832472
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.85367261283024,4.56366116840786,6.70866689061905
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.25861983604999,3.45260243559161,5.8556111358208
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.80179614928455,4.01772653253734,5.90976134091095
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93043573658568,3.90148406340366,5.91595989999467
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.95058193111488,2.79513878551875,5.37286035831682
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7730304556372,4.50307034325375,6.63805039944547
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.99540789478677,3.45260243559161,5.72400516518919
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.16597671882775,3.45260243559161,5.30928957720968
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.33904411713566,4.32457182301568,6.33180797007567
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.64863441061577,3.45260243559161,5.55061842310369
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.10916067207865,2.35656471689592,5.23286269448728
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34362059264794,3.29937452215359,5.32149755740076
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.40319745036096,3.45260243559161,5.42789994297628
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.96468546969888,2.55553198216076,5.26010872592982
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.19833780745709,3.86277804719355,6.03055792732532
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.21180386853982,4.74002969157578,6.9759167800578
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.01917683480911,2.63179884285856,5.32548783883384
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3396191076787,3.45260243559161,5.89611077163516
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39731351841909,4.42437618203743,6.41084485022826
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.29979362196435,4.32822210575172,6.31400786385803
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.51454261080372,3.29937452215359,5.90695856647865
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21449885911959,3.37083351208207,5.79266618560083
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.67050965162349,3.45260243559161,6.06155604360755
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.40868614908459,4.36687923409882,6.8877826915917
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.60448909423193,4.34962461786041,6.47705685604617
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.45179824062014,2.59367501642226,5.5227366285212
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.28238807586363,3.15139242238303,5.71689024912333
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.87401578324238,4.25901115363427,6.56651346843833
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.11882217995984,3.79567545663365,6.45724881829675
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.14621532351708,3.58273761548468,6.36447646950088
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.10152071304654,3.89981817110578,6.50066944207616
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.18834656205788,4.35463256037179,6.77148956121484
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.28019362956364,4.01528999794173,6.64774181375268
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.94332631329787,3.95050517814519,6.44691574572153
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83420423022509,4.11777273537304,6.47598848279907
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.08599185936267,3.71674237996423,6.40136711966345
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0479809946753,4.18828541409997,6.61813320438763
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.34155584089063,4.86650461358948,7.10403022724005
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.98169075092774,4.26984982573728,6.62577028833251
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.0838473879322,3.45260243559161,6.26822491176191
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.03362422928636,4.27916626507971,6.65639524718303
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.22300234102568,4.24418334221609,6.73359284162088
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.61848780432203,3.23926069599899,5.92887425016051
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52334416514633,3.45260243559161,5.98797330036897
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.8987775869713,3.48912184610875,6.19394971654003
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.45854441348893,2.79742370453774,5.62798405901334
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.42676086679349,3.45260243559161,5.93968165119255
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.27992427032823,3.29937452215359,5.78964939624091
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.29074757969913,2.9556504156663,5.62319899768271
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.40181793799647,2.4418400396903,5.42182898884338
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.57671715988721,3.45768738175596,6.01720227082158
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.97489220927513,2.65140062684205,5.31314641805859
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.62309973670631,3.45260243559161,6.03785108614896
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.32132744849389,4.2557195122313,6.28852348036259
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.56953990075286,4.16735586614638,6.36844788344962
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.55126798808808,3.45260243559161,6.00193521183984
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.26363009453628,3.77754283753892,6.0205864660376
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66053433585804,4.26055455609177,5.96054444597491
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43368755261721,3.45260243559161,5.94314499410441
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.13625140677823,3.29937452215359,5.71781296446591
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65545992336762,3.45260243559161,6.05403117947961
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.76325580053258,3.45260243559161,5.60792911806209
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47268540826833,4.01026898024934,6.24147719425883
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.10059107622641,2.95768158908808,5.52913633265725
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.45921975560575,3.59334166824916,6.02628071192745
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.83747686292964,3.45111006852385,5.64429346572675
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.58335583549269,3.03516801118218,5.30926192333744
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17464090082228,2.71712810788254,5.44588450435241
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.38600042784265,4.18768848229992,6.28684445507128
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.74582721074125,2.75465915722976,5.25024318398551
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.59698952726856,2.57024978058233,5.08361965392545
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.59540915373097,2.66005226387577,5.62773070880337
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.41330371575993,3.64564576444389,6.02947474010191
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34362059264794,3.29937452215359,5.32149755740076
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34362059264794,2.55553198216076,4.94957628740435
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.80910788598944,2.23602791534862,5.02256790066903
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.43688037492916,3.29937452215359,5.36812744854138
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34362059264794,3.16242464445239,5.25302261855017
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97047384288016,3.29937452215359,5.63492418251687
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01838072300678,3.29937452215359,5.65887762258019
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.29222917001951,3.53197931012374,5.91210424007163
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.37330353318573,3.53587173593918,5.95458763456246
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.93331946264492,4.87835825990984,6.90583886127738
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.24061664134553,3.45260243559161,5.84660953846857
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.08335967703954,3.45260243559161,5.76798105631558
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.49254385922373,3.47324770624427,5.982895782734
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.38395416207736,3.49353076893378,5.93874246550557
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20957120666746,3.62408869419625,5.91682995043185
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.9793812870673,3.45260243559161,5.71599186132945
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.01815319040703,3.45260243559161,5.73537781299932
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.86340045846042,3.45260243559161,5.65800144702601
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.02957449951441,4.50572505668269,6.76764977809855
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.05317357249342,3.96455599463844,6.50886478356593
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.17887269287951,4.50629118899563,6.84258194093757
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.47772407280481,3.45260243559161,5.96516325419821
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67534116413359,4.5445530481761,6.60994710615484
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.33800727049691,3.46134599544358,5.89967663297024
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.42827368002939,3.45260243559161,5.4404380578105
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1476351267324,3.69448225458318,5.92105869065779
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70404560213956,3.44401596064931,5.57403078139443
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.8427455431719,4.44250025650648,6.64262289983919
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.17534118153187,3.45260243559161,5.81397180856174
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.99728187859988,3.45260243559161,5.72494215709574
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.94321386338457,3.84147656712651,6.39234521525554
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.31307841108953,3.76009877076064,6.03658859092508
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.18425469249572,4.68017042904249,6.93221256076911
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.7346487697179,4.38355484486647,6.55910180729219
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.7858692139348,3.84013002433824,6.31299961913652
