"","Unnamed..0","tissue","endometriosis","severity","p64440_at","p224514_x_at","IL17RC"
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.49766490412015,7.36319769113608,5.93043129762811
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.26117486596329,7.77366599331324,6.51742042963826
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.66488447276895,8.71486239508116,7.18987343392506
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.59093399575057,7.85195904162949,6.72144651869003
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.8852868186938,8.8338660655537,7.85957644212375
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.08802419174234,8.3088422709735,7.19843323135792
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.61593077842153,7.46701213089055,6.54147145465604
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.96951688708642,7.36043859660361,6.16497774184502
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.67686255823941,6.31682412202705,5.49684334013323
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.51954101125398,7.89446259589312,6.70700180357355
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.48781000526271,7.61614064485255,6.55197532505763
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00129666894478,6.16337552292836,5.58233609593657
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.19583553646975,7.47751575912466,6.33667564779721
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.7086895897941,7.73766753609943,6.72317856294677
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22318328690978,7.10489929514817,6.66404129102898
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.92351885791116,6.68395553434834,5.80373719612975
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.69337077891743,6.60798723258648,5.65067900575196
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5748656075107,6.25604045115912,5.41545302933491
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.82062097186843,7.53668056023064,6.67865076604954
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.94404403931865,7.82394307289389,6.88399355610627
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22529575956023,5.44757931715879,4.83643753835951
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.16855552801041,5.14221904614822,4.65538728707932
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.39682980997474,5.65405451969704,5.02544216483589
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.39001151162059,5.914981841238,5.15249667642929
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.8070194602201,6.63918862157109,5.72310404089559
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.73422884799374,6.30245399324354,5.51834142061864
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.35437257168558,5.97493207455402,5.1646523231198
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.2432987587584,5.51511991216013,4.87920933545927
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.44835738777013,5.92642383747719,5.18739061262366
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.00190012456772,5.30987457612968,4.6558873503487
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91060154702239,5.62506266752571,5.26783210727405
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20215518715443,5.48669518655812,4.84442518685628
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.56240711317371,6.65720761697682,5.60980736507527
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.31227842060677,5.38085382902202,4.84656612481439
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18086513506789,5.22473293982623,4.70279903744706
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26641628402557,6.65720761697682,5.9618119505012
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.62411463029754,6.65720761697682,5.64066112363718
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.279554492653,7.28267919787532,6.28111684526416
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.56434247401027,7.34606226454804,6.45520236927915
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.71919762245302,8.29783623216469,7.00851692730885
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14556002718333,7.64423877454451,6.89489940086392
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.92351885791116,7.16602960152179,6.04477422971648
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.82534537572238,7.33015479809142,6.5777500869069
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.6244666035369,7.44852644239167,6.53649652296428
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.17346020057398,7.97663251949366,6.57504636003382
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.4018044385648,7.30072724141012,6.35126583998746
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.42344093736512,6.65720761697682,5.54032427717097
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.89629711022071,7.91028352158864,6.40329031590468
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.59690861085606,7.07591941361046,5.83641401223326
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2985933794405,7.24046556834948,6.26952947389499
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09330216071952,7.51425760577692,6.30377988324822
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.93834157895238,7.90732249922771,6.42283203909004
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.83720236911074,8.19597172005959,6.51658704458517
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.04452568584541,6.68395553434834,5.86424061009687
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.45202149571873,6.44981067327292,5.45091608449582
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.38401386247236,7.5605310480295,6.47227245525093
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.09773241212775,7.88811267672471,6.49292254442623
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.56904860890449,6.99043041973075,5.77973951431762
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.46125276985774,7.19475933361126,6.3280060517345
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.28533818628394,7.87393581507509,6.57963700067952
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.73090709142528,6.68395553434834,6.20743131288681
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.75273693787702,6.84836283145338,5.8005498846652
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.14515388805468,7.6274318991875,6.38629289362109
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.86887089233056,8.13900828064137,7.00393958648596
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.06723125942597,7.20349730283485,6.13536428113041
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.11579171258885,7.26055212888133,6.18817192073509
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.92351885791116,6.18962840362079,5.55657363076597
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.96864718230546,5.55102097410745,5.25983407820646
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.40384985636239,6.65720761697682,6.03052873666961
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92361880142588,6.45174435996801,6.18768158069694
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26323396758706,6.22559424742331,5.74441410750519
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.42441583205083,5.78644537529226,6.10543060367154
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26354317488887,6.60696062736176,5.93525190112531
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",4.14659166605539,6.38732409766378,5.26695788185959
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.32879812838625,5.80015872969392,5.06447842904008
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.15017768342072,5.33968359805513,4.74493064073793
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.52057599747083,5.9031934115365,5.21188470450367
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.18578493468994,5.49283963113366,4.8393122829118
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.05555988834227,5.084225914031,4.56989290118663
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.40490917704483,6.17618572991004,5.29054745347744
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5987778279537,5.48060902045869,5.0396934242062
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.81325249996759,6.47833007210314,5.64579128603537
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.17730188534729,6.01678485306623,5.09704336920676
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.54841409042236,4.90333207525205,4.7258730828372
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.08017716393711,5.37128539334924,4.72573127864317
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15412308625354,5.65891940972186,4.9065212479877
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.31397823067743,5.80573044199657,5.059854336337
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.27399224138322,5.5878962995528,4.93094427046801
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.03897574570136,5.42225985891604,4.7306178023087
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.23769444181177,5.62609439345224,4.93189441763201
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.29662451611625,6.09722496815004,5.19692474213315
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.53893731908816,5.56203399613641,5.05048565761228
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17735229542257,5.42579548152362,4.8015738884731
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.24352591994943,5.60577117079093,4.92464854537018
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.22100352513174,5.56887883250679,4.89494117881927
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.52451357121599,5.09678327635021,4.8106484237831
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18966668352319,5.58645094055127,4.88805881203723
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.78581015753873,5.83958936253692,5.31269976003782
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20845688336336,4.52090771117766,4.36468229727051
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.09995911904516,5.19465949046487,4.64730930475501
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.01117552349014,5.29890724581118,4.65504138465066
