"","Unnamed..0","tissue","endometriosis","severity","p64899_at","p218509_at","PLPPR2"
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.37338502562445,8.06871299469793,7.72104901016119
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.15839929238888,6.81595803682105,6.48717866460496
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.01094998699209,7.70958395399213,7.36026697049211
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.39494008298327,8.43911834447585,7.91702921372956
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.80516713144099,7.36483803086689,7.08500258115394
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.33688668201276,8.46254473775462,8.39971570988369
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99594156601911,7.14874186091612,6.57234171346762
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.61476003561382,7.32917649086349,6.97196826323865
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50461071609084,8.15184835382162,7.82822953495623
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.10777781732776,7.5311630038276,7.31947041057768
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.19880142249144,7.89138839139796,7.5450949069447
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.18304666531779,8.0789440292259,7.63099534727185
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.92570180061244,7.86597915511136,7.3958404778619
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.40776011615635,7.94763653960651,7.67769832788143
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32146819986422,8.28562275118679,7.8035454755255
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.24956758653981,8.49569352319052,8.37263055486516
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.18114325707878,7.54836061106599,7.36475193407239
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.15549571420403,7.14874186091612,6.65211878756008
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61691694634153,7.47402088055514,7.04546891344834
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.81655736543336,6.10878585571263,5.462671610573
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66439959594774,8.49820393870924,8.08130176732849
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9214006083141,7.21862100976222,7.07001080903816
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70483754016788,6.81792514726524,6.26138134371656
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.41922956384169,7.14874186091612,6.78398571237891
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.13494008884333,7.65857786256569,7.39675897570451
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86521321746259,7.524641616272,7.19492741686729
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.67172886803313,7.16364264651653,6.91768575727483
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.98359820282651,7.028738503663,6.50616835324475
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56403240031891,6.24648577303812,5.90525908667851
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.87780626534933,8.16693808698176,8.02237217616555
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66873813059588,8.20752485168436,7.93813149114012
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.22510128345158,6.02219975103731,5.12365051724445
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61916471330097,5.80099442841836,5.21007957085966
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.39605342225642,5.810466877351,5.60326014980371
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.06518105767432,6.27925249345486,5.67221677556459
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.66713484838357,5.48204569261657,5.07459027050007
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.94443222961129,5.97438808687903,5.45941015824516
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.22461217848817,5.74960448217629,5.48710833033223
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.82741786417129,5.46838619508643,5.14790202962886
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.13506645827356,5.88345695954727,5.50926170891042
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.01200440330938,5.81721946564428,4.91461193447683
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.43654035762338,6.27446255091832,5.85550145427085
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.196284631479,6.21501467272667,5.70564965210284
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.78332714320978,6.56003990633987,6.17168352477483
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.39296125746312,5.92421562814251,5.15858844280281
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.79167822629201,6.13283797062499,5.4622580984585
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.91335831211828,7.54450955245778,7.22893393228803
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.08069327733083,7.01060034926186,6.54564681329635
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.41324127543994,7.14874186091612,7.28099156817803
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.2604738028761,8.10436982766452,7.68242181527031
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.43612058410475,8.50334675100764,8.46973366755619
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70134034925421,8.02712313807222,7.86423174366321
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.16134810546547,7.14874186091612,7.15504498319079
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.61807398547659,7.24181600303707,7.42994499425683
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.70748516758372,7.14874186091612,6.92811351424992
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.24250564719047,8.00675199939818,7.62462882329432
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.28352684919964,8.42537877387584,8.35445281153774
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.66077142583142,7.14874186091612,6.90475664337377
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.67177791480089,7.60826731162721,7.14002261321405
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.62231393137895,7.6048533563608,7.61358364386987
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90177497974255,7.60570303825248,7.25373900899752
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.31344858237937,7.2721260909788,6.79278733667909
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.727442309042,7.73812337392856,7.23278284148528
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.01744269861561,7.14874186091612,6.58309227976586
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.18508060962517,7.31551349856866,7.25029705409692
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.43577082121979,7.14874186091612,6.79225634106795
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.83804915525475,7.5315671624935,7.18480815887412
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.92905504747084,8.64374860616682,8.28640182681883
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.90195844066142,7.42958175865147,7.16577009965645
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.16192909061146,7.74145011262808,7.45168960161977
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77864376473782,7.71576046874523,7.24720211674152
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03461622871566,7.3345920757383,7.18460415222698
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.34398506517169,7.14874186091612,6.74636346304391
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.78201934295888,7.81384071199734,7.79793002747811
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.67764816669706,8.14887897760873,7.91326357215289
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.0276214289493,7.78541866711036,7.40652004802983
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1360479845186,7.02422627273213,6.58013712862537
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.11329382456144,6.6713198149518,5.89230681975662
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31270001063671,7.08687924062793,6.69978962563232
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29280866050211,7.14874186091612,6.72077526070911
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.42504307739282,7.14874186091612,6.78689246915447
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.49541283168988,6.83498225593762,6.66519754381375
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34363926079452,7.1732856408401,6.75846245081731
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.16352183241177,7.25806671103569,6.71079427172373
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.87054904329077,7.27077436542902,7.07066170435989
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.83915245639304,7.14874186091612,6.99394715865458
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",5.00254519558245,6.34192426013215,5.6722347278573
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.97963162362394,6.70737154942711,6.34350158652552
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48248955771543,7.14432060118657,6.813405079451
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99443948853259,6.10816704349073,5.55130326601166
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.5570290193738,6.17848280485321,5.86775591211351
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99204544713117,6.65149101856024,6.3217682328457
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49553579121403,6.34537358091621,5.92045468606512
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80396788222081,6.95425250166715,6.87911019194398
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89269795037032,7.18471401332094,7.03870598184563
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.48227177554897,5.42018339588637,4.95122758571767
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.74938282482303,6.16777500523519,5.45857891502911
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.08357731311762,6.0704174460877,5.57699737960266
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76278522477576,6.17819418564355,5.97048970520965
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77255443284955,6.29434008948249,6.03344726116602
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.81115392480523,6.36218975644235,6.08667184062379
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.32655768295929,6.83094864932197,6.57875316614063
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.2880832889998,5.83218716526329,5.56013522713155
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.09292243656321,6.70070428774695,6.39681336215508
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.08707418443289,5.99873875030283,5.54290646736786
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99742062357933,6.72604836318829,6.36173449338381
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.69477917639089,7.14461453982319,6.91969685810704
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.98468580164091,5.71730433709523,5.35099506936807
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.82400885432908,6.28444748728602,6.05422817080755
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.28544517543087,6.1417483354929,5.71359675546188
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.33357899816396,5.98676351488237,5.66017125652317
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.00868756082217,6.07127161944344,5.53997959013281
