"","Unnamed..0","tissue","endometriosis","severity","p202604_x_at","p214895_s_at","ADAM10"
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.14242329732622,7.62834899026471,6.88538614379546
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.76137390113953,7.56757154718037,6.66447272415995
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.19610227411317,7.47437068761867,6.83523648086592
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.30529973640095,7.31382817150825,6.8095639539546
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91217504423711,4.12387719215065,4.51802611819388
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72760069979661,7.19270414739236,6.46015242359448
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.12805775001333,7.36877005079311,6.24841390040322
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17214248626219,5.53490711780191,4.85352480203205
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33563353155747,6.7459520488045,6.04079279018099
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.573165924119,5.76318706961494,5.16817649686697
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.27514925768835,5.25009089305843,4.76262007537339
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.3836674990961,3.08678733340664,2.73522741625137
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.44724787599391,5.70635755534964,5.07680271567177
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.07788723845007,6.05772159041672,5.56780441443339
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9126826121868,4.58137621251324,4.24702941235002
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9126826121868,5.06006923555765,4.48637592387223
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.68062117200951,3.98550254072969,3.8330618563696
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.573165924119,4.7279634310918,4.6505646776054
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.65282774017607,6.30917979755006,5.48100376886307
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9126826121868,4.7279634310918,4.3203230216393
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.4215684804722,5.18566915563952,4.80361881805586
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.573165924119,5.06676797084113,4.81996694748007
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.91873841401796,4.50602346498129,4.21238093949963
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.29697604152548,2.36891116630562,2.33294360391555
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.48942137099572,3.86622169114187,3.17782153106879
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.17507388084153,4.47890624982724,4.32699006533439
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.38648508621414,6.20488650640674,5.29568579631044
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.33887572940727,5.14766875497626,4.74327224219176
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.25721745877474,3.98550254072969,3.12135999975221
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.00322906949725,5.43317576745978,4.71820241847851
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.93437521023268,5.22969647731644,4.58203584377456
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.82760592082765,4.67460519101965,4.25110555592365
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.82435505895219,4.46678088159461,4.1455679702734
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.8858164547131,4.7279634310918,4.30688994290245
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.78324029265296,4.96124199546222,4.37224114405759
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.82435505895219,4.46189649064107,4.14312577479663
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.9126826121868,5.47621056002093,4.69444658610387
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.93276732372559,5.58737504658403,4.76007118515481
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.11816607806832,7.7227591092808,6.92046259367456
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28492878745672,7.02815136234076,6.65654007489874
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.81897953593372,7.51067262506425,6.66482608049898
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.28736157801654,7.59447868237056,6.94092013019355
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1581315585029,7.26601040362454,6.71207098106372
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.64863589395775,6.57213698678578,5.61038644037176
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.65856424758508,5.84430310403625,5.25143367581066
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.69855859854268,5.42852995215277,4.56354427534773
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1129094512322,7.03582759218187,6.07436852170703
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.23500196170125,6.04731071740309,5.14115633955217
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.17154567685656,6.31083951264317,5.74119259474987
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.67710576222195,6.75432384013179,5.71571480117687
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.41951706800278,6.35212488574202,5.8858209768724
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.2546744288748,7.39081564744785,6.82274503816133
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.86479567374017,7.61284480940531,6.73882024157274
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4448242285306,7.57244910690592,6.50863666771826
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.39892165658157,7.00538134117653,5.70215149887905
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14588588677599,7.16310297860729,6.65449443269164
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.85805106022871,7.88796441728137,6.87300773875504
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.573165924119,6.01664209490044,5.29490400950972
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.94947242284134,6.12635005596904,5.03791123940519
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.14567175504296,6.8354902145153,5.99058098477913
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.01693644543428,6.9889977237958,6.50296708461504
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.19141129410294,7.27508714393188,6.23324921901741
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.87325733055852,6.32675630016251,5.60000681536051
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.93851570667218,7.30981382294513,6.62416476480866
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.26257871203031,7.19340006510244,6.22798938856637
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.9057766659018,6.72870118915539,5.81723892752859
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.63565732448557,6.68507666216223,5.6603669933239
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.28286278726598,7.25132640134814,7.26709459430706
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91597972353544,6.74110745571468,5.82854358962506
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.23226555667968,7.2382916922088,6.73527862444424
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.74751222326144,6.28442657911451,5.51596940118798
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.573165924119,6.7651327651882,5.6691493446536
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.2809641884268,6.54138352913046,5.41117385877863
