"","Unnamed..0","tissue","endometriosis","severity","p212158_at","p212157_at","SDC2"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.8738187211099,6.45705133332883,8.66543502721936
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.017455395463,5.07237848266599,7.54491693906449
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0950358208701,5.79156852408416,7.94330217247713
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2831910915561,5.07237848266599,7.67778478711105
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.14794017560131,3.76777501396418,6.45785759478274
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2495844072835,5.07237848266599,7.66098144497474
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0739924957436,6.90370810241897,8.98885029908129
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4964927623126,5.77034883426493,8.63342079828877
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1708532595346,5.33907477849853,7.75496401901656
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.3143358103966,5.16438440929995,7.23936010984827
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.9822914824317,6.18741394674481,8.58485271458825
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.7475424046,4.48217073362461,6.61485656911231
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.080584902867,5.17779210706574,7.62918850496637
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.3353480222316,8.88588364121677,10.6106158317242
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.98976688889774,5.29732512365008,7.64354600627391
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.6575913938667,4.78935226476755,7.72347182931713
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.2947166586493,8.8748158726772,10.5847662656632
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.7076998178173,6.2182759583065,8.4629878880619
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.08490572340849,4.48217073362461,6.28353822851655
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.7039891634004,7.35434355515373,9.52916635927707
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.1298196685204,6.52672109945255,8.82827038398647
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4359354502958,6.39572620819003,8.41583082924291
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0309333670782,6.28660875269669,8.65877105988745
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.80279539156354,5.16775507587895,7.48527523372124
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.2819921191928,7.27158786680111,9.27678999299695
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.42108355140602,5.07237848266599,7.24673101703601
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.7341554967894,5.41690887521679,8.07553218600309
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7753209881785,5.93308706001458,8.35420402409654
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.47681176219927,4.48217073362461,6.97949124791194
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.3422284760978,5.07237848266599,7.2073034793819
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.73914899196312,6.05525538017095,7.89720218606703
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2303987977971,5.07789609610046,7.65414744694878
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3328104625829,5.54736421932276,7.94008734095283
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0288617986864,7.40552703379724,9.71719441624182
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.024100274535,7.53609740435696,9.28009883944598
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8940709580422,6.58915268262543,8.74161182033382
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9287692109045,7.58559290035445,9.25718105562948
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1793551907555,7.76335640540849,9.47135579808199
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.9226440420158,7.68369421642231,9.80316912921906
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.0948147552036,6.8417896460588,8.9683022006312
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2290542661859,8.05645774048281,9.64275600333436
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.066886874806,7.67760140682646,9.37224414081623
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5480820096381,7.55619670868408,9.55213935916109
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5952529863,7.85286695387012,9.72405997008506
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1714801115988,5.74807957515327,7.95977984337603
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.635094418781,8.10130287572846,9.86819864725473
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6881917044826,9.27082790819743,10.97950980634
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6267694693611,9.19663276791139,10.9117011186362
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6782134525868,9.22694161128724,10.952577531937
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6400500664677,9.37616426179688,11.0081071641323
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.6405014226289,9.06098615603069,10.8507437893298
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.0073849026141,9.81126463930312,11.4093247709586
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8846786098927,9.71256662031975,11.2986226151062
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.0082197147129,8.99425365620788,10.5012366854604
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8910805903609,8.90626094039448,10.3986707653777
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5651845211332,9.12297605170823,10.8440802864207
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.2696802231102,8.89681796913727,10.5832490961237
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5334888159564,9.44431725552624,10.9889030357413
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7733450378809,9.22735460986512,10.500349823873
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.8610532055312,9.777466160478,11.3192596830046
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5460504870215,9.06941410016096,10.8077322935912
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.3752879603542,6.2159503027627,8.29561913155845
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.4396587851604,8.99323452833717,10.7164466567488
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2539138172556,8.73675297052764,10.4953333938916
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6047172393839,7.1984247940343,8.9015710167091
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1722621386628,6.01106452180823,8.09166333023552
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6098559408821,6.32173850141834,8.46579722115022
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2813308082687,8.64988925667429,10.4656100324715
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.7838685526037,7.77201164806515,9.77794010033442
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.5342829931928,8.71469042189452,10.6244867075437
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.67578912104557,4.68083191041702,7.1783105157313
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.1480728826477,6.46292728847775,8.80550008556273
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8305954414731,7.87483083525786,9.85271313836548
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6283670634353,6.96660835911525,8.79748771127528
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5997473098971,7.41323610336409,9.50649170663059
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.4572670576592,6.69795452122693,8.57761078944307
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0579079503251,5.02457663846622,7.54124229439566
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.65822683963177,4.48217073362461,6.57019878662819
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.04010316852727,5.33031200501567,7.18520758677147
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0010566993325,8.1973083028111,10.0991825010718
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.1004265781559,8.25842812606563,10.1794273521108
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.5377406354709,7.49111362909438,9.51442713228264
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9730776772575,6.63322382976279,8.80315075351015
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.2042214766929,6.72542941824732,8.96482544747011
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0538171409486,6.77302020982588,8.91341867538724
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0810495649298,8.51332973352583,10.2971896492278
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7643694224932,6.36625455109724,8.56531198679522
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.2153159882813,7.52143788432929,9.3683769363053
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.8670165664951,7.42894938619677,9.64798297634593
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.6441650245983,7.47068966432768,9.55742734446299
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6207851224989,6.60922514137769,8.61500513193829
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3746280696961,7.72638331754649,9.55050569362129
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7788044410926,7.07134399642926,8.92507421876093
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.0934696819153,7.85317342425127,9.47332155308328
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.6638349702895,7.30981045910378,8.98682271469664
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.7332133641875,7.75236561993284,9.24278949206017
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.5791960476114,8.54257893750493,10.0608874925582
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9101232717411,9.07854591003588,10.4943345908885
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.9057659373895,8.44304772765581,10.1744068325227
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.199432735124,7.98561564531164,9.59252419021782
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.9341923129482,7.84922481792371,9.39170856543596
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",11.7619894862291,8.19499788235992,9.97849368429451
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.758580727236,9.29967120999819,11.0291259686171
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.9141924458827,8.35640514600554,10.1352987959441
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.3267669521265,7.64234502407558,9.48455598810104
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.7244969667143,7.84879724637434,9.78664710654432
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8730606747236,7.75230881687799,9.31268474580079
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0670351751671,8.68527187185885,10.376153523513
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.7856560930298,9.42465861935952,11.1051573561947
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.9360736456525,9.31529719071263,11.1256854181826
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3775757505317,9.28462717805887,10.8311014642953
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.7580596899333,9.68501548338195,11.2215375866576
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.7813182473183,8.69299870751563,10.237158477417
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.9052853586658,6.92359892453918,8.91444214160249
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.496468946839,8.8082191912352,10.6523440690371
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.6624264955019,9.08106000514597,10.8717432503239
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.236473102459,8.57561611340225,10.4060446079306
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.6202005322073,8.1387093370748,9.87945493464105
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.521778522699,8.98315084892861,10.7524646858138
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.5265364884564,8.99010389127543,10.7583201898659
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.2644679131281,8.76930172872831,10.5168848209282
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.3558785099752,8.31053105833131,10.3332047841533
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.6151532522572,8.45171028929332,10.0334317707753
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.2117705798245,7.92348248363015,9.56762653172733
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.1745690323225,8.9795037133269,10.5770363728247
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.3477187862638,8.93044575752693,10.6390822718954
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.8903740482267,8.44896810182586,10.1696710750263
