"","Unnamed..0","tissue","endometriosis","severity","p225888_at","p227245_at","p236816_at","NAA25"
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83726464198749,3.82739350417158,5.43633387002831,4.70033067206246
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.29807794371231,3.85284530401807,6.31293866994456,4.48795397255831
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.04376529447009,4.98431502699713,8.26699120784847,6.4316905097719
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.5978193786574,3.82739350417158,3.48122037394469,3.30214441892456
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.91911069875097,4.25592710120037,6.54514262040206,4.90672680678447
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4454947355668,4.74384079284429,7.68564847405277,5.95832800082129
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.07093211425122,4.31952619958806,6.08729101700702,4.4925831102821
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.98969344376372,4.02988111108219,6.56160710754008,5.19372722079533
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.4856187928411,3.82739350417158,4.02815087052885,3.78038772251384
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.02501285653708,3.94413017687049,6.3567468937704,4.44196330905932
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.88593512723303,4.39158955841261,7.2766041539854,5.18470961321035
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.0448776299649,3.82739350417158,6.40170670770623,4.42465928061424
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.21505515825754,3.8475426561539,6.16136378431029,4.40798719957391
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.59997201961109,4.15994806287923,4.77261886013906,4.17751298087646
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.75519916401159,3.83312873099745,5.9115044512796,4.83327744876288
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.03881310524517,5.17001455311382,7.1567057900048,5.7885111494546
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.75660993231326,4.13407203808577,5.19278182617405,4.69448793219103
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.19891884591684,4.40035741332164,4.96748908144195,5.18892178022681
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.17682498647679,3.93639081663462,6.20063986057557,5.10461855456233
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92226169065949,5.37524090557302,6.79059478033687,6.02936579218979
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49837410877858,5.91738989717232,6.69541664584425,6.37039355059838
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70392508255961,4.43214603119176,6.04988621047526,5.06198577474221
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45068366531396,4.08431534555192,6.31929482446338,5.28476461177642
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.00177535786585,4.758109521866,4.51903124661567,5.09297204211584
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.24573951165974,5.14831038358525,7.15559227272491,6.18321405598997
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26223320567803,4.95575817689516,6.80790925302645,6.00863354519988
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79529396279298,6.31721988104209,7.3193149588254,6.81060960088682
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.72076586293167,5.1601373872574,7.6238100765236,6.16823777557089
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.92226169065949,5.24934105761071,4.46385505162828,5.21181926663283
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.70008675554898,5.0065090481764,2.77033401530183,4.82564327300907
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.50612505810276,5.57334680598556,2.67789557748138,4.91912248052323
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.94402424977451,5.66822904110538,5.05944209528869,5.89056512872286
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.30998047482352,5.48852225789453,2.77033401530183,4.85627891600663
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37148762299434,5.19857133643041,3.16276465794533,4.91094120579003
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.64587358706586,5.6601734417733,4.00676341691819,5.43760348191912
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.84445320695782,5.94417733432942,3.57785040962798,5.45549365030507
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.76514230339307,6.01644194366519,3.25374084218209,5.34510836308012
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.47463658786915,5.37123750211927,4.35494244908434,5.40027217969092
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62052697378171,5.72274910719671,2.70826430051105,5.01718012716316
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61959183701146,5.66896021909724,2.77033401530183,5.01962869047018
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91051856414586,6.1295742095803,2.67789557748138,5.23932945040251
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.1163163613874,5.29897130938365,5.15222953057868,5.52250573378324
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.492801376861,5.74574047238028,3.02881645392113,5.08911943438747
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.88296843372454,5.8008727699249,3.08172947072259,5.25519022479068
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.60037900652001,4.61478125799339,4.93660017983172,4.38392014811504
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75449770055659,4.70099485121582,6.1553331764504,5.5369419094076
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05128508636,5.12954345834179,4.70442577262496,5.29508477244225
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.19039251128135,4.15206355424413,6.33748458332741,5.22664688295096
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.08861207935679,4.88741358076349,6.39912692958442,5.45838419656823
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.52799260013738,4.68971036186206,6.42087034283537,5.21285776827827
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.11010658466479,4.20976345903549,5.93731840944157,5.41906281771395
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.32884793063706,4.17850373362537,6.53405220393276,5.0138012893984
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.73102242541165,4.75446959189525,7.18718756808858,5.55755986179849
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.2161124063071,3.78517207401641,7.42880939039491,5.47669795690614
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.2202795280049,3.82739350417158,5.86582975807451,4.637834263417
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.45107579270053,5.81406206176765,8.29663395566794,6.85392393671204
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.00357670307555,3.91940225207151,6.87305700707357,4.93201198740688
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.64502637663394,4.8758580870825,7.71772053746191,6.07953500039278
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.20283750274478,4.48598141533561,7.04880504070217,5.57920798626085
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.81058996628962,4.79225765031818,7.35424447232749,5.6523640296451
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92226169065949,3.70419458047958,7.76835974187132,5.7982720043368
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.18558193630555,3.82739350417158,5.82538243901034,4.27945262649582
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54044634073627,4.19550219947684,7.36186288127313,5.69927047382875
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.42918025776605,6.18669858262719,7.92854950422264,6.84814278153863
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.16453232573056,4.72909117331332,7.64531714214018,5.84631354706135
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.46155273490764,3.66437959441047,4.25930963385726,4.12841398772512
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.80038734162312,4.84433081539999,7.67206529598991,5.77226115100434
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33611089603515,4.24678340704076,7.70931317641649,5.7640691598308
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.22703102178665,4.25123759254781,6.55285609183699,5.34370823539048
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.88593512723303,3.42098589250834,6.79106981493707,4.69933027822615
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.89899137646869,3.82739350417158,4.24839783931167,4.65826090665065
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.75928536313835,4.25792542721095,7.38580433597386,5.80100504210772
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.49787568970266,3.82739350417158,5.61902530721956,4.64809816703127
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.95768715919743,4.00499491301007,6.9787914836937,5.31382451863373
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.92933538437885,4.63345658854665,6.81878317773098,5.79385838355216
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.06350315174375,3.61603130078055,2.67789557748138,4.11914334333523
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.97304727848695,3.52706956902149,2.70826430051105,4.06946038267316
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.13053251369245,3.60785205413334,3.03316417114226,4.59051624632268
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.49822217245394,3.66437959441047,2.76877970286951,4.31046048991131
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.6881905820012,3.66437959441047,2.70826430051105,4.68694482564091
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.92226169065949,3.82739350417158,2.70826430051105,4.15263983178071
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.51605852525845,3.60785205413334,2.91915739230112,4.34768932389764
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.02914746961043,5.14913222085481,6.96367444948412,6.38065137998312
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.97013342145241,3.72013729403332,2.99062509622588,4.56029860390387
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.01816650741735,5.68191673603845,6.89800163658315,6.53269496001298
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.78157609517604,4.83773436815715,5.16844739144999,5.59591928492773
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.41728496876239,5.65976761252007,5.18029015564893,6.08578091231046
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.87069122534377,4.72209747049568,6.35716361092283,5.98331743558743
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.14233822364446,5.23981365174414,5.26423391961405,5.88212859833422
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79742751332108,4.25434657349689,4.21822046277003,5.089998183196
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.33123912842612,5.07646004182623,3.89239925820746,5.1000328094866
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.08905054111916,5.21748703346902,4.94249923345756,5.74967893601525
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52440160297813,4.64702500099875,5.8441990675652,5.67187522384736
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.8242288371192,5.57233036359142,4.99665637481722,5.79773852517595
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.4781060326352,4.34446465472121,5.48358739804846,5.43538602846829
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.66867081924414,5.75264178896304,5.84109924338475,6.08747061719731
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90207247479256,5.13521443764355,4.02980660542382,5.35569783928664
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.37178996174374,4.86342528464832,4.8981502131982,5.37778848653009
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7005967239732,4.33229257374616,4.91680369200925,5.31656432990954
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.89652264477773,3.88610393052601,6.89725316249694,5.89329324593356
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.23431540502529,4.68032719429574,4.99425209614587,5.30296489848897
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.83157051206386,4.20709941015889,4.05243232572301,5.03036741598192
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.79224563077015,5.86265947139534,5.9042592885085,6.18638813022466
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.47412211275389,4.53619775017519,4.37362499290854,5.46131495194587
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.99142705643345,3.66437959441047,5.17834670483957,4.94471778522783
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.62304627292701,5.85420724656415,5.97624352086743,6.15116568011953
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.35960183513221,5.48834647520375,5.33371595961723,5.72722142331773
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.87716705664208,5.19087372495692,5.5088054213895,5.8589487343295
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68200712663826,5.02836802725663,4.00041482397267,5.23692999262252
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.90646863381163,4.31437161833437,2.72784614582646,4.64956213265749
