"","sample","tissue","endometriosis","severity","p203208_s_at","p232314_at","MTFR1"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.549534,2.236067,5.3928005
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.449009,2.236067,5.342538
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.957114,2.236067,5.0965905
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.860288,2.236067,5.0481775
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.15148,2.236067,4.6937735
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.373995,2.236067,4.805031
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.52737,2.236067,5.3817185
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97723,2.236067,5.1066485
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.768091,2.236067,5.002079
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.469061,2.236067,4.852564
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.453358,2.236067,5.3447125
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.846201,2.236067,4.541134
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.253163,2.236067,4.744615
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.863632,2.236067,5.5498495
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.493415,2.236067,5.364741
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.045043,2.236067,5.140555
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.58825,2.236067,5.4121585
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.181845,2.236067,5.208956
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.181845,2.236067,5.208956
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.068681,2.236067,5.652374
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.742942,2.236067,4.9895045
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.377912,2.236067,4.8069895
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.255918,2.236067,5.2459925
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.252024,2.236067,5.2440455
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.226225,2.236067,5.231146
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.988806,2.236067,5.1124365
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.654251,2.236067,5.445159
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.026172,2.236067,5.1311195
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.496678,2.236067,4.8663725
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.465153,2.236067,4.85061
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.901162,2.236067,5.0686145
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.181845,2.236067,5.208956
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.22682,2.236067,5.2314435
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.620709,2.236067,5.428388
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.828188,2.236067,5.5321275
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.181845,2.236067,5.208956
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.060013,2.236067,5.64804
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.943245,2.236067,5.589656
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.521402,2.236067,5.3787345
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.175359,2.236067,5.205713
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.018122,2.236067,5.6270945
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.319993,2.236067,5.77803
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.560142,2.236067,5.3981045
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78939,2.236067,5.5127285
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.518292,2.236067,5.3771795
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.352273,2.236067,5.29417
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.883455,2.236067,6.059761
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.712818,2.236067,5.9744425
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.533245,2.236067,5.884656
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.618564,2.236067,5.9273155
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.219265,2.236067,5.727666
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.421271,2.236067,5.828669
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.564707,2.236067,5.900387
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.341744,2.236067,5.7889055
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.268837,2.236067,5.752452
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.655501,2.236067,5.945784
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.5399,2.236067,5.8879835
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.650582,2.236067,5.9433245
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.654747,2.236067,5.445407
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.890647,2.236067,6.063357
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.951368,2.236067,6.0937175
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.255,2.236067,5.2455335
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.875115,2.236067,5.555591
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.040337,2.236067,5.638202
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.377002,2.236067,5.3065345
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.050186,2.236067,5.1431265
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.181845,2.236067,5.208956
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.00886,2.236067,5.6224635
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.443513,2.236067,5.33979
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.159265,2.236067,5.197666
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.122066,2.236067,5.1790665
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.029244,2.236067,5.1326555
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.89807,2.236067,5.5670685
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.291126,2.236067,5.2635965
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.804108,2.236067,5.5200875
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.691785,2.236067,5.463926
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.181845,2.236067,5.208956
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.730672,2.236067,4.9833695
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.181845,2.236067,5.208956
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.697374,2.236067,5.4667205
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.109047,2.236067,5.672557
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.9836,2.236067,5.6098335
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.326032,2.236067,5.2810495
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.766879,2.236067,5.501473
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.472261,2.236067,5.354164
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.582982,2.236067,5.4095245
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.394221,2.236067,5.315144
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.937731,2.236067,5.586899
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.479704,2.236067,5.3578855
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.606899,2.236067,4.921483
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.260727,2.236067,5.248397
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.526956,2.236067,5.3815115
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.610372,2.236067,5.4232195
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.21852,2.236067,5.2272935
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.921441,2.236067,5.078754
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.310676,2.236067,5.2733715
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.420168,2.236067,5.3281175
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.108505,2.236067,5.172286
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.246275,2.236067,5.241171
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.798453,2.236067,5.51726
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44536,2.236067,5.3407135
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.821457,2.236067,5.528762
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.730017,2.236067,5.483042
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.198897,2.236067,5.717482
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.717219,2.236067,5.476643
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.883021,2.236067,5.559544
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04123,2.236067,5.6386485
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.423716,2.236067,5.8298915
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.090924,2.236067,5.6634955
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.041472,2.236067,5.6387695
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.683334,2.236067,5.9597005
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.903981,2.236067,5.570024
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.912806,2.236067,5.5744365
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.970601,2.236067,5.603334
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.991354,2.236067,5.6137105
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.994272,2.236067,5.6151695
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.844297,2.236067,5.540182
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.471178,2.236067,5.8536225
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.13914,2.236067,5.6876035
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.314192,2.236067,5.7751295
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.350398,2.236067,5.7932325
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.740651,2.236067,5.488359
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99916,2.236067,5.6176135
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.223542,2.236067,5.7298045
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.495309,2.236067,5.865688
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.681791,2.236067,5.958929
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.554934,2.236067,5.8955005
