"","sample","tissue","endometriosis","severity","p228594_at","p226946_at","p229299_at","NADK2"
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.714226,5.673804,3.973384,6.12047133333333
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.712455,6.539264,4.880998,6.37757233333333
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.518489,6.009049,5.49308,6.67353933333333
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.824854,5.461468,3.398772,5.22836466666667
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.433446,5.193967,3.439759,5.355724
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.206333,5.158385,3.963865,5.442861
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.996048,3.433101,3.878245,5.10246466666667
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.036672,5.200974,3.529082,5.255576
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.583856,4.578938,3.164987,4.775927
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.638121,4.057584,2.785161,4.82695533333333
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.435973,4.638524,3.206544,5.09368033333333
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.331251,5.687966,4.057678,5.69229833333333
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.898549,3.270965,3.205566,4.79169333333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.137823,4.544613,2.481073,4.72116966666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.236062,4.638524,3.439759,5.10478166666667
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.655221,4.611621,3.545557,5.27079966666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.20658,4.627443,2.237298,4.357107
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.006035,4.54186,3.404424,4.98410633333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.373916,6.629532,5.29596,6.76646933333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.436887,4.638524,3.398772,5.158061
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.900754,4.415545,3.545557,5.28728533333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.092651,5.624275,3.973843,5.56358966666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.428212,5.120862,3.398772,5.31594866666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.951256,4.638524,3.398772,5.32951733333333
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.682093,4.306161,3.545557,5.51127033333333
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.004245,4.014396,2.591129,4.20325666666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.689715,4.627443,3.439759,5.25230566666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.279665,4.377909,3.587839,5.41513766666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27918,4.74971,3.416843,5.14857766666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.111668,4.630908,3.545557,5.42937766666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.154417,4.616901,3.439759,5.070359
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.159142,4.627443,3.545557,5.110714
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18722,4.819612,2.647746,4.88485933333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.593207,4.638524,2.280861,4.83753066666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.151496,5.119823,2.236067,4.83579533333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.949878,4.627443,3.177219,4.91818
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.548873,4.515635,3.398772,5.15442666666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.209893,4.638524,3.337745,5.062054
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.209893,4.638524,3.700516,5.18297766666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.323848,6.828607,4.77122,6.641225
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.661567,4.638524,3.545557,5.28188266666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.074681,5.699013,3.545557,5.43975033333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.751976,7.297725,5.037187,6.69562933333333
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.209893,6.283428,3.545557,5.679626
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.561124,5.315307,3.963865,5.613432
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.806657,5.699013,4.14565,5.55044
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.981971,6.000434,4.235562,6.07265566666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.301634,4.937776,4.155502,5.798304
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.312711,6.933186,4.84004,6.361979
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.520728,5.234784,3.770656,5.50872266666667
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.313716,4.996907,3.793848,5.368157
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.238933,7.340482,5.854632,7.47801566666667
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.924454,6.985823,5.807201,7.23915933333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.124506,7.265195,6.198093,7.52926466666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.676659,7.396742,6.210711,7.42803733333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.384015,6.744191,5.916942,7.34838266666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.136973,7.342799,6.311661,7.59714433333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.967664,7.147489,5.909121,7.34142466666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.725833,7.657367,6.277922,7.55370733333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.101381,6.903815,5.759638,7.25494466666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.03479,7.159253,6.23057,7.474871
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.554706,7.351726,5.965332,7.290588
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.84903,7.450679,5.944028,7.414579
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.992118,5.203768,3.963865,6.05325033333333
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.707925,7.417795,5.829668,7.31846266666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.909754,7.438613,6.26038,7.536249
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.962278,5.217829,3.978313,5.71947333333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.439587,6.434442,3.709946,5.861325
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.729507,6.182498,4.31822,6.07674166666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.738238,5.699013,3.963865,5.800372
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.054056,4.627443,3.431939,5.371146
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.060546,4.635904,3.398772,5.03174066666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.452669,5.934112,4.641046,6.342609
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.639782,5.629718,3.439759,5.23641966666667
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.103679,5.203576,3.239896,5.18238366666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.051447,4.638524,3.545557,5.41184266666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.970939,4.628942,3.439759,4.67988
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.888574,5.699013,4.049991,5.87919266666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.605367,4.638524,3.439759,5.22788333333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.209893,4.962722,3.545557,5.23939066666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.223413,4.958215,3.963865,5.381831
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.440212,4.638524,3.449757,5.17616433333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.866589,4.014396,3.398772,5.42658566666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.963157,4.638524,3.495861,5.36584733333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.482948,5.699013,3.963865,5.71527533333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.754104,5.911444,4.503544,6.056364
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70142,4.640804,3.439759,5.260661
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.252244,4.014396,3.439759,4.902133
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.483231,4.402798,3.545557,5.143862
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.209893,4.996277,3.599295,5.26848833333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.027192,4.754313,3.677217,5.48624066666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.209893,4.014396,3.398772,4.87435366666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.630861,5.083875,3.661587,5.45877433333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.617321,4.805532,3.398772,4.94054166666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.209893,4.638524,3.206496,5.01830433333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.429807,5.184806,3.907472,5.840695
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.562231,5.824951,3.963865,5.78368233333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.887839,6.136281,5.132253,6.718791
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.007257,6.148389,4.386591,6.514079
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.384188,5.699013,4.206167,6.096456
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.093643,5.838083,4.91799,6.28323866666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.306107,6.222131,4.38336,6.303866
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.481186,5.984692,3.545557,5.67047833333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.231552,4.638524,3.545557,5.47187766666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.964776,5.865769,5.394541,7.07502866666667
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.186876,5.994091,6.293748,7.15823833333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.545644,5.815716,4.513988,6.29178266666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.378881,6.073791,5.368303,6.940325
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.284603,6.362968,5.584485,7.077352
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.330367,5.973313,3.963865,6.422515
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.751981,5.975002,5.437089,6.72135733333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.657677,6.613809,5.16244,6.81130866666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.968375,6.843677,5.400521,7.07085766666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.336897,6.777314,5.742386,7.28553233333333
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.403893,6.091985,4.264428,6.25343533333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.388166,7.282681,5.650307,7.44038466666667
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.30525,6.286719,4.917076,6.83634833333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.47778,6.289609,4.954813,6.90740066666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.192909,7.008416,5.663235,7.28818666666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.723742,5.948999,4.338554,6.33709833333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.890559,6.084307,5.056356,6.677074
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.115323,6.911464,4.935512,6.987433
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.657426,6.69258,4.987502,6.77916933333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.984826,6.102418,5.134887,6.74071033333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.121813,6.76565,5.190788,7.02608366666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.961719,7.022689,5.700955,7.22845433333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.116187,7.432147,4.927855,6.492063
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.315715,6.40352,5.079859,6.93303133333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.348284,6.424134,4.271996,6.348138
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.169504,6.638337,5.015523,6.94112133333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.041045,6.518644,5.094631,6.88477333333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.886013,6.480134,4.968233,6.77812666666667
