"","sample","tissue","endometriosis","severity","p200742_s_at","p200743_s_at","p214196_s_at","TPP1"
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.288379,10.19288,5.078403,8.186554
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.155829,10.842656,6.384991,9.12782533333333
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.131718,11.083831,8.117772,9.77777366666667
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.292605,10.924522,5.800996,9.006041
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.478582,11.018382,7.536432,9.67779866666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.854483,9.462254,6.570752,8.29582966666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.595146,9.380722,7.44782,8.47456266666667
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.25658,10.311377,6.384991,8.65098266666667
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.617919,9.822679,6.612204,8.68426733333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.605309,10.420312,7.458632,9.16141766666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.710057,9.428801,6.558549,8.232469
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.596504,10.401974,6.148705,8.71572766666667
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.906656,9.888711,7.098949,8.964772
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.306511,10.333537,7.149801,8.92994966666667
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.009997,9.720407,4.930021,7.88680833333333
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.437368,10.755341,6.384991,9.19256666666667
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.119467,9.984554,7.131014,8.74501166666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.739117,10.457992,5.940898,8.712669
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.96424,9.818809,5.556427,8.11315866666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.628013,9.803887,6.692489,8.70812966666667
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.662025,9.750417,6.763465,8.391969
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.49467,11.818194,7.47486,9.92924133333333
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.367802,9.688828,5.466095,8.17424166666667
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.999519,10.924565,6.259412,9.06116533333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.631707,11.27406,6.619662,9.50847633333333
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.300942,9.449554,5.268651,7.673049
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.823179,9.952742,5.39997,8.05863033333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.56088,10.760673,8.476234,9.59926233333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.448918,10.599594,6.384991,9.144501
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.130988,8.889637,5.72281,7.581145
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.958293,9.835673,6.120447,8.30480433333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.569057,10.196128,6.983883,8.916356
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.359385,10.382246,7.412214,9.384615
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.587041,10.367874,6.801264,8.91872633333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.453678,10.778074,6.742981,8.99157766666667
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.427903,10.091928,5.695367,8.405066
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.460078,10.047584,5.399896,8.30251933333333
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.097079,10.884361,6.519987,9.16714233333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.565924,10.486125,6.525717,8.85925533333333
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.783877,10.393704,5.968941,8.71550733333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.837157,10.141047,6.877706,8.95197
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.366351,11.459004,6.746673,9.52400933333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.551322,10.547318,6.384991,8.827877
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.394957,11.088147,7.758829,9.41397766666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.845006,9.999479,5.555068,8.13318433333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.509806,10.334157,6.575133,8.80636533333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.571216,10.589347,6.041628,8.73406366666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.592095,8.718407,5.268496,7.19299933333333
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.124276,9.019361,5.294615,7.47941733333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.629028,8.743333,6.627966,7.66677566666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.624236,10.701329,7.398975,9.24151333333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.615963,8.921516,5.671059,7.73617933333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.923278,9.760716,7.410636,8.69821
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.018086,9.318589,6.817469,8.05138133333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.080426,8.823789,5.710634,7.538283
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.315157,9.427159,6.218424,8.32024666666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.228364,8.694746,5.294615,7.40590833333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.711632,9.367795,5.767416,7.94894766666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.058617,9.886317,5.39997,8.114968
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.960797,9.764292,5.478311,7.73446666666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.708274,8.999901,4.971259,7.226478
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.601481,8.405919,5.39997,7.13579
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.998277,11.999815,7.464724,10.154272
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.348593,10.923739,6.525959,9.266097
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.84083,10.096664,6.460912,8.46613533333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.196327,10.998257,6.384991,9.19319166666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.870612,10.450014,6.492443,8.93768966666667
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.369611,11.462929,6.877953,9.57016433333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.568777,10.481593,6.776075,8.94214833333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.070416,10.806875,6.651888,9.176393
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.487462,10.804291,5.915908,9.06922033333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.036246,9.879355,7.885229,8.93361
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.704439,11.979575,7.595919,10.093311
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.894415,10.421469,6.239769,8.85188433333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.211079,10.092106,6.457215,8.92013333333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.40724,11.477911,5.952183,9.27911133333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.633837,10.980675,5.839152,8.817888
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.968346,10.730993,6.637278,9.11220566666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.454703,9.088513,7.823844,8.45568666666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.983732,10.561458,5.39997,8.31505333333333
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.369973,10.516963,6.168338,8.68509133333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.742048,9.630692,5.110195,7.827645
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.75047,10.964338,5.898308,8.87103866666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.591801,10.344567,6.359733,8.765367
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.782138,10.280068,5.508847,8.52368433333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.795533,10.922375,5.856361,8.85808966666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.270129,10.606319,5.991226,8.622558
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.78574,11.205715,8.41273,9.801395
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.98031,10.150099,5.294615,8.14167466666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.554312,11.469854,6.295726,9.439964
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.648513,10.591986,6.355973,8.86549066666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.778707,10.403954,5.917793,8.70015133333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.75386,10.56564,4.979211,8.43290366666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.132487,10.460955,7.496298,9.02991333333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.462351,9.987486,7.159316,8.86971766666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.200736,10.207956,7.029007,8.81256633333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.091005,9.856346,7.382358,8.77656966666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38033,9.707817,7.800017,8.629388
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.258557,9.512367,7.50049,8.42380466666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.321445,9.810371,6.46013,8.19731533333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.22927,10.551169,6.552929,8.77778933333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.234568,11.018234,6.905728,9.05284333333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.05241,9.506767,5.854179,7.804452
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.576593,9.72567,5.746841,8.016368
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.622839,10.537615,6.12318,8.427878
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.427156,9.456353,5.106411,7.66330666666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.768736,11.117547,7.740239,9.20884066666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.250728,9.972133,5.919289,8.04738333333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.307211,10.038858,6.327089,8.224386
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.242868,10.231899,6.709182,8.39464966666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.827021,11.057011,7.064929,8.982987
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.903937,9.18878,5.190836,7.427851
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.170147,9.651807,6.045188,7.955714
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.603933,9.523497,5.811459,7.64629633333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.054099,9.781862,6.446274,8.09407833333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.882464,11.512409,7.598805,9.66455933333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.520707,9.730106,5.957956,8.06958966666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.449133,10.619279,6.353049,8.47382033333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.141293,10.184097,6.422372,8.58258733333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.51221,9.795676,5.365978,7.891288
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.72198,9.295355,6.007641,7.674992
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.157241,9.989963,5.956032,8.034412
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.770382,10.991618,7.552436,9.104812
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.969461,9.605247,5.861277,7.811995
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.335309,10.579447,6.843606,8.919454
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.971076,9.500187,5.627873,7.699712
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.069128,9.559474,6.041751,7.89011766666667
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.098316,9.569549,6.076074,7.91464633333333
