"","sample","tissue","endometriosis","severity","p206488_s_at","p209555_s_at","p228766_at","CD36"
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.957093,8.731661,8.753483,8.48074566666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.370686,7.015001,5.276013,6.22056666666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.61632,3.088906,3.667621,3.45761566666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.61632,2.542736,3.05654,3.07186533333333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.578205,3.496341,2.957708,3.34408466666667
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.053122,7.253122,7.83766,7.38130133333333
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.574675,6.949049,8.066248,7.863324
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.204896,5.264673,7.111997,6.52718866666667
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.591794,6.610959,6.685344,7.29603233333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.833103,3.869983,5.615885,4.77299033333333
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.61632,2.879811,2.761456,3.08586233333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.924567,3.455585,3.513072,3.29774133333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.231428,11.080069,10.566075,10.9591906666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.459918,5.264673,7.407077,6.710556
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.313562,10.291096,9.319862,9.97484
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48081,8.065653,6.306008,7.284157
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.960584,9.405126,8.74351,9.36974
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.449976,7.506626,6.752978,7.23652666666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.246745,8.707093,7.485289,8.81304233333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.763165,9.908782,8.638555,9.436834
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71884,5.942856,6.064238,6.241978
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.543083,9.820397,9.965038,10.109506
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.926446,6.913909,6.597863,6.81273933333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.61632,2.575763,2.592061,2.928048
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.587279,2.820681,2.309302,2.905754
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.931314,8.173592,8.369622,8.49150933333333
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.677195,3.468276,5.207298,4.78425633333333
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.513837,3.088906,3.533145,4.37862933333333
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.571591,10.437242,9.961159,10.3233306666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.306415,5.264673,6.360653,6.31058033333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.931045,3.900173,3.230377,4.353865
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.496825,8.421659,8.541182,8.81988866666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.901055,6.874648,5.219045,6.664916
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.484189,6.138874,4.923528,5.51553033333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.146777,9.78332,8.740584,9.22356033333333
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.261404,4.488327,5.523064,5.424265
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.374717,10.584126,9.329434,9.762759
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.059861,3.455585,3.648023,4.05448966666667
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.125678,5.234138,4.558464,4.97276
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.822722,7.759606,4.917855,6.83339433333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.267648,11.205572,9.609917,10.694379
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,2.55515,2.928615,3.03336166666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.216194,9.515756,8.461619,9.39785633333333
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,3.632556,4.455237,3.901371
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.620595,6.876925,5.081389,6.19296966666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,3.883366,3.353302,3.61766266666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,2.748726,2.264725,2.87659033333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.244391,8.145417,8.149527,8.51311166666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,2.875618,3.353302,3.28174666666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.132763,2.836387,2.664372,2.87784066666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.159214,7.839998,7.796067,7.93175966666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.193266,8.613577,8.282476,8.36310633333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.919683,3.088906,2.666669,3.225086
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.243715,6.433598,7.272565,7.316626
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.660169,6.270777,6.501822,6.47758933333333
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.010764,8.330869,8.872619,8.40475066666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.707791,8.985438,7.975297,8.222842
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.643626,4.278522,5.047193,4.98978033333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.323581,5.953151,5.200723,5.82581833333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.782247,8.092494,8.687192,8.85397766666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,2.999827,3.513072,3.37640633333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.470756,7.822059,8.728698,8.34050433333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.626993,3.597439,2.309302,5.17791133333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.375661,2.554509,2.312415,3.08086166666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,3.101056,3.345687,3.35435433333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.929838,5.620673,5.481701,5.34407066666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,4.331236,2.972403,3.63998633333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.61632,3.720158,2.319149,3.21854233333333
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.818591,7.50945,6.686558,7.33819966666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.454431,9.367217,8.569445,9.13036433333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.520294,7.261329,5.261768,6.347797
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.350084,8.677254,8.230201,8.41917966666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.31525,7.575462,7.523156,7.47128933333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.165878,5.983257,6.5035,6.55087833333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.99202,2.542736,2.264725,2.599827
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.132763,2.485456,2.46137,2.69319633333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",2.819718,2.236067,2.309302,2.455029
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.983485,10.361663,9.651793,9.665647
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.617364,3.455585,5.019816,4.03092166666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.734387,9.130487,9.672241,9.51237166666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.983465,8.994602,8.523133,8.83373333333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.359144,3.844073,5.999761,5.40099266666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.335084,9.826383,9.024989,9.72881866666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.100365,3.108439,4.735019,3.98127433333333
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.069156,8.24504,8.058381,8.12419233333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.365881,9.42128,8.085353,8.95750466666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.702808,6.432956,7.384869,6.840211
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.135164,5.224024,5.566319,5.30850233333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.596042,7.878728,7.202316,8.22569533333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.154494,6.665349,7.269578,7.029807
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.61632,3.509426,4.569726,3.89849066666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.526342,9.197484,8.832403,9.18540966666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.51435,6.660397,6.863778,7.01284166666667
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.540879,7.700065,7.410367,7.88377033333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.637393,11.086055,10.857265,10.5269043333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.310375,8.254372,7.754323,8.43969
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.34579,9.625726,10.473896,10.1484706666667
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.398471,2.542736,3.353302,3.09816966666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.400436,3.156547,3.719857,3.42561333333333
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.367089,3.474915,3.513072,3.451692
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.693941,3.088906,3.353302,3.37871633333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.293053,7.961543,7.943783,8.06612633333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.029397,3.118579,3.513072,3.55368266666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.61632,3.088906,3.941511,3.54891233333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.178486,3.458081,3.786506,3.807691
