"","sample","tissue","endometriosis","severity","p204355_at","p212674_s_at","DHX30"
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.737729,9.928902,9.8333155
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.50442,9.959598,9.732009
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.939509,9.423817,9.181663
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.282465,9.97598,10.1292225
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.084241,9.260153,9.172197
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.282586,9.271144,9.276865
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.78357,9.62373,9.70365
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.416214,9.622869,9.5195415
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.697982,9.749375,9.7236785
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.36267,9.797236,9.579953
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.55282,9.746775,9.6497975
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.482868,9.63122,9.557044
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.007837,9.98443,9.9961335
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.77934,9.767312,9.773326
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.946887,10.070915,10.008901
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.093342,9.755615,9.9244785
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.948618,9.97475,9.961684
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.806886,8.358156,8.082521
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.631048,9.724524,9.677786
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.939331,9.034279,8.986805
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.791646,8.736552,8.764099
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.508921,9.69917,9.6040455
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.514963,9.494698,9.5048305
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.995607,8.950887,8.973247
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.950789,9.044031,8.99741
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.677376,8.587644,8.63251
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.460032,8.583439,8.5217355
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.194582,9.993518,10.09405
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.125368,9.714038,9.919703
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.489102,8.361325,8.4252135
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.459307,8.548436,8.5038715
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86941,8.63469,8.75205
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.571507,8.640713,8.60611
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.382469,8.468253,8.425361
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.650922,8.416924,8.533923
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.678253,8.571951,8.625102
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.708161,8.58297,8.6455655
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.310031,8.459403,8.384717
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.574088,8.569419,8.5717535
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.639913,8.279214,8.4595635
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.542026,8.571951,8.5569885
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.700468,9.065891,8.8831795
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.520569,8.600292,8.5604305
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.876962,8.613505,8.7452335
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.509691,9.559514,9.5346025
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.895282,9.110605,9.0029435
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.341667,9.064526,9.2030965
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.085439,9.660358,9.8728985
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.231343,10.150861,10.191102
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.939335,9.791922,9.8656285
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.765055,9.4484,9.6067275
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.190513,10.059255,10.124884
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.293217,9.534651,9.413934
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.917359,10.192637,10.054998
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.296657,10.078656,10.1876565
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.209223,9.342181,9.275702
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.466636,9.781244,9.62394
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.750822,9.890442,9.820632
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.224639,9.449245,9.336942
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.224446,9.456095,9.3402705
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.665962,9.766719,9.7163405
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.532373,9.465295,8.998834
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.889992,9.794085,9.8420385
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.764257,9.674516,9.7193865
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.433628,9.256025,9.3448265
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.544745,10.356763,10.450754
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.37671,9.688306,9.532508
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.436829,9.578256,9.5075425
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.735944,9.759655,9.7477995
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.374466,10.225123,10.2997945
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.582766,9.735332,9.659049
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.43094,10.176838,10.303889
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.100559,9.877443,9.489001
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.553651,9.472365,9.513008
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.837565,9.799545,9.818555
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.902569,8.009197,7.955883
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.247769,8.475992,8.3618805
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.763112,8.759857,8.7614845
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.768403,9.010645,8.889524
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.389707,8.50953,8.4496185
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.721983,8.678045,8.700014
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.277955,9.157029,9.217492
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",8.126815,8.170411,8.148613
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.91843,8.571951,8.7451905
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.537875,8.613127,8.575501
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.34058,8.479789,8.4101845
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.003736,8.802389,8.9030625
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.742061,7.748484,7.7452725
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.636563,8.571951,8.604257
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.688342,8.571951,8.6301465
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.151185,8.118262,8.1347235
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.979212,8.656453,8.8178325
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.586766,8.440725,8.5137455
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.371523,8.129572,8.2505475
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.667966,8.59919,8.633578
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.458603,8.324959,8.391781
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.458283,8.283093,8.370688
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.526743,8.418292,8.4725175
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.398586,8.188825,8.2937055
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.067044,8.198744,8.132894
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.051153,7.560067,7.80561
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.154242,8.292588,8.223415
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.929837,8.47147,8.7006535
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.865117,8.539188,8.7021525
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.276316,8.200233,8.2382745
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.784734,8.420864,8.602799
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.170216,7.994987,8.0826015
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.577401,8.361504,8.4694525
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.602922,8.35454,8.478731
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.891278,8.571951,8.7316145
