"","sample","tissue","endometriosis","severity","p202270_at","p202269_x_at","p231577_s_at","GBP1"
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.444604,8.179578,7.585068,8.40308333333333
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7134,8.273812,8.015623,9.000945
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.087436,3.769785,4.948751,5.26865733333333
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.985531,5.984837,6.169861,6.71340966666667
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.235298,8.040978,7.643406,8.639894
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.656803,7.971802,7.687542,8.43871566666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.052217,8.178435,7.901136,8.710596
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.681594,7.063169,6.954743,7.566502
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.977099,6.001779,5.766365,6.58174766666667
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.142961,6.682203,6.46513,7.09676466666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.321914,8.725529,9.061879,9.369774
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.373172,8.9409,9.084201,9.466091
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.228767,8.08152,8.441624,8.91730366666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.639837,9.136562,9.127908,9.634769
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.130477,7.994922,8.14891,8.758103
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.769411,7.081258,7.130329,7.66033266666667
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.819202,8.967988,9.082406,9.62319866666667
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.592141,7.476669,7.604713,8.22450766666667
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.017622,9.170512,9.34772,9.84528466666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.962478,8.025581,7.998119,8.66205933333333
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.131511,9.834169,9.605811,10.190497
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.823094,9.115959,9.164721,9.701258
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.013984,9.108674,9.287417,9.470025
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.359703,8.620244,8.573901,9.184616
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.30432,8.270784,8.526728,9.033944
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.101001,9.27592,9.106613,9.82784466666667
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.991322,7.354675,7.117483,7.82116
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.039149,6.76789,6.797461,7.53483333333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.563057,7.702011,7.558993,8.274687
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.589246,5.291098,5.863433,6.581259
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.773083,7.338342,7.289576,7.80033366666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.502096,8.321494,8.921578,9.24838933333333
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.192053,6.615927,6.444723,7.08423433333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.507395,7.071777,6.394267,7.32447966666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.877152,6.732866,6.456618,7.35554533333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.742463,6.129865,5.898952,6.92376
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.879686,8.81512,8.996252,9.563686
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.792891,6.656908,7.197285,7.549028
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.440292,7.970299,7.841193,8.41726133333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.226032,8.63791,8.597838,9.15392666666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.299401,7.850017,8.354649,8.50135566666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.142084,6.552232,7.073334,7.25588333333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.475599,4.360995,4.559834,5.13214266666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.192007,7.330699,7.760643,8.09444966666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.959825,8.060456,8.568184,8.86282166666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.475191,8.126905,8.1705,8.92419866666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.014606,5.089082,5.423959,5.842549
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.127626,7.330927,7.284802,7.91445166666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.948588,9.154618,9.052439,9.71854833333333
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.027166,5.010159,5.630265,6.55586333333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.815258,7.859251,7.760281,8.47826333333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.295617,6.732732,7.451788,7.82671233333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.173621,8.298031,8.485457,8.985703
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.651742,5.673007,5.121302,6.14868366666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.467208,6.233123,6.735817,7.14538266666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.535577,4.769472,5.109142,5.80473033333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.315571,9.559965,10.025019,9.96685166666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.402184,8.991892,8.80843,9.067502
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.974953,9.982676,10.03758,9.998403
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.284708,9.729076,10.190808,10.0681973333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.844241,9.114289,8.712876,8.89046866666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58261,8.01147,8.123002,7.57236066666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.109008,9.160703,9.052971,9.10756066666667
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",11.632865,8.189376,8.618393,9.48021133333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.096002,7.470596,8.033899,8.533499
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.439135,8.283548,8.733769,8.81881733333333
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.537948,7.066638,7.544999,8.04986166666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.381476,9.431131,9.939066,10.583891
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.337529,10.550005,10.943743,11.2770923333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.893508,7.964461,8.320641,9.05953666666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.417272,7.247713,7.673732,8.446239
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.395711,8.658462,9.07713,9.71043433333333
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.802738,6.184938,6.898921,7.62886566666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.469375,7.843398,8.421357,8.91137666666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.391713,7.584293,7.51556,7.830522
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.714175,7.077113,7.660027,7.817105
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.510406,8.380691,8.412691,8.76792933333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.966391,5.835621,6.454633,7.08554833333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.770035,10.420005,10.68571,10.9585833333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.164469,7.895908,8.189886,8.75008766666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.570549,9.565873,10.104809,10.747077
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.537027,9.983851,9.952528,10.4911353333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.828408,10.294488,10.881279,11.334725
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.356837,9.253038,9.509233,10.0397026666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.341887,9.216881,9.957755,10.5055076666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.513887,6.220852,6.775695,7.503478
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.172386,9.046043,9.357039,9.525156
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.755144,10.46137,10.689357,10.9686236666667
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.85256,9.07971,9.53479,9.82235333333333
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.752132,9.032072,9.341294,9.70849933333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.471947,8.152372,8.260326,8.628215
