"","sample","tissue","endometriosis","severity","p224847_at","p224848_at","p224851_at","CDK6"
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.491153,5.285091,4.327615,5.03461966666667
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.74017,5.082976,4.395191,4.73944566666667
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.56144,5.177207,3.406621,4.04842266666667
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.261737,5.418944,6.134669,6.27178333333333
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.938911,5.285091,3.691453,4.97181833333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.544369,5.301787,5.517541,5.45456566666667
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.552071,4.934836,3.691453,4.39278666666667
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.333475,5.794029,4.506919,5.878141
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.556174,5.225462,3.752435,4.511357
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.452568,5.285091,4.506919,5.41485933333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.08484,5.888902,7.275869,7.08320366666667
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.365756,4.947152,4.992837,5.101915
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.262225,5.705858,5.91256,5.96021433333333
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.500121,5.605756,5.619074,6.24165033333333
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.602473,5.285091,6.426091,6.10455166666667
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.169216,5.715374,4.506919,4.79716966666667
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.898701,5.545182,6.370896,6.271593
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.552695,4.88405,3.450702,4.629149
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.190165,5.418944,5.527452,5.712187
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.639056,5.285091,4.395191,5.43977933333333
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.108859,5.082976,3.725807,4.639214
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.087171,5.082976,6.289989,6.15337866666667
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.167037,5.353919,3.691453,4.73746966666667
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.441613,5.357188,4.369722,5.05617433333333
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.512657,5.244855,4.395191,4.71756766666667
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.887841,6.431293,4.647547,5.65556033333333
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.438436,5.68354,4.677361,5.599779
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.758213,5.82919,3.374166,4.65385633333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.799487,5.226181,3.691453,4.57237366666667
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.339407,5.164807,4.706332,5.40351533333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.564539,5.285678,3.914072,5.58809633333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.68797,6.048063,7.98005,7.57202766666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.717277,5.285091,5.803419,5.93526233333333
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.497661,4.879601,4.875694,5.417652
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.102981,5.550038,4.974629,6.209216
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.931587,6.062724,4.506919,6.16707666666667
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.958109,5.285091,5.346541,5.863247
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.422336,5.298088,2.916211,5.21221166666667
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.308317,5.377537,5.717613,6.134489
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.227808,5.293024,4.395191,5.63867433333333
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.960015,6.707595,7.691015,7.78620833333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.874216,5.423014,5.244212,5.84714733333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.30472,5.418944,6.117706,6.28045666666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.470261,6.565415,7.958166,7.664614
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.226398,7.505488,8.867336,8.533074
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.492273,6.407317,7.793538,7.564376
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.552893,5.748457,6.131051,6.477467
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.38871,6.550786,7.781671,7.57372233333333
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.550688,7.791549,7.93948,8.427239
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.064102,7.409392,8.312384,8.26195933333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.879463,7.289117,8.481244,8.216608
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.785622,6.014734,7.143087,6.98114766666667
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.730291,6.878482,8.036006,7.881593
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.973702,6.132154,6.637954,6.58127
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.173094,6.475191,7.420027,7.356104
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.612801,6.846811,8.10387,7.52116066666667
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.449993,6.577279,7.73828,7.58851733333333
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.952519,6.319666,7.560517,7.27756733333333
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.819854,5.101821,4.395191,5.43895533333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.247466,5.126507,5.986809,6.12026066666667
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.623627,5.961549,5.345454,6.31021
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.821751,5.285091,4.395191,5.50067766666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.818542,5.082976,3.691453,4.53099033333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.622207,5.320281,4.499298,5.48059533333333
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.12894,6.218802,6.447774,6.93183866666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.296139,5.226901,4.56446,5.69583333333333
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.478322,5.082976,5.416907,5.65940166666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.985523,5.601034,4.807726,5.13142766666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.781844,4.954927,3.733697,4.82348933333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.339962,5.217204,6.030197,5.86245433333333
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.264999,5.285091,3.843901,4.46466366666667
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.65753,5.082976,5.366321,6.035609
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.019254,5.082976,3.363057,5.15509566666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.61384,5.085907,5.601637,5.43379466666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.991745,6.636595,5.769687,5.79934233333333
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.832374,5.850169,5.769687,5.81741
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.798738,5.717882,6.091712,6.53611066666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.977175,5.447765,5.769687,6.06487566666667
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.685543,5.082976,4.885339,5.551286
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.311591,5.082976,4.785687,5.06008466666667
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.111484,5.009332,4.587729,4.90284833333333
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.677838,5.421718,5.758469,5.952675
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.626346,5.160687,2.822607,5.20321333333333
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.848324,5.248195,4.506919,5.53447933333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.457553,5.302584,5.317769,6.02596866666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.700665,5.032506,3.797081,5.17675066666667
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.544785,5.707609,5.565886,5.93942666666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.647726,6.191405,5.769687,6.53627266666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.826518,5.351328,4.86168,6.01317533333333
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.109097,5.544212,6.780855,5.811388
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.759195,5.082976,5.918151,5.25344066666667
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.777804,5.94902,8.255253,6.66069233333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.591418,5.559065,7.097015,6.08249933333333
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.179149,6.621455,9.511969,7.77085766666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.485338,6.425979,8.27312,6.72814566666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.771885,6.323214,9.25917,7.78475633333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.39718,5.285091,4.870121,5.85079733333333
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.412065,6.300808,5.769687,6.82752
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.965941,7.372769,8.200982,8.17989733333333
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.292313,5.285091,3.847007,5.47480366666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.083898,5.268533,4.563293,5.63857466666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.065722,6.456472,7.398226,7.30680666666667
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.379654,6.215925,5.436299,6.67729266666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.747371,5.609793,4.184173,5.84711233333333
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.159756,5.425186,4.506919,5.697287
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.620856,5.766875,3.636314,5.67468166666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.676583,5.792664,4.74275,6.07066566666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.069816,7.634764,9.34491,8.68316333333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.353239,7.816959,9.226761,8.79898633333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.158388,6.662528,7.893794,7.57157
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.404947,6.233058,5.276781,6.638262
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70311,6.973433,7.703906,7.793483
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.946476,6.385073,6.792387,7.041312
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.77553,6.530943,6.744522,7.35033166666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.195256,5.941494,6.345323,6.49402433333333
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.742681,5.936526,5.552753,6.41065333333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.354597,6.348296,7.073819,7.258904
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.806803,6.009454,4.395191,6.07048266666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.360421,6.052439,4.829563,6.414141
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.754384,6.933949,7.794134,7.827489
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.166259,5.622048,4.512919,5.76707533333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.752356,6.937511,7.780788,7.82355166666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.430854,6.714315,8.112154,7.752441
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.028261,6.425834,7.194148,7.216081
