"","sample","tissue","endometriosis","severity","p218943_s_at","p222793_at","DDX58"
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.170983,4.423184,4.2970835
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.192054,5.254365,4.2232095
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.478441,5.260612,3.8695265
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.052177,3.532692,3.2924345
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.222528,3.471604,3.347066
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.401012,5.668868,4.53494
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.265707,5.500744,4.3832255
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.222528,4.45328,3.837904
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.751379,3.801696,3.2765375
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.265707,5.208267,4.236987
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.246478,4.438555,3.3425165
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.236067,4.314353,3.27521
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.873831,5.764877,5.319354
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.669238,5.260612,4.464925
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.222528,3.155582,3.189055
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.253307,5.260612,4.7569595
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.265707,3.532692,3.3991995
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.222528,3.532692,3.37761
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.570933,4.594918,4.0829255
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.82699,3.830648,3.328819
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.222528,3.765388,3.493958
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.693735,5.764877,4.729306
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.265707,3.532692,3.3991995
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.993963,4.274969,4.134466
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.094794,3.339867,3.2173305
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.401012,3.532692,3.466852
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.401012,4.152048,3.77653
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.265707,3.903044,3.5843755
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.478441,3.174849,2.826645
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.265707,3.532692,3.3991995
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.475606,5.282588,4.379097
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.222528,4.767427,3.9949775
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.222528,2.636089,2.9293085
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.277849,6.096762,6.1873055
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.478441,2.575047,2.526744
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.200258,5.764877,5.4825675
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.698514,6.64474,6.171627
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.401012,5.598864,4.499938
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.401012,3.972719,3.6868655
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.556622,6.212743,5.8846825
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.359212,6.083098,5.721155
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.535702,6.34076,6.438231
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.025937,6.261658,6.1437975
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.578269,5.218651,4.39846
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.573179,5.764877,4.669028
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.63932,6.761216,6.200268
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.399898,7.023911,6.7119045
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.695713,6.742569,5.719141
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.384284,7.618773,7.0015285
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.690949,6.72483,5.7078895
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.727188,6.526278,5.626733
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.984645,6.714493,6.349569
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.722031,6.227754,5.4748925
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.25391,7.698355,7.4761325
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.030797,6.574248,5.8025225
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.172958,7.31166,6.742309
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.758577,7.700225,7.229401
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.685128,8.142348,7.913738
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.456029,6.891745,6.673887
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.798973,6.48368,5.6413265
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.194347,5.061152,4.6277495
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.420151,6.221353,5.820752
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.36773,5.834226,5.100978
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.222528,3.532692,3.37761
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.478441,2.73911,2.6087755
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.801288,4.92446,4.362874
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.025917,5.79317,4.9095435
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.126095,4.810731,3.968413
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.241681,5.260612,4.7511465
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.535855,4.979384,4.2576195
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.658189,5.361166,4.5096775
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.225593,6.126502,5.6760475
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.470274,3.532692,3.501483
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.535855,5.221522,4.3786885
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.401012,4.118701,3.7598565
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.56509,5.260612,4.912851
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.222528,3.217041,3.2197845
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.265707,3.274547,3.270127
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.765514,5.260612,4.513063
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.605085,5.764877,5.184981
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.303513,5.261106,5.2823095
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.401012,3.532692,3.466852
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.114366,6.24669,5.180528
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.401012,3.825709,3.6133605
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.531982,5.082133,4.3070575
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.580975,5.764877,4.672926
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.779204,5.52636,5.152782
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.361633,3.815106,3.5883695
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.535855,3.146556,3.3412055
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.265707,4.58601,3.9258585
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.265707,4.539151,3.902429
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.698049,6.403207,5.550628
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.632706,7.591944,6.112325
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.545673,5.997243,5.271458
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.036783,7.061814,5.5492985
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.582363,7.175319,5.878841
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.955291,5.593001,5.274146
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.690816,5.337345,5.0140805
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.462055,5.904679,5.683367
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.407803,6.832678,6.1202405
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.935931,5.662297,5.299114
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.374842,7.391418,6.88313
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.421723,6.661672,6.0416975
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.319407,7.019988,6.6696975
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.072463,7.871872,7.4721675
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.996968,7.408552,6.70276
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.598119,5.78859,6.1933545
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.887314,5.802687,4.8450005
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.304309,6.809303,6.056806
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.975897,5.879548,4.9277225
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.273878,6.160034,5.716956
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.134338,6.157972,5.646155
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.358162,5.76039,5.559276
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.934815,7.27567,7.1052425
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.223318,6.304253,5.7637855
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.059562,5.675994,5.367778
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.560629,6.365669,5.963149
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.46618,6.979068,6.222624
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.354439,5.764877,5.559658
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.734132,6.146879,5.4405055
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.82804,5.260612,5.044326
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.325538,6.268175,5.7968565
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.749069,6.866785,6.307927
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.038697,5.500603,5.26965
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.297789,6.561189,6.429489
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.181166,6.279662,5.730414
