"","sample","tissue","endometriosis","severity","p226842_at","p235089_at","p239223_s_at","FBXL20"
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.921661,6.578137,6.370416,6.62340466666667
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.231341,5.964697,4.947497,5.71451166666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.819005,4.490427,5.559698,5.62304333333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.116586,6.369064,5.962206,6.14928533333333
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.826573,5.09698,4.609746,5.17776633333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.051085,5.89984,6.039348,6.330091
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.464072,3.344316,4.094538,4.63430866666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.293708,5.376576,4.844163,5.50481566666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.287454,6.297071,5.544427,6.042984
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.931069,6.247341,5.588073,5.922161
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.637701,6.329692,6.411856,6.45974966666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.320457,4.821448,5.963922,5.70194233333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.210397,5.035441,6.424701,5.89017966666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.681213,6.516271,6.473276,6.55692
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.293708,6.318966,6.233682,6.28211866666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.156917,5.503745,5.653907,6.43818966666667
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.094077,6.510783,5.373718,5.99285933333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.079021,6.718959,5.762513,6.186831
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.189154,5.503745,4.947497,5.54679866666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.406118,4.681702,5.892811,5.66021033333333
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.293126,6.115296,6.168483,6.19230166666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.558368,5.61365,4.591238,5.25441866666667
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.153273,5.526683,5.106796,5.595584
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.885584,5.372979,5.367302,5.87528833333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.293708,6.058847,4.947497,5.766684
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.743708,5.859292,4.787927,5.46364233333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.577062,4.738819,4.797009,5.37096333333333
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.293708,5.932951,4.844163,5.690274
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.606144,5.006587,6.791567,6.134766
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.293708,5.25985,6.568475,6.04067766666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.098281,6.180159,6.060764,6.113068
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.66543,5.508284,6.702617,6.29211033333333
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.347552,5.885917,5.878379,6.03728266666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.197685,5.334635,6.324034,5.952118
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.191863,6.627906,7.321612,7.047127
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.575341,6.409048,7.011984,6.998791
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.061535,5.99354,6.307613,6.120896
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.774938,6.337052,7.215818,6.775936
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.493668,7.05134,7.080904,7.20863733333333
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.242616,6.515024,5.296198,6.017946
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.333523,6.273903,6.656534,6.42132
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.293708,6.186375,5.867279,6.11578733333333
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.319749,5.891556,6.395528,6.20227766666667
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.382962,6.585354,6.255076,6.40779733333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.281008,5.525538,6.223329,6.00995833333333
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.858402,7.150653,4.866782,5.95861233333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.198666,6.151965,5.79164,6.04742366666667
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.504011,6.21812,6.037965,6.25336533333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.971191,6.436996,5.860381,6.08952266666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.030114,6.99179,6.072408,6.36477066666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.945487,7.726068,7.216189,7.29591466666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.031513,5.664097,5.810281,5.835297
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.73728,6.750138,6.726496,6.73797133333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.113276,6.295835,5.464651,5.95792066666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.060074,5.882958,6.233483,6.05883833333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.316638,5.769507,6.203535,6.09656
