"","sample","tissue","endometriosis","severity","p202334_s_at","p202333_s_at","p228588_s_at","UBE2B"
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.431458,10.153552,8.355211,8.64674033333333
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.384015,9.626021,7.734032,7.91468933333333
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.145011,9.242205,7.649727,7.678981
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.50073,10.376777,8.576647,8.81805133333333
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15715,11.085516,9.195646,9.47943733333333
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.531046,10.493562,9.604904,9.20983733333333
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.011983,9.039169,7.610509,7.88722033333333
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.808392,10.566587,8.969952,9.114977
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.705572,8.835834,7.754234,7.43188
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.785898,9.31793,7.36881,7.49087933333333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.542834,10.264326,8.703464,9.170208
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.727373,10.911589,8.767119,9.13536033333333
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.640986,9.800437,8.55478,8.33206766666667
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.979565,10.416613,9.492295,9.29615766666667
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.386178,10.189745,9.461937,9.01262
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.777387,9.812935,7.839868,8.47673
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.423206,10.46844,9.411376,9.43434066666667
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.727288,10.731075,9.017304,9.15855566666667
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.789749,10.496946,9.632014,9.30623633333333
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.800626,10.597072,9.501259,9.63298566666667
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.490988,10.045593,8.480717,8.67243266666667
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.548077,10.154495,9.473808,9.05879333333333
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.479523,9.641031,8.703192,8.274582
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.630338,10.629966,9.068885,9.443063
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61121,10.476989,9.553186,9.213795
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.384015,9.050836,6.820861,7.41857066666667
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.414109,9.494979,7.308306,7.73913133333333
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.540143,9.838331,8.747063,8.70851233333333
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.141592,9.954942,8.793319,8.629951
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.289277,10.198107,8.70403,8.73047133333333
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.581392,10.024437,9.085247,8.89702533333333
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.177955,10.495414,9.819055,9.49747466666667
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.304717,9.685687,8.095346,8.36191666666667
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.013433,10.046048,9.141845,9.06710866666667
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.843834,11.000289,10.010442,9.95152166666667
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.421907,10.01232,9.35622,8.930149
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.062171,10.214833,8.467052,8.581352
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.306595,10.372147,9.706806,9.46184933333333
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.664667,10.735602,9.280681,9.56031666666667
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.565165,11.31392,9.504465,9.79451666666667
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.748707,10.297183,9.251147,9.09901233333333
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.11904,10.096415,8.386294,8.53391633333333
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.582194,9.876404,7.874607,8.44440166666667
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.470615,11.079645,9.388843,9.979701
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.064517,10.81484,8.829043,9.56946666666667
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.785714,10.618267,8.302476,9.23548566666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.280807,11.275324,9.351616,9.969249
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.248281,10.893632,8.957618,9.69984366666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.804294,10.76329,8.548219,9.37193433333333
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.660113,10.823654,8.62138,9.36838233333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.677262,10.714517,8.878266,9.42334833333333
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.399822,10.921143,8.681331,9.667432
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.083992,10.987896,9.097457,9.723115
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.744397,11.655713,9.073214,10.1577746666667
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.005026,10.751117,8.871321,9.542488
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.801832,10.847151,8.168329,9.27243733333333
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.046753,10.868742,8.968874,9.628123
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.280219,11.108229,9.156527,9.848325
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.383617,10.49348,8.143238,9.00677833333333
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.199122,10.437567,9.136139,9.25760933333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.089541,10.123211,8.088211,8.76698766666667
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.269798,10.246768,8.718426,9.07833066666667
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.771943,9.621291,7.819751,8.070995
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.851288,10.150575,8.340611,8.78082466666667
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.975808,10.226075,8.747402,8.983095
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.230056,10.020948,8.941291,8.730765
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.736682,10.13142,8.971366,8.94648933333333
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.874272,9.959152,7.64163,8.15835133333333
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.921346,10.846579,9.714118,9.49401433333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.05488,10.797654,9.782575,9.87836966666667
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.635363,10.341372,9.455229,9.47732133333333
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.174889,10.415409,9.295817,9.29537166666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.82676,10.071825,9.058904,8.98582966666667
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.863859,10.83846,9.966234,9.88951766666667
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.744446,9.754502,7.271503,7.92348366666667
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.317075,9.068532,7.819751,8.06845266666667
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.359413,9.944892,8.432901,8.57906866666667
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.888821,10.366747,9.227594,9.49438733333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.96562,9.975305,8.869183,8.93670266666667
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.13134,9.411024,7.186193,7.909519
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.254429,10.28912,9.321602,9.28838366666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.313191,10.212611,8.886077,9.137293
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.270682,10.06934,9.033954,9.12465866666667
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.189709,10.391692,8.483253,9.02155133333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.907499,9.557367,8.775869,8.74691166666667
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.890115,10.049144,7.963669,8.63430933333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.627678,9.359085,7.819751,7.93550466666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.926478,9.897951,8.019461,8.61463
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.040901,9.938933,8.758478,8.91277066666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.275802,10.842441,8.346415,9.48821933333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.199691,11.061438,9.726722,9.99595033333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.101732,11.270664,8.530369,9.634255
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.099768,10.924959,8.931227,9.65198466666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.155337,10.474863,9.179342,9.26984733333333
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.483818,9.590365,8.443714,8.50596566666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.091881,10.023731,7.76864,8.628084
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",9.332067,10.391204,8.045383,9.256218
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.509803,10.060428,7.70816,8.75946366666667
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",8.024333,10.481004,8.341329,8.94888866666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.455435,10.216415,7.942784,8.87154466666667
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.056909,10.727761,8.168051,9.31757366666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.863273,10.999363,9.062681,9.64177233333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.675994,10.855884,8.535755,9.35587766666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.309311,10.787046,8.405115,9.50049066666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.074131,11.004623,8.982293,9.68701566666667
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.288102,9.846454,7.396997,8.51051766666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.926341,11.302833,8.790335,9.67316966666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.761002,10.717265,8.687848,9.388705
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.050503,10.677732,8.536764,9.088333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.554118,10.876919,8.595097,9.34204466666667
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.102691,10.387405,8.120415,8.87017033333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.641619,10.952816,9.222944,9.605793
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.042867,10.521842,8.465794,9.01016766666667
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.037072,11.032086,8.630101,9.56641966666667
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.518262,11.418196,9.615278,10.183912
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.967346,10.929273,8.897997,9.59820533333333
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.129449,10.740958,8.651375,9.17392733333333
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.382673,10.105207,8.248998,8.91229266666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.96097,11.586686,9.219424,9.92236
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.365363,10.708105,8.857859,9.31044233333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.126067,11.300001,9.376401,9.93415633333333
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.316442,10.690601,8.463162,9.156735
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.557514,10.663102,9.053542,9.42471933333333
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.570402,11.049569,8.93242,9.51746366666667
