"","sample","tissue","endometriosis","severity","p200859_x_at","p214752_x_at","p213746_s_at","FLNA"
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.824449,9.989912,10.525561,10.4466406666667
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.770103,10.222101,10.647194,10.546466
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.511834,8.983827,9.425701,9.30712066666667
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.063065,9.360831,9.740277,9.721391
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.728277,10.205239,10.478522,10.4706793333333
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.55624,8.926859,9.280359,9.254486
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.156526,9.716128,10.013788,9.96214733333333
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.796307,9.196443,9.595785,9.52951166666667
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.323673,9.580859,10.18203,10.028854
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.650767,10.309784,10.45076,10.470437
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.929628,10.303825,10.585481,10.6063113333333
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.28164,9.674705,10.115205,10.02385
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.284026,9.64418,9.984695,9.970967
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.959996,12.451294,13.148538,12.853276
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.168014,10.563275,11.148997,10.9600953333333
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.770949,11.034021,11.698097,11.5010223333333
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.69718,11.989592,12.672474,12.453082
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.908679,12.204272,12.920846,12.6779323333333
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.732984,11.822759,12.741094,12.432279
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.750682,12.014694,12.948745,12.5713736666667
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.632081,12.071134,12.847833,12.517016
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.05931,11.308879,12.035791,11.8013266666667
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.849059,12.270896,12.870217,12.6633906666667
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.961791,12.25667,13.232819,12.8170933333333
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.743201,11.297732,11.729367,11.5901
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.93803,11.132894,11.556642,11.542522
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.794691,12.23884,12.860131,12.6312206666667
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.115572,11.556619,12.256536,11.9762423333333
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.097644,11.489221,11.977715,11.85486
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.695074,11.075066,11.578702,11.449614
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.359762,10.605079,10.976749,10.98053
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.564185,11.729299,12.453319,12.2489343333333
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.245733,11.630255,12.271541,12.0491763333333
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.760691,12.234888,12.759154,12.584911
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.700737,12.263767,12.768576,12.5776933333333
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.44666,11.927773,12.43835,12.2709276666667
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.994341,12.296272,13.006105,12.7655726666667
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.998118,11.394444,12.064258,11.81894
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.056336,12.674551,13.293735,13.0082073333333
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.139358,11.60403,12.03638,11.9265893333333
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.066618,12.300125,13.012729,12.7931573333333
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.166458,11.175313,12.101299,11.8143566666667
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.601712,11.079539,11.788241,11.4898306666667
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.533651,9.694568,10.263138,10.1637856666667
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.988377,11.299607,11.879415,11.7224663333333
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.039286,11.338225,11.691596,11.6897023333333
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.279134,11.74108,12.03667,12.0189613333333
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.363844,12.71667,13.172034,13.0841826666667
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.591903,11.846347,12.201499,12.2132496666667
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.878376,12.243199,12.44869,12.5234216666667
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",13.185561,12.821779,12.916986,12.9747753333333
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",13.598588,13.658452,14.477148,13.911396
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.560621,12.083311,12.880471,12.5081343333333
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",10.257073,9.771316,10.159554,10.0626476666667
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.855545,10.34302,11.064287,10.754284
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.243792,11.632793,12.687237,12.1879406666667
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.340612,9.603654,9.985262,9.97650933333333
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.461771,11.005273,11.670054,11.3790326666667
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.68052,11.152365,11.974482,11.6024556666667
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.680819,11.124014,11.888961,11.564598
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.822741,11.340664,12.054323,11.7392426666667
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.675192,10.941936,11.720055,11.4457276666667
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.626292,8.977396,9.353895,9.31919433333333
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.722942,10.148373,10.385881,10.4190653333333
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.635841,9.96186,10.414649,10.33745
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.64011,10.043571,10.774926,10.4862023333333
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.74266,11.2905,11.755561,11.5962403333333
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.39403,9.921954,10.423243,10.246409
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.60982,11.250122,11.679593,11.5131783333333
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.096549,10.469659,11.05956,10.875256
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.392839,10.850118,11.480211,11.241056
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.428584,10.756456,11.20129,11.1287766666667
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.794682,11.435561,11.904493,11.7115786666667
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.900035,11.591766,12.098782,11.8635276666667
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.088663,10.520689,10.961067,10.8568063333333
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.458428,10.800551,11.412769,11.223916
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.286692,10.550498,11.035477,10.9575556666667
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.711652,10.097135,10.656626,10.488471
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.67845,10.191269,10.454933,10.4415506666667
