"","sample","tissue","endometriosis","severity","p221738_at","p221736_at","RALGAPB"
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.848412,7.382023,6.1152175
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47299,6.199752,5.836371
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.980144,6.944496,5.96232
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.226102,6.050642,5.638372
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.105865,6.701177,5.403521
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.226102,5.613718,5.41991
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.215794,8.087211,6.6515025
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.979948,6.8714,5.425674
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.962649,5.536961,4.749805
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.17771,6.637609,5.9076595
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.256537,7.10033,5.6784335
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.69058,5.609762,5.150171
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14639,6.054353,5.6003715
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.323973,8.717428,7.0207005
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.016489,6.997976,6.0072325
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.838955,5.993238,4.9160965
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.892,8.701135,7.2965675
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.980144,7.021177,6.0006605
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.318833,5.915835,5.617334
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.226102,7.45035,6.338226
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.975672,6.292494,5.134083
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.746808,6.33283,5.539819
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.318833,7.421431,6.370132
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.994979,6.298722,5.1468505
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.980144,7.648855,6.3144995
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.82458,5.621345,4.7229625
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.226102,6.622806,5.924454
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.116191,6.699269,5.40773
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.980144,6.780182,5.880163
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.660963,5.870428,5.2656955
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02932,5.970417,5.4998685
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.713401,6.837415,5.775408
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.82458,6.776585,5.3005825
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.132993,8.255135,6.694064
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.688927,8.742673,7.2158
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.878134,7.725,6.301567
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.349224,8.358825,6.8540245
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35603,9.023576,7.689803
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.458593,7.854562,6.1565775
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.881517,7.547144,6.2143305
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.318833,8.630396,6.9746145
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.885996,8.586299,7.2361475
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.699816,8.749379,7.2245975
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.371863,8.749761,7.060812
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.662114,7.646212,6.154163
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.131585,8.000671,6.566128
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.990976,9.094696,7.542836
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.723168,9.143365,7.4332665
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.938876,9.492203,7.7155395
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.774891,9.034602,7.4047465
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.939131,9.20552,7.5723255
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.242178,9.29855,7.770364
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.964066,9.339734,7.6519
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.538715,9.116877,7.827796
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.147581,9.149756,7.6486685
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.797265,9.172845,7.485055
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.289846,8.744531,7.5171885
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.256063,8.916261,7.586162
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.920534,8.694055,7.8072945
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.596153,9.030514,7.8133335
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.149833,8.98942,7.5696265
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.316907,7.668761,6.492834
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.502272,8.692922,7.097597
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.106646,8.627881,6.8672635
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.980144,7.510194,6.245169
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.237294,6.719819,5.4785565
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.006889,7.18115,6.0940195
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.143092,8.282083,6.7125875
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.004734,7.34169,6.173212
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.323973,7.757098,6.5405355
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.943588,5.448281,5.1959345
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.32308,6.744158,5.533619
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.377383,8.381014,6.8791985
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.269877,7.195316,6.2325965
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.236366,7.883017,6.5596915
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.817513,7.656798,6.2371555
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.306627,7.430347,6.368487
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.226102,5.65499,5.440546
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.542893,6.214838,5.8788655
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.050866,8.188558,6.619712
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.107505,8.142141,6.624823
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.318833,7.903008,6.6109205
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.840455,6.599749,5.720102
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.162256,7.474325,6.3182905
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.322827,8.138528,6.7306775
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.323973,8.167519,6.745746
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.262555,7.165942,6.2142485
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.824339,7.991558,6.4079485
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.226102,7.719376,6.472739
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.226102,7.406758,6.31643
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.111088,7.76196,6.436524
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.256633,8.521751,6.889192
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.359972,8.81434,7.087156
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.210799,8.615644,7.4132215
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.741428,8.988858,7.365143
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.334206,8.621771,7.4779885
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.767443,8.76288,7.2651615
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.816323,8.894034,7.8551785
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.353138,8.460278,6.906708
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",5.394501,9.285063,7.339782
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.700033,9.82202,7.7610265
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",6.275714,9.729653,8.0026835
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.803121,9.793153,8.298137
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.715599,9.44132,7.5784595
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.865439,9.364589,8.115014
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.62639,9.639079,7.6327345
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.977646,10.012643,8.4951445
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.854527,9.789167,8.321847
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.338239,10.397709,8.367974
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.331564,9.172018,7.751791
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.54161,9.445588,7.993599
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.819574,9.732804,7.776189
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.675587,9.282917,7.479252
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.625323,10.136804,7.8810635
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.987673,9.172963,7.580318
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.738253,9.804296,7.7712745
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.29067,9.096765,7.6937175
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.716068,9.297497,8.0067825
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.981764,9.4346,7.708182
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.956633,9.615828,7.7862305
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.675366,9.698847,7.6871065
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.615605,8.826558,7.7210815
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.130617,9.463007,7.796812
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.623907,9.496834,8.0603705
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.270039,9.462852,7.8664455
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.165533,9.581259,7.873396
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.319938,9.595815,7.9578765
