"","sample","tissue","endometriosis","severity","p223331_s_at","p224315_at","DDX20"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.827109,3.92017,4.8736395
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.303991,3.778132,5.0410615
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.906205,3.930612,4.9184085
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.453369,4.00018,4.7267745
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.010601,4.02017,5.0153855
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.737722,3.077127,3.9074245
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.797223,3.233044,3.0151335
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.83596,3.172267,3.5041135
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.877331,4.00018,5.4387555
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.023501,3.172267,3.597884
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.341887,3.092941,3.717414
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.925752,3.172267,4.0490095
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.754244,4.252485,5.0033645
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.224966,3.029714,3.12734
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.49781,3.292469,3.8951395
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.580533,5.289004,6.4347685
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.835808,3.328474,4.082141
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.442869,4.00018,4.2215245
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.865191,4.708613,5.786902
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.621365,3.847336,4.2343505
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.528551,3.603904,3.5662275
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.595247,5.815966,5.7056065
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.196125,3.940255,4.56819
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.513308,3.759042,4.136175
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.549033,4.00018,4.7746065
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.360345,3.671396,4.5158705
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.17153,4.926406,5.548968
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.613127,3.37356,3.9933435
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.528102,4.450594,4.489348
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.070984,3.426841,4.2489125
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.099037,3.250695,3.674866
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.40928,3.460512,3.934896
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.289411,3.172267,4.230839
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.522433,3.495809,3.509121
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.574627,3.730739,4.652683
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.88462,4.428741,5.1566805
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.785545,5.553187,6.669366
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.095574,4.00018,5.047877
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.251138,3.940255,5.5956965
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.962145,5.406133,6.684139
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.569929,3.807524,5.1887265
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.341505,3.880576,5.1110405
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40821,5.15342,6.280815
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.324583,4.474943,5.899763
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.510148,5.10458,6.307364
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.583351,5.140688,6.3620195
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.132078,4.00018,5.066129
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.503289,5.080633,6.291961
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.178375,6.717456,7.4479155
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.542313,6.819645,7.180979
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.070168,6.676084,7.373126
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.202874,6.304053,7.2534635
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.216833,5.878383,6.547608
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.880157,6.334283,7.10722
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.851495,6.489881,7.170688
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.19896,6.431354,7.315157
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.053738,6.308802,7.18127
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.129334,6.564282,7.346808
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.245721,6.011569,7.128645
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.084942,6.746461,7.4157015
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.899334,5.367853,6.1335935
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.304999,6.939021,7.62201
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.335325,7.225523,7.780424
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.241374,4.39394,5.817657
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.443708,4.439411,5.9415595
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.660435,5.369312,6.5148735
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.344767,3.940255,5.142511
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.728468,4.700232,4.71435
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.846584,3.723366,4.784975
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.243113,5.53634,6.3897265
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.199354,4.094579,5.1469665
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.157445,4.00018,5.0788125
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.089124,3.966619,4.0278715
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.870471,3.773145,4.821808
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.349741,4.956102,6.1529215
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.827891,3.940255,4.884073
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.670396,5.277274,5.973835
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.699423,4.090235,5.394829
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.536775,3.326556,4.4316655
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.224966,4.994966,4.109966
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.687004,4.00018,3.843592
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.995109,4.230057,5.612583
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.492326,5.41457,6.453448
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.76363,4.621043,5.6923365
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.538081,3.874487,4.206284
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.473815,4.743933,5.608874
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.807298,4.00018,4.903739
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.820119,3.940255,5.380187
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.326439,3.953874,4.6401565
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.336198,4.779987,6.0580925
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.983019,3.700334,4.8416765
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.627017,3.265401,4.446209
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.331888,4.629497,5.4806925
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.002216,4.784894,5.893555
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.819383,3.940255,5.379819
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.125025,3.940255,5.53264
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.076898,3.458515,5.2677065
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.996283,4.00018,5.9982315
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.465218,4.411215,5.9382165
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.201467,3.940255,5.570861
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.67091,4.61957,6.14524
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.396271,4.986066,6.1911685
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.615729,5.345315,6.480522
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.561528,5.625427,6.5934775
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.3971,5.623032,6.510066
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.549913,5.686609,6.618261
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.991997,4.879927,5.935962
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.639699,5.769273,6.704486
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.727871,6.203548,6.9657095
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.330788,5.359092,6.34494
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.802279,5.573507,6.687893
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.126284,5.467749,6.2970165
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.676014,6.297689,6.9868515
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.221351,5.338698,6.2800245
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.585143,5.161141,6.373142
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.671085,5.964234,6.8176595
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.073892,5.172247,6.1230695
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.896901,4.630982,5.7639415
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.837274,5.43629,6.136782
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.854311,4.398854,5.6265825
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.924168,5.045373,5.9847705
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.693204,6.414707,7.0539555
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.615528,4.914159,6.2648435
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.215629,5.382846,6.2992375
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.465834,5.704356,6.585095
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.731086,4.312243,5.5216645
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.464678,5.677904,6.571291
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.699509,6.405195,7.052352
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.548859,6.142621,6.84574
