"","sample","tissue","endometriosis","severity","p201179_s_at","p201181_at","GNAI3"
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.333466,6.424081,6.3787735
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.417538,6.259911,5.8387245
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.872374,7.350701,7.1115375
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.33454,7.109188,6.721864
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.999595,7.444505,7.22205
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.190066,6.428568,6.309317
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.684805,7.937084,7.8109445
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.727684,8.623116,8.6754
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.614312,7.454553,7.0344325
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.058389,6.953591,7.00599
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.974579,7.905343,7.939961
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.534731,8.284775,7.909753
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.505576,7.583476,7.544526
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.103453,7.822765,7.963109
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.437624,6.953591,6.6956075
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.440357,6.953591,7.196974
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.133644,8.738324,8.935984
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.833657,8.399457,8.616557
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.688325,8.043146,8.3657355
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.142433,8.854492,8.9984625
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.408849,8.882353,8.645601
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.000665,8.657511,8.829088
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.972624,8.132757,8.5526905
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.966764,8.17729,8.572027
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.610341,8.834158,8.7222495
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.032974,8.715654,8.874314
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.975317,8.688052,8.8316845
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.92134,8.824259,8.8727995
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.833443,7.773912,7.3036775
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.111879,8.53288,8.8223795
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.242299,8.731694,8.9869965
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.781863,7.350701,7.066282
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.613723,8.281472,7.9475975
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.673826,7.350701,7.5122635
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.754687,6.064669,6.409678
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.170616,5.768259,5.4694375
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.437624,7.37863,6.908127
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.739245,7.771829,7.755537
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.976192,6.953591,6.9648915
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.965241,7.038423,7.001832
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.690491,7.350701,5.520596
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.333466,5.992077,6.1627715
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.467488,8.36986,7.918674
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.193266,6.742022,6.467644
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.389041,7.670291,7.529666
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.60192,7.119769,6.8608445
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.378713,7.163979,6.771346
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.504113,7.013431,5.758772
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.881151,6.953591,5.917371
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.141694,7.350701,7.2461975
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.943876,7.360858,7.652367
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.531346,7.934972,7.233159
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.548836,6.953591,6.2512135
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.272145,7.507679,6.889912
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.552277,7.223796,6.8880365
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.802425,7.501746,7.1520855
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.865125,6.953591,6.409358
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.063562,7.803819,7.4336905
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.7624,7.350701,7.0565505
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.365619,5.900214,6.1329165
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.487432,7.671658,7.079545
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.370355,7.350701,7.360528
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.171253,6.880844,7.5260485
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.924996,6.953591,7.4392935
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.866052,7.350701,7.6083765
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.147526,6.624103,7.3858145
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.1808,6.995963,7.5883815
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.631601,6.116787,6.874194
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.378794,6.380872,6.879833
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",6.51255,7.924582,7.218566
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.141135,7.751863,7.446499
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.085208,8.576961,7.8310845
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.649415,7.821437,7.735426
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.479705,7.865637,7.672671
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.623191,8.595564,8.1093775
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.905181,7.963217,7.934199
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.158956,8.459341,8.3091485
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.252731,8.138279,8.195505
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.503473,7.255612,7.3795425
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.183249,8.013263,8.098256
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.464969,8.91953,8.6922495
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.811357,8.093216,7.9522865
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.579047,8.285005,7.932026
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.054588,7.35013,7.702359
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.854435,8.223653,8.039044
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.734148,7.350701,7.5424245
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.763179,7.675743,7.719461
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.250134,8.315381,8.2827575
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.803111,7.957025,7.880068
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.033597,7.262119,7.647858
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.522721,8.228232,7.8754765
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.861264,7.715888,8.288576
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.022746,7.669601,7.8461735
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.062076,8.451858,8.256967
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.887194,7.966517,7.9268555
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.864486,8.674412,8.269449
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.728208,7.816538,7.772373
