"","sample","tissue","endometriosis","severity","p1559954_s_at","p201788_at","DDX42"
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.659406,7.731153,5.6952795
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.052142,7.83955,5.445846
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.156087,7.347549,5.251818
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.156087,6.796426,4.9762565
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.156087,7.414589,5.285338
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.596885,7.90301,5.7499475
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.186433,8.268772,5.7276025
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.156087,8.452071,5.804079
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.052142,9.090776,6.071459
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.795922,9.418254,6.107088
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.064173,8.315536,5.6898545
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.289345,9.252494,6.2709195
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.123747,9.493149,7.308448
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.156087,8.369262,5.7626745
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.847589,8.195284,6.0214365
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.795922,9.048665,5.9222935
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.064173,9.354049,6.209111
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.014454,9.572171,6.2933125
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.328754,9.405575,6.3671645
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.064173,8.828464,5.9463185
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.156087,9.207255,6.181671
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.287409,9.870388,6.5788985
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.966966,10.067228,7.517097
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.227867,10.372207,7.800037
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.057219,10.039296,7.5482575
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.754709,9.920611,7.33766
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.781155,10.299015,8.040085
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.309363,10.230599,7.769981
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.958154,10.053594,8.005874
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.632711,9.87196,7.2523355
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.06441,10.014121,7.0392655
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.997541,9.375048,7.1862945
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.955113,9.853652,6.9043825
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.220595,9.877296,6.5489455
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.820594,9.786856,6.803725
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.297273,9.774409,7.035841
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.287409,9.194205,6.240807
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.554334,9.538793,6.5465635
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.495193,9.09338,6.2942865
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.156087,8.402311,5.779199
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.156087,8.178092,5.6670895
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,8.283926,5.6740495
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.15637,8.891466,6.023918
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.052142,8.279291,5.6657165
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.795922,8.616537,5.7062295
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,7.958415,5.511294
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,7.744723,5.404448
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,9.364841,6.214507
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,8.062962,5.5635675
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,8.633032,5.8486025
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.795922,8.506638,5.65128
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.795922,8.386318,5.59112
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.052142,8.049965,5.5510535
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,7.990142,5.5271575
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.287409,9.06825,6.1778295
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064311,9.049406,6.0568585
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.804838,8.921644,5.863241
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,7.218328,5.1412505
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.075977,8.646504,5.8612405
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",2.897132,8.856389,5.8767605
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,8.862875,5.963524
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,8.496816,5.7804945
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.041399,9.505163,6.273281
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.156087,8.629438,5.8927625
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.005933,7.660369,5.333151
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.167907,8.921473,6.04469
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.064173,9.351392,6.2077825
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.186188,9.939872,8.56303
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.264047,9.889824,9.0769355
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.662809,10.19946,9.4311345
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.755184,10.0277,8.891442
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.592623,9.908276,9.2504495
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.446562,10.235916,9.341239
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.479742,10.420499,8.4501205
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",3.064173,10.194488,6.6293305
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.001822,10.142794,6.572308
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",4.402724,10.196147,7.2994355
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.156087,9.733647,6.444867
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.595662,10.221076,6.908369
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.414901,9.820656,7.6177785
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.287409,10.095117,6.691263
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.772802,10.187401,6.9801015
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.15204,9.937617,6.5448285
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.156087,10.650715,6.903401
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.287409,9.791155,6.539282
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.051155,9.930697,7.990926
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.955004,9.957309,7.4561565
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.312247,9.845619,7.578933
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.644178,10.385204,7.014691
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.780753,9.851202,6.8159775
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.457746,9.825361,6.6415535
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.156087,10.147679,6.651883
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.035724,9.69371,6.864717
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.402761,10.049974,6.7263675
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.369464,10.193436,7.28145
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.156087,10.313231,6.734659
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",3.052142,10.005329,6.5287355
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.796332,10.100736,7.448534
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.747148,9.768842,7.257995
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.72115,10.067623,7.3943865
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.723658,10.131257,7.9274575
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.391714,10.191086,7.2914
