"","sample","tissue","endometriosis","severity","p48106_at","p218417_s_at","SLC48A1"
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.753913,7.422984,7.5884485
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.490652,6.746607,7.1186295
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.861426,6.999041,7.4302335
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.653641,6.07827,6.3659555
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.562351,6.848278,7.2053145
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.271365,6.531128,6.9012465
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.248575,6.084997,6.166786
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.877411,6.162067,6.519739
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.980352,5.638706,6.309529
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.42247,5.528939,5.9757045
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.080837,6.043499,6.562168
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.899675,6.339434,6.6195545
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.650916,6.75344,7.202178
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.612872,6.886968,7.24992
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.973526,6.447586,6.710556
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.142752,5.799278,6.471015
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.516128,7.259691,7.3879095
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.432077,5.674753,6.053415
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.247443,6.582772,6.9151075
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.219727,4.949268,5.5844975
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.696457,5.684871,6.190664
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.71339,5.964992,6.339191
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.886152,5.951533,6.4188425
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.044683,5.799989,5.922336
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.416477,5.40602,5.9112485
