"","sample","tissue","endometriosis","severity","p201645_at","p216005_at","TNC"
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.382421,2.49374,5.9380805
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.589865,3.146101,5.367983
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.407824,2.377298,5.892561
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.740721,3.759663,6.750192
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.170126,3.843932,7.007029
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.098189,3.172046,6.6351175
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.464192,2.49374,4.978966
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.160798,3.788528,6.974663
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.558807,6.051715,8.805261
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.427056,3.146101,6.2865785
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.713757,5.312069,8.012913
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.490282,2.514356,5.002319
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.535606,3.761715,7.1486605
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.592596,3.146101,6.3693485
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.295702,3.023987,6.1598445
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.675391,2.816468,5.7459295
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.522759,3.023987,6.273373
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.345423,5.610177,8.4778
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.224082,3.290003,6.2570425
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.634099,5.458724,8.5464115
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.609732,3.028141,5.3189365
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.797859,7.130646,9.4642525
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.651435,4.362455,8.006945
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.403393,5.014506,7.7089495
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.629251,2.816985,4.723118
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.268794,3.146101,5.7074475
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.238593,5.219677,8.229135
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.700061,3.34109,6.5205755
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.864779,3.146101,7.00544
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.748571,3.116349,5.93246
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.460631,3.023987,5.242309
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.615058,3.023987,5.3195225
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.286822,3.023987,6.1554045
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.880239,3.146101,7.01317
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.561862,4.287404,7.924633
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.112048,3.209437,7.1607425
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.829203,3.226029,6.527616
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.981695,3.146101,6.563898
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.314506,4.100482,6.707494
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.297733,4.510623,7.404178
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.9923,3.146101,5.5692005
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.413105,3.13582,6.2744625
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.947749,3.214078,6.5809135
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.917453,3.229446,6.5734495
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.736917,4.196437,7.466677
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.678107,2.774677,5.226392
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.005025,4.489417,7.747221
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.829269,3.584641,7.706955
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.83287,4.026888,7.929879
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.628048,3.14172,7.384884
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.144435,6.77848,9.4614575
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.79236,3.146101,6.9692305
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.435839,3.040078,5.7379585
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.614066,3.810733,7.7123995
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.622454,6.914329,9.7683915
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.993566,2.877151,6.4353585
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.938021,2.49374,5.7158805
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.835799,4.399888,8.1178435
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.840755,3.023987,5.432371
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.638778,2.524549,6.5816635
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.14718,3.023987,5.5855835
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.946932,3.146101,7.5465165
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.212743,4.780833,8.496788
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.703858,3.023987,6.3639225
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.033049,2.890832,5.4619405
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.185291,4.603415,8.394353
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.142901,3.149718,6.6463095
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.730167,2.382925,6.056546
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.24336,2.49374,5.36855
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.342119,6.427704,9.3849115
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.389782,4.772729,8.0812555
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.736079,3.179866,5.9579725
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.500228,3.146101,5.8231645
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.577838,3.957959,7.7678985
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.686594,3.594481,6.1405375
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.352067,3.146101,5.749084
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.311868,7.854806,9.583337
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.898513,5.556343,7.227428
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.001895,3.023987,5.012941
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.766519,2.49374,4.6301295
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.303124,3.146101,5.7246125
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.442917,5.527287,8.485102
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.353127,6.539618,8.9463725
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.30908,4.42546,6.86727
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.14167,4.584012,7.862841
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.727214,3.146101,5.9366575
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.720886,5.725854,8.22337
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.150438,7.32704,9.738739
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.203819,3.498303,6.851061
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.57576,6.44415,9.009955
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.464827,7.599133,9.53198
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.471762,5.277001,8.3743815
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.775706,3.146101,5.4609035
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.790352,2.876358,5.333355
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.616017,3.146101,5.381059
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82365,2.49374,5.158695
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.988442,2.972702,4.980572
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.628871,3.108054,5.8684625
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.000617,3.767387,7.384002
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.006004,4.590425,8.2982145
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.822655,7.382666,10.1026605
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",12.253391,8.885553,10.569472
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.229474,2.843763,5.5366185
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",9.486548,4.186959,6.8367535
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.283651,3.146101,5.714876
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.126212,9.539306,10.832759
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.674219,3.655699,6.164959
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.410257,7.226188,9.8182225
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.493415,3.183904,5.8386595
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.182914,6.203238,8.693076
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.339655,7.453012,9.8963335
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.535409,9.04141,11.2884095
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.081224,3.146101,7.1136625
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.17113,6.170979,9.1710545
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.205497,7.349309,9.777403
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.842852,2.384911,5.1138815
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.332737,4.786438,8.0595875
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.2992,3.971399,6.6352995
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.336535,7.289797,9.313166
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.990947,3.146101,5.568524
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.40176,6.829508,9.115634
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.865054,7.716341,10.2906975
"142","GSM1256794","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.042531,9.214911,11.128721
"143","GSM1256795","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",13.024025,7.946938,10.4854815
"144","GSM1256796","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.563475,7.47058,10.0170275
"145","GSM1256797","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.119611,2.542338,5.8309745
"146","GSM1256798","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",11.858709,6.957859,9.408284
"147","GSM1256799","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.555657,8.005029,10.280343
"148","GSM1256800","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",12.758757,7.74301,10.2508835
